,Tweet_text,date,username,retweets,uni_handle,compound,Sentiment
1495,"To the #Vtu as so many states and colleges has promoted in next semester without conducting exams, IIT Kanpur also promoted, we all Karnataka students are struggling to understand through online classes,so it is best to #promote_Next_Semester without exams. @CMofKarnataka @Vtu",2020-05-27 13:28:55+00:00,Inventor_manu,0,0.0,0.7906,Positive
1496,What about the university exam we r not getting any response from @CSJM_University(UP) side that when the exam will be conducted? How the exam will be conducted? If IIT kanpur can pass all the final year students without exam than why not all other universities plz help us ,2020-05-27 13:26:14+00:00,Ankurch73302179,0,0.0,0.5204,Positive
1497,Hello sir. I did Register yesterday night but did not receive any confirmation mail on Registered email id. Declaration page generated yesterday. How will I get details regarding the same?,2020-05-27 12:05:55+00:00,RiddhiShah08,0,0.0,0.0,Neutral
1498,"@DrRPNishank IIT kanpur, IIT-B can promote their final year students without exams,Then y cant medical final year postgraduate students be promoted based on internal assessment? Isnt the work they are already doing at these times enough? How fair is this?@MoHFW_INDIA @PMOIndia",2020-05-27 11:22:10+00:00,Sukritigupta33,0,0.0,0.8042,Positive
1499,iit kanpur announces mass promotion to all the students inculding Final year students. And @GTUoffice gave guidelines to conduct exam for the final year students. Meanwhile iit kanpur to gtu : ,2020-05-27 11:06:10+00:00,OyeNirav,1,0.0,0.0,Neutral
1500,In 1984 general promotion was given to students.just because of former respected PM Indira Gandhi's death. Now millions of people dying. And people saying it's not feasible. Woww.Even IIT kanpur can give general promotion but MP government can't. @OfficeofSSC @ChouhanShivraj,2020-05-27 10:40:43+00:00,MohitSi07744928,0,0.0,-0.1027,Negative
1501,"@myogiadityanath sir, @AKTU_Lucknow is keen on taking offline exams. They are not considering taking online exams or promoting students like @IITKanpur is planning to do. #COVID__19 #education #SafeAtHome #StayHome",2020-05-27 09:45:48+00:00,manupriyamsinha,0,0.0,0.7184,Positive
1502,@IITKanpur can you assist civil department contact @DoRA_IITK @IncubatorIITK we required creation for 3000 sqft area co section plan with design pattern as environment friendly @ecelliitk @ArchitectsJrnal @iitmadras 9369696444,2020-05-27 09:39:19+00:00,Idinkerbajpai,0,0.0,0.6486,Positive
1503,"IIT Kanpur announced Ends Current Semester, Promotes Students Without Exams.Because we don't know how much time will take COVID-19 to recover. In this panic situation i think IIT Kanpur taking a good decision to promote the students in next classes.@iamshahidkhaan",2020-05-27 08:50:02+00:00,AzharMumtaz19,1,0.0,0.4633,Positive
1504,"Witness the wizardry of this remarkable event by being a virtual part of it through the link given below https://youtu.be/Aymrnzianf0 We, the Entrepreneurship Cell, IIT Kanpur wish @elonmusk and @SpaceX all the best for this amazing feat.",2020-05-27 08:38:10+00:00,ecelliitk,1,0.0,0.9428,Positive
1505,"Amit Agarwal, is an IIT Kanpur graduate. He has had several stints; he was an analyst with Cognizant, a principal consultant at PwC . . . #nobroker #nobrokerage #nobrokerfee #realstate #realstateagent #rentflat #flatmate #buyflat #indianstartup #indianentrepreneur #smallstartups",2020-05-27 08:20:05+00:00,Vortexstartups,0,0.0,0.0,Neutral
1506,"Respected sir, If big univs. R promoting (ex Amity(RJ),NIT(KURU),IIT BOMBAY,IIT KANPUR,Goa uni.) why not your university. #promotebyequality #PromoteStudentsSaveFuture #Promote_ug_pg_student #promotethedegreestudents @DrRPNishank @nsui @jnvu_youth @RahulGandhi @ugc_india",2020-05-27 08:18:19+00:00,studentwelfare7,0,0.0,0.6808,Positive
1507,"Respected sir, If big univs. R promoting (ex Amity(RJ),NIT(KURU),IIT BOMBAY,IIT KANPUR,Goa uni.) why not your university. #promotebyequality #PromoteStudentsSaveFuture #Promote_ug_pg_student #promotethedegreestudents @DrRPNishank @nsui @jnvu_youth @RahulGandhi @ugc_india",2020-05-27 08:17:39+00:00,studentwelfare7,0,0.0,0.6808,Positive
1508,"Respected sir, If big univs. R promoting (ex Amity(RJ),NIT(KURU),IIT BOMBAY,IIT KANPUR,Goa uni.) why not your university. #promotebyequality #PromoteStudentsSaveFuture #Promote_ug_pg_student #promotethedegreestudents @DrRPNishank @nsui @jnvu_youth @RahulGandhi @ugc_india",2020-05-27 08:17:26+00:00,studentwelfare7,0,0.0,0.6808,Positive
1509,In 1984 general promotion was given to students.just because of former respected PM Indira Gandhi's death. Now millions of people dying. And people saying it's not feasible. Woww.Even IIT kanpur can give general promotion but MP government can't. @OfficeofSSC @ChouhanShivra,2020-05-27 08:01:21+00:00,ParasharAnushri,2,0.0,-0.1027,Negative
1510,Construction on IIT Kanpur - Motijheel section is underway Financed mainly through equity from Government of India and Government of Uttar Pradesh on 50:50 basis EUR 650 million loan from the European Investment Bank (EIB),2020-05-27 07:45:33+00:00,FactsIndia_,0,0.0,0.0,Neutral
1511,"Kanpur metro 2 corridors proposed Line 1 : IIT Kanpur - Naubasta Depot : Polytechnic 23.785 km (8.621 underground and rest elevated) 22 stations IIT Kanpur, Kalyanpur Railway Station, SPM Hospital, CSJM University, Gurudev Chauraha, Geeta Nagar, Rawatpur Railway Station",2020-05-27 07:45:32+00:00,FactsIndia_,1,0.0,0.0,Neutral
1512,"""Developed and maintained by IIT KANPUR"".TERA source hai .",2020-05-27 07:31:17+00:00,UtsavS8,0,0.0,0.0,Neutral
1513,"IIT Bombay, IIT Kanpur and Now Rajasthan Amity university has decided to promote all the students in next class. Such a good decision for all the students. What is Rajasthan university waiting for ? @ashokgehlot51 #Promote_ug_pg_student",2020-05-27 07:26:40+00:00,Devendr46561800,1,0.0,0.6705,Positive
1514,What is More important life of students or exam? @IITKanpur ne bhi sare exams cancel kar diye @narendramodi ji ne bhi kaha hai jaan hai to jahan h Pls give us general promotion #GeneralPromotionToMPStudents @ChouhanShivraj @jitupatwari @JM_Scindia @OfficeOfKNath,2020-05-27 07:15:58+00:00,Divyanshi_08,0,0.0,0.101,Positive
1515,"Just God knows,why are MP government showing attitude.",2020-05-27 07:09:34+00:00,Swapnil69948279,0,0.0,0.2732,Positive
1516,"I wonder the initiative of #IIT_Kanpur will encourage &amp; enlight other Institutions @UniversityJammu take decisions like mass promotion, which would be fair &amp; appropriate for students &amp; their careers. #promote_jk_students #no_exams_for_jk_students",2020-05-27 07:07:35+00:00,Aayushg760,10,0.0,0.7964,Positive
1517,#GeneralPromotionToMPStudents some points over the decision :- 8.Many Universities has already taken step on these problems like @Maharashtra @iitkanpur cancelled semester exams.we want general promotion@jitupatwari @ChouhanShivraj @anjanaomkashyap,2020-05-27 06:42:47+00:00,DubeyAayu,8,0.0,-0.2263,Negative
1518,We should also think to manufacturing of Medical equipments with latest technology with support of IIT Kanpur. And also export to compete with China. We require support to start.,2020-05-27 06:37:15+00:00,dhirendradhiru,0,0.0,0.6597,Positive
1519,Syllabus is still incomplete from students point of view. Many Universities has already taken step on these problems like @Maharashtra @iitkanpur cancelled semester exams. #GeneralPromotionToMPStudents @PMOIndia @OfficeofSSC @ChouhanShivraj @DrRPNishank @ABVPVoice,2020-05-27 06:29:25+00:00,MansiAg30347270,0,0.0,-0.296,Negative
1520,"IIT Bombay, IIT Kanpur and Now Rajasthan Amity university has decided to promote all the students in next class. Such a good decision for all the students. What is Madhya Pradesh University waiting for ? @ChouhanShivraj",2020-05-27 06:09:29+00:00,KatareAdarsh,0,0.0,0.6705,Positive
1521,"Respected DCM @drashwathcn,NIT Suratkal,IIT Kanpur, Amity University Rajasthan ,Goa University etc were promoted their students including Final Year students,Are they mad ? Are they fool?I'm requesting you to promote the degree students #promotethedegreestudents (1/1)",2020-05-27 06:02:26+00:00,smnsohail,0,0.0,0.6868,Positive
1522,"Some of us sent the bricks as well , yes in IIT Kanpur Hostel ",2020-05-27 06:01:58+00:00,bhaarat_premi,0,0.0,0.5859,Positive
1523,#DesignThinking is a well thought out approach now. To know more register for #webinar @NPC_INDIA_GOV @FollowCII @ficci_india @ASSOCHAM4India @NITIAayog @RailMinIndia @OfficialDMRC @PortofChennai @ChennaiMetRail @LkoMetro @IRCTCofficial @DoC_GoI @DIPPGOI @DPE_GoI @cwc_warehouse,2020-05-27 05:49:24+00:00,SPT_NPC,4,0.0,0.2732,Positive
1524,"Iit kanpur promoted their students ,iit bombay also promoted #kanpuruniversity what are thinking exam are postponed from march promote us also",2020-05-27 05:48:37+00:00,ashishs20683352,0,0.0,0.7506,Positive
1525,"Respected DCM @drashwathcn,@IITKanpur ,@AmityUni,@nitsura etc were promoted their students including Final Year students,Are they mad ? Are they fool? I'm requesting you to reschedule whole even semester or else promote the degree students #promotethedegreestudents",2020-05-27 05:44:48+00:00,smnsohail,0,0.0,0.4137,Positive
1526,JEE ADVANCED 2020 will be conducted by IIT Delhi which is held on 23August 2020 ( postpone date due to Covid-19 ) #jeeadvancednotice #iitdelhi #iitkanpur #kota #jeeaspirants #iitian #jeeadvanced2020 #jeeadvanced #resonance #allen #motion #kotastudents #JEEMains #nta #jee2019,2020-05-27 05:44:43+00:00,abhi070301,0,0.0,0.2103,Positive
1527,In 1984 general promotion was given to students. just because of former respected PM Indira Gandhi's death. Now millions of people dying. And people saying it's not feasible. Even IIT kanpur can give general promotion #GeneralPromotionToMPStudents @JM_Scindia @ChouhanShivraj,2020-05-27 05:33:36+00:00,MradulSahai,0,0.0,-0.2023,Negative
1528,Even IIT Kanpur has cancelled the exams . #no_exams_for_jk_students #promote_jk_students #jk_against_online_exams #soravNGO,2020-05-27 05:29:09+00:00,crow_na0036,1,0.0,-0.25,Negative
1529,"Useful Book: Introduction to Statistics and Data Analysis - With Exercises, Solutions and Applications in R, Springer 2016 is available for free download till July 2020. Link to download: https://link.springer.com/book/10.1007/978-3-319-46162-5",2020-05-27 05:08:01+00:00,IITKanpur,2,0.0,0.7845,Positive
1530,"Introduction to R Software by Prof. Shalabh, Department of Mathematics & Statistics, IIT Kanpur 8 Weeks #MOOC Course through @SWAYAMMHRD from August 17 - October 09, 2020 The course website &amp; registration: https://swayam.gov.in/nd1_noc20_ma53/preview @nptelindia @HRDMinistry",2020-05-27 05:07:26+00:00,IITKanpur,4,0.0,0.0,Neutral
1531,"IIT Bombay, IIT Kanpur and many Universities had decided to promote all the students in next semester/class. Such a good decision for all the students. What is Jammu University waiting for? ",2020-05-27 05:03:18+00:00,KunalSPathania,8,0.0,0.6705,Positive
1532,"That is not true Sanjeev. About 120 Kms from IIT Kanpur, there is a massive fort created of these rice bag converts and all from SC. Dist jalaun sees her massive conversion rally with over 95% coming from SC community. Plus the problem is they keep their old names. CRYPTIC!!",2020-05-27 04:54:21+00:00,chandradixit198,0,0.0,-0.5597,Negative
1533,If IIT kanpur ends current semester and promote students without exam then why our university counduct exam? #GeneralPromotionToMPStudents,2020-05-27 04:39:03+00:00,Chandan05535430,4,0.0,0.3818,Positive
1534,"IIT Bombay, IIT Kanpur and Now Rajasthan Amity university has decided to promote all the students in next class. Such a good decision for all the students. What is Madhya Pradesh University waiting for ? @ChouhanShivraj #Promote_ug_pg_student",2020-05-27 04:36:05+00:00,SirothiyaYash,0,0.0,0.6705,Positive
1535,IIT- Kanpur to promote all students based on their performance in semester - education - Hindustan Times ,2020-05-27 04:32:06+00:00,Shubham17248873,0,0.0,0.3818,Positive
1536,A great example to all other institutes. It shows that they are more concerned for students not for their system ,2020-05-27 04:26:23+00:00,nishant75457844,0,0.0,0.6249,Positive
1537,"Goa University has agreed to the demands of NSUI to promote Engineering, LLB and Undergraduate students. Jab IIT Bombay, IIT Kanpur, Goa University halat ko smz kar nirnay le sakti hai to MP me Rajneeti kyu? #GeneralPromotionToMPStudents",2020-05-27 04:24:46+00:00,heyvillaino,2,0.0,0.5719,Positive
1538,"IITians of all 23 IITs - Alumni , students & faculty - join today the mission of nation building ! @iitbombay @iitdelhi @IITKanpur @IITKgp @iitmadras @iitroorkee @Varanasi_IITBHU @IITGuwahati @IITJ_Official @iitbbs @iit__mandi @iitrpr @IITJammu @IITHyderabad @IITIOfficial",2020-05-27 03:19:37+00:00,iitcouncil,1,0.0,0.3595,Positive
1539,#PromoteStudents Colleges like #iitbombay &amp; #IITKanpur already had cancelled Semester exams due to Corona Crisis* Me to MP govt. and RGPV: ,2020-05-27 03:16:54+00:00,__iamparas__,1,0.0,-0.5574,Negative
1540,"Respected sir, If big univs. R promoting (ex Amity(RJ),NIT(KURU),IIT BOMBAY,IIT KANPUR,Goa uni.) why not other universities . #promotebyequality #PromoteStudentsSaveFuture #Promote_ug_pg_student #promotethedegreestudents @DrRPNishank @nsui @jnvu_youth @RahulGandhi @ugc_india",2020-05-27 02:43:04+00:00,studentwelfare7,0,0.0,0.6808,Positive
1541,"Basic lab Instruments of a Biotech lab... MEMOIRS OF TRAINING At BIOINCUBATOR, SIIC(SIDBI INNOVATION AND INCUBATION CENTRE), IITK JUNE 2019 iit.kanpur https://www.instagram.com/p/CArLcFmD-VN/?igshid=1265hru3xmctm",2020-05-27 02:40:04+00:00,BiotechEssence,0,0.0,0.516,Positive
1542,#GeneralPromotionToMPStudents This is the news from IIT Kanpur and what our university is doing.. They are preparing to conduct examinations. They should have focused more on providing study. Materials with good content.@ChouhanShivraj,2020-05-27 02:09:54+00:00,i_makhil,8,0.0,0.6705,Positive
1543,"IIT Kanpur to pass all students basis their mid-terms, no end-term exams amid Covid19. https://dare2compete.com/bites/iit-kanpur-to-pass-all-students-basis-their-mid-terms-no-end-term-exams-amid-covid19/ via @Dare2Compete Agar IITian hota, toh meri life ki value 5 lakh nhi hoti @AKTU_Lucknow",2020-05-26 20:54:58+00:00,PremS60,2,0.0,0.0516,Positive
1544,IIT Kanpur develops tech to make artificial rain: Minister - Times of India http://toi.in/E5vZub14/a24gj via @timesofindia,2020-05-26 20:10:28+00:00,Chetwee,0,0.0,0.0,Neutral
1545,You are welcome sahoo ji,2020-05-26 19:03:12+00:00,pandey_neelesh,0,0.0,0.4588,Positive
1546,Thank you sir. ,2020-05-26 18:46:05+00:00,KalingaSahoo6,0,0.0,0.3612,Positive
1547,Registered. Looking forward.,2020-05-26 18:10:01+00:00,spicycheeni,0,0.0,0.0,Neutral
1548,In 1984 general promotion was given to students. just because of former respected PM Indira Gandhi's death. Now millions of people dying. And people saying it's not feasible. Even IIT kanpur can give general promotion #GeneralPromotionToMPStudents @GovernorMP @ChouhanShivraj,2020-05-26 18:07:33+00:00,Shikhar___07,28,0.0,-0.2023,Negative
1549,College like @IIT Bombay and @iit Kanpur cancelled the semester exam due to xorona why is it not possible in MP. #GeneralPromotionToMPStudents @ChouhanShivraj @GovernorMP,2020-05-26 17:47:53+00:00,umeshdixitiaf,10,0.0,0.128,Positive
1550,Kindly register yourself on http://naac.gov.in/123-mhrd-minister-event,2020-05-26 17:42:54+00:00,pandey_neelesh,0,0.0,0.4939,Positive
1551,As IIT Kanpur giving general promotion to students so why #rgpv not giving. Life are more precious then this #PromoteStudentsSaveFuture #GeneralPromotionToMPStudents @ChouhanShivraj,2020-05-26 17:22:23+00:00,im_jyotisolanki,1,0.0,0.655,Positive
1552,This use of indigenous talent should have been done long before.,2020-05-26 17:15:04+00:00,arja3690,0,0.0,0.4215,Positive
1553,"Many Universities has already taken step on these issue like @Maharashtra @iitkanpur . So we can go for an alternative. So, I Respectfully Request @ChouhanShivraj.@JM_Scindia @UGCevents @Lal_Ji_Tandon to consider our opinion. IN HOPE OF A POSITIVE RESPONSE.",2020-05-26 17:13:32+00:00,yashjain2002,0,0.0,0.9211,Positive
1554,In 1984 general promotion was given to students. just because of former respected PM Indira Gandhi's death. Now millions of people dying. And people saying it's not feasible. Wowwww amaze Even IIT kanpur can give general promotion #GeneralPromotionToMPStudents @ChouhanShivraj,2020-05-26 17:08:50+00:00,YashJai58399336,5,0.0,-0.5647,Negative
1555,How can we join this webinar?,2020-05-26 17:01:58+00:00,KalingaSahoo6,0,0.0,0.296,Positive
1556,"When premier institutions the likes of IIT Kanpur, NIT surathkal etc have cancelled sem exams, i can't understand the logic which calls for forcibly putting students at risk like this .. Who can ""Guarantee"" student safety? #promoteVTUstudents #PromoteStudentsSaveFuture",2020-05-26 17:01:10+00:00,sssaltyboi,1,0.0,0.7184,Positive
1557,In 1984 general promotion was given to students.just because of former respected PM Indira Gandhi's death. Now millions of people dying. And people saying it's not feasible. Woww.Even IIT kanpur can give general promotion but MP government can't. @OfficeofSSC @ChouhanShivraj,2020-05-26 16:40:37+00:00,Khushiv66361470,5,0.0,-0.1027,Negative
1558,Useful in Dharavi?,2020-05-26 16:12:59+00:00,kamlesm,0,0.0,0.4404,Positive
1559,Now IIT bombay and IIT kanpur had also cancelled sem exam then why not aktu is cancelling the exam. University can also do one thing it may do compulsory one nptel certification course for every student for this sem. This will be best for everyone.,2020-05-26 16:08:22+00:00,Saurabh36390761,0,0.0,0.5848,Positive
1560,We see no IITian here Do you think your college is the third one ? #engineeringcollege #indianstudents #engineeringstudent #engineeringmemes #iitian #nitian #collegememes #educational #indianeducation #iitbombay #iitkanpur #iitdelhi #iithyderabad #nittrichy #nitbhopal,2020-05-26 16:05:57+00:00,UdgamR,0,0.0,-0.296,Negative
1561,"Why should not MP government cancel all exams and give #generalpromotion to all final year students? Also, IIT Bombay, IIT Kanpur and many other educational institutions has been cancelled final semester exams and gave #generalpromotion to all students.",2020-05-26 15:56:02+00:00,g_a_u__r_a_v,0,0.0,-0.067,Negative
1562,Many Universities has already taken step on these problems like @Maharashtra @iitkanpur cancelled semester exams. So we can go for an alternative. #GeneralPromotionToMPStudents,2020-05-26 15:48:19+00:00,Realaxashpandey,1,0.0,-0.296,Negative
1563,"If IIT Kanpur promoted their students &amp; started new sem according to UGC guideliness, then why not followed these guideliness by other universities &amp; colleges of j&amp;k. Already, we have wasted alot of time since from aug 2019(due to the abrogation of 370). #HRDMinistry",2020-05-26 15:41:13+00:00,ShAzLeEn13,2,0.0,-0.1027,Negative
1564,"IIT Kanpur Ends Current Semester, Promotes Students Without Exams ",2020-05-26 15:38:55+00:00,asvind9999,1,0.0,0.34,Positive
1565,"I had a conversation with @sandeepkshukla, Head of the Computer Science and Engineering department at @IITKanpur. In this episode, we covered topics such as- are we living in a computer simulation?, Artificial Intelligence, among others #computerscience",2020-05-26 14:55:05+00:00,agarwalishan_,0,0.0,0.4767,Positive
1566,IIT Kanpur also knows the impact of #COVID19India and @DrRPNishank wants to open #Schools @WHO @drharshvardhan are you spectator ? Movie chal rahi hai kya ?,2020-05-26 14:53:47+00:00,thesudhirgarg,5,0.0,0.0,Neutral
1567,"Sir only 10% of syllabus was completed by our college before lockdown ,you are saying79%syllabus is completed, this is not fair sir.Even Amity, Goa, IIT kanpur, NIT-K has decided to promote all the students,Why not our affiliated colleges are not doing yet. @BSYBJP @btvnewslive",2020-05-26 14:46:24+00:00,anpershetty,0,0.0,0.1625,Positive
1568,Many universities have already taken step on these problems like@maharashtra@IITkanpur cancelled semesters exam. so we go for an alternative #rgpv #GeneralPromotionToMPStudents #generalpromotion @ChouhanShivraj @governerMP @PMOIndia #StudentsAgainstFear,2020-05-26 14:39:16+00:00,kaithal_shivam,0,0.0,-0.5719,Negative
1569,Colleges like @iitbombay @IITKanpur already had cancelled Semester exams due to Corona Crisis Me to MP govt. and RGPV - #GeneralPromotionToMPStudents #StudentsAgainstFear #generalpromotion #StudentsAgainstFear,2020-05-26 14:37:41+00:00,ArshadK02468761,0,0.0,-0.5574,Negative
1570,Mrs Ritu Tripathi PGT(Com) KV IIT Kanpur expressing gratitude to Hon'ble Minister of HRD @DrRPNishank for his very inspiring webinar with teachers @SantoshKMall1 @KVS_HQ,2020-05-26 14:36:35+00:00,dkdwivedi63,1,0.0,0.7501,Positive
1571,"Mrs Aprna Tripathi, parent of KV IIT Kanpur expressing gratitude to Hon'ble HRD Minister @DrRPNishank for interacting with parents through webinar and addressing their concerns @SantoshKMall1 @KVS_HQ https://twitter.com/skt08177533/status/1265288012923129856",2020-05-26 14:33:04+00:00,dkdwivedi63,1,0.0,0.5106,Positive
1572,Many Universities have already taken step on these problems like @Maharastra @iitkanpur cancelled semester exams. So we can go for an alternative. #rgpv #GeneralPromotionToMPStudent @ChouhanShivraj @GovernorMP @PMOIndia #StudentsAgainstFear,2020-05-26 14:11:14+00:00,OnkarPallav,1,0.0,-0.296,Negative
1573,IIT Kanpur has promoted it's students to the next semester without the final exams. I think it's a wise decision as the corona crisis isn't going to stop anytime soon. Medical Experts have predicted it to peak in June - July. #StudentsAgainstFear,2020-05-26 14:08:40+00:00,TanmayHimself,0,0.0,0.3995,Positive
1574,"IIT Kanpur Ends Current Semester, Promotes Students Without Exams ",2020-05-26 13:55:13+00:00,saur_anand,0,0.0,0.34,Positive
1575, IIT Kanpur grants grade relaxation and closes current semester... NIT Suratkal promotes students based on Marks of previous semesters.,2020-05-26 13:52:21+00:00,SakibRather9,0,0.0,0.7717,Positive
1576,JOB POST: Project Executive Officer at IIT Kanpur [2 Vacancies]: Apply by June 3 ,2020-05-26 13:52:08+00:00,noticebard,0,0.0,0.0,Neutral
1577,Semister exams are so sinister!,2020-05-26 13:48:19+00:00,TheNetFreedMe,0,0.0,-0.7417,Negative
1578,When big institutions like @IITKanpur is promoting students in this pandemic. What is wrong with the Bangalore university @drashwathcn sir you asked teachers to complete the syllabus before may30 they did just like our @shatabdiexpress we didn't even understand 10% of it @BSYBJP,2020-05-26 13:46:46+00:00,MS33241543,0,0.0,0.5267,Positive
1579,Many Universities have already taken step on these problems like @Maharastra @IITKanpur cancelled semester exams. So we can go for an alternative. #rgpv #GeneralPromotionToMPStudent #generalpromotion @ChouhanShivraj @GovernorMP @PMOIndia #StudentsAgainstFear,2020-05-26 13:34:44+00:00,JanjalKanishk,1,0.0,-0.296,Negative
1580,https://twitter.com/ArnavTri/status/1265273215003144194?s=20 Come and vote,2020-05-26 13:33:22+00:00,ArnavTri,0,0.0,0.0,Neutral
1581,"@drashwathcn @BSYBJP @siddaramaiah @DKShivakumar @hd_kumaraswamy sir please promote the semester without exam's. By reference of Maharashtra govt. NIT suratkal,IIT Kanpur, Goa govt. Amity University, Reva University, etc. Save students. ",2020-05-26 13:21:53+00:00,BagewadiNandish,0,0.0,0.7964,Positive
1582,@AKTU_Lucknow IIT Kanpur with way less students has decided to call off even sem examination. But tumlogo ko zada chull h exam karane ki ????! #StudentsAgainstFear,2020-05-26 13:21:14+00:00,Insaafkabaap,0,0.0,0.0,Neutral
1583,Colleges like @iitbombay @IITKanpur already had cancelled Semester exams due to Corona Crisis. Me to BTU: ,2020-05-26 12:52:39+00:00,EngineeringSar2,0,0.0,-0.5574,Negative
1584,When India's leading institutional IIT Kanpur canceled exam for all semester (expect final semester ) then Why Raj govt trying to conduct examination for university. @ashokgehlot51 @GovindDotasra https://www.thequint.com/news/education/iit-kanpur-ends-current-semesters-students-promoted-without-exams,2020-05-26 12:27:51+00:00,dhaka_somraj,0,0.0,0.0,Neutral
1585,Colleges like @iitbombay @IITKanpur already had cancelled Semister exams dur to Corona Crisis Me to MP govt. and MPMSU - #GeneralPromotionToMPStudents #StudentsAgainstFear #generalpromotion,2020-05-26 12:21:38+00:00,jaiver15783,17,0.0,-0.5574,Negative
1586,#duagainstonlineexams Please sir look into this. Amidst the pandemic where cases are rising you expect us to take exams where many don't have resources... Think of it please. Even IIT Kanpur has ended the sem. Then why don't du.,2020-05-26 12:08:58+00:00,SaumyaS95333061,2,0.0,0.5574,Positive
1587,Jobs in the National Blockchain Project at IIT Kanpur https://lnkd.in/gZaJMQn,2020-05-26 12:03:05+00:00,sandeepkshukla,1,0.0,0.0,Neutral
1588,@DrRPNishank Do u think that education ministry is intelligent than @IITKanpur and @iitbombay ?? No u r wrong !! You are the foolish people playing with students graduation. U peoples doesn't knw the value of time. @PMOIndia @narendramodi open your mouth and speak for students.,2020-05-26 11:58:04+00:00,GauravShenoy9,0,0.0,-0.6788,Negative
1589,"Minds of useless naxal are good for nothing. I am happy that IITK built a useful tech that local police can afford. Maybe we should contribute our bits, like those folks at IITK did.",2020-05-26 11:56:04+00:00,manoharlsingh,0,0.0,0.3616,Positive
1590,#Mitron - Indian shirt video SM App crosses 5M downloads in a month of launch. It's developed by an IITian &amp; quality is best. Requesting #IITs to do more inventions &amp; Innovations. @iitbombay @iitmadras @iitdelhi @IITKgp @IITKanpur #VocalForLocalIndia https://www.google.com/amp/s/www.moneycontrol.com/news/technology/indias-tiktok-rival-app-mitron-clocks-five-million-downloads-within-one-month-of-launch-5314561.html/amp,2020-05-26 11:50:54+00:00,RathanRameshRR1,0,0.0,0.6369,Positive
1591,Or maybe a mind that's quite aware of which tech is used in what ways,2020-05-26 11:47:45+00:00,k0ol1,0,0.0,0.0,Neutral
1592,Colleges like @iitbombay @IITKanpur already had cancelled Semister exams dur to Corona Crisis Me to MP govt. and RGPV - #GeneralPromotionToMPStudents #StudentsAgainstFear #generalpromotion,2020-05-26 11:41:15+00:00,RishiJa93823498,43,0.0,-0.5574,Negative
1593,https://www.downtoearth.org.in/blog/air/lethal-toxicity-vs-quantum-of-pollution-in-delhi-s-air-71360 New IIT Kanpur study says looking at only quantum of pollution is not enough. Must include toxicity to know level of harm. Eg. roaddust (gathering toxins from sources)&amp; vehicles esp diesel are most toxic in Delhi. Need source-wise toxicity frame for action,2020-05-26 11:02:29+00:00,AnumitaRoychowd,1,0.0,-0.5423,Negative
1594,IIT KANPUR ALREADY GAVE GENERAL PROMOTION TO THE STUDENTS ,2020-05-26 11:02:01+00:00,Devansh681,0,0.0,0.0,Neutral
1595,"We need testing, contacting tracing but govt is busy in developing surveillance architecture. This is much more invasive than setu because here u can't misrepresent. Pandemic is the finest opportunity to develop such architecture in name of saving lives.",2020-05-26 10:47:36+00:00,Ram_bruyat,0,0.0,0.5719,Positive
1596,JOB POST: Project Engineer & Senior Project Associate at IIT Kanpur [3 Vacancies]: Apply by June 3 ,2020-05-26 10:43:35+00:00,noticebard,0,0.0,0.0,Neutral
1597,A guilty mind is always suspicious.,2020-05-26 10:38:58+00:00,manoharlsingh,0,0.0,-0.6486,Negative
1598,great. * Mater,2020-05-26 10:18:01+00:00,ojha_udit,0,0.0,0.6249,Positive
1599,"""I was sucking some guy's dick and I threw upon him. He came immediately"" -IIT Kanpur",2020-05-26 10:17:00+00:00,FessionsBrown,0,0.0,-0.5106,Negative
1600,IIT kanpur and other state all universities are promoting students why not in VTU @DKShivakumar @siddaramaiah @BJP4Karnataka @BJP4India @BSYBJP @drashwathcn @suvarnanewstv #promoteuniversitystudents #promotevtustudent #PromoteStudentsSaveFuture #promotestudentsavefuture,2020-05-26 10:11:43+00:00,ManojpRcb,0,0.0,0.3612,Positive
1601,New Post!!! Follow the link provided IIT Kanpur Recruitment 2020 Research Associate Post ,2020-05-26 09:56:45+00:00,1stsarkari,0,0.0,0.0,Neutral
1602,New Post!!! Follow the link provided IIT Kanpur Recruitment 2020 Junior Research Fellow Post ,2020-05-26 09:47:47+00:00,1stsarkari,0,0.0,0.0,Neutral
1603,When IIT kanpur promotes it students ...so why not aktu ,2020-05-26 09:47:40+00:00,jaiswal_ashvika,0,0.0,0.34,Positive
1604,@Ram_bruyat dude this smells so fishy,2020-05-26 09:40:54+00:00,Huzaif_Iftikhar,0,0.0,0.0,Neutral
1605,#GeneralPromotionToMPStudents some points over the decision :- 8.Many Universities has already taken step on these problems like @Maharashtra @iitkanpur cancelled semester exams. So we can go for an alternative.@jitupatwari @ChouhanShivraj @anjanaomkashyap,2020-05-26 09:15:27+00:00,AnkitKudoliya,18,0.0,-0.296,Negative
1606,"Why not to promote on previous result .. Students are not failures , they are future #promote_college_students #PromoteStudentsSaveFuture #fightforright @AishaaStunning @ugc_india @AICTE_INDIA @DrRPNishank @narendramodi @rashtrapatibhvn @aajtak @PIB_India @Alkalinity20 @ANI",2020-05-26 09:13:08+00:00,studentwelfare7,0,0.0,0.0762,Positive
