,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
153,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What will be the cutoff of the BITSAT 2020 for CSE at the Pilani campus?,10,4,10/4,No,Followed,2020-05-16,https://www.quora.com/What-will-be-the-cutoff-of-the-BITSAT-2020-for-CSE-at-the-Pilani-campus,"Cutoffs are highly volatile in BITSAT examination, but anything above 382 -384 for CS at pilani campus would be a safer bet. "
154,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is it a right time to do mtech VLSI? I have an option to pursue ME microelectronics from bits Pilani but I'm worried about how the job situation will be due to covid 19 and economic slowdown.,1,2,1/2,No,Requested,2020-05-14,https://www.quora.com/Is-it-a-right-time-to-do-mtech-VLSI-I-have-an-option-to-pursue-ME-microelectronics-from-bits-Pilani-but-Im-worried-about-how-the-job-situation-will-be-due-to-covid-19-and-economic-slowdown,"By the time you graduate, there might be a vaccine for C-19. No one can see the future, but a good education won’t hinder you whatever the future brings. "
155,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can we really do PhD after doing M.tech in Data Science from Bits Pilani WILP? Did anyone after completing the degree applied to any college and got addmission?,2,2,2/2,No,Followed,2020-05-18,https://www.quora.com/Can-we-really-do-PhD-after-doing-M-tech-in-Data-Science-from-Bits-Pilani-WILP-Did-anyone-after-completing-the-degree-applied-to-any-college-and-got-addmission,"I too have this question for long and posted in Quora too but didn't get any feedback. Not sure about data science but I did MS- MM from BITS WILPD and based on my personal experience, Anna University in Chennai does not accept it. IIT Madras doesn't encourage any distance education PG for their PhD in any engineering discipline. For some courses PG from IGNOU is accepted. Anyhow, you can do with BITS for sure. "
156,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can we really do PhD after doing M.tech in Data Science from Bits Pilani WILP? Did anyone after completing the degree applied to any college and got addmission?,2,2,2/2,No,Followed,2020-05-18,https://www.quora.com/Can-we-really-do-PhD-after-doing-M-tech-in-Data-Science-from-Bits-Pilani-WILP-Did-anyone-after-completing-the-degree-applied-to-any-college-and-got-addmission,I do not think WILP program is acceptable for admissions to PhD programs. You need to have been enrolled in a taught program (i.e physically attended classes part or full time) and gained the 30 credits to be eligible for admission to PhD programs at IIT or any top universities. 
157,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,I need75%aggregate in PCM in CBSE12th boards (which requires225out of300marks) to get admission in bits Pilani but on my evaluation I am scoring200-205in the three subjects.So will linient checking in boards2020help me get the required percentage?,1,9,1/9,No,Followed,2020-05-14,https://www.quora.com/I-need75-aggregate-in-PCM-in-CBSE12th-boards-which-requires225out-of300marks-to-get-admission-in-bits-Pilani-but-on-my-evaluation-I-am-scoring200-205in-the-three-subjects-So-will-linient-checking-in-boards2020help,"We really don't know if the board will allot extra marks or will they correct liniently. I would personally suggest you not to worry about those marks as of now, if you feel you have done good or if you feel you underperformed in your boards. Focus more on your upcoming competitive exams and try to get the best out of it. Keep your entire focus on the upcoming exams and getting distracted would certainly cost you a lot. Work hard sincerely and leave the rest to the almighty. All the best. "
158,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,I need75%aggregate in PCM in CBSE12th boards (which requires225out of300marks) to get admission in bits Pilani but on my evaluation I am scoring200-205in the three subjects.So will linient checking in boards2020help me get the required percentage?,1,9,1/9,No,Followed,2020-05-14,https://www.quora.com/I-need75-aggregate-in-PCM-in-CBSE12th-boards-which-requires225out-of300marks-to-get-admission-in-bits-Pilani-but-on-my-evaluation-I-am-scoring200-205in-the-three-subjects-So-will-linient-checking-in-boards2020help,"Yes, it depends on moderation policy of XII Board checking. Sometimes even 5–10 marks are increased on an average. So if you are assuming 75–80 marks in any subject then you may get 85+ in your marksheet. This happens generally. So don't worry. Have faith in yourself. Don't think of past, work in present to make your future better. That's all. All the best. "
159,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"I am preparing for the BITSAT 2021. What should I focus on if I aim to get into Pilani/Goa Campus for CSE? Also, is it worth the fees?",1,2,1/2,No,Followed,2020-05-13,https://www.quora.com/I-am-preparing-for-the-BITSAT-2021-What-should-I-focus-on-if-I-aim-to-get-into-Pilani-Goa-Campus-for-CSE-Also-is-it-worth-the-fees,"I am assuming, you were already preparing for JEE. Basically, there is no need for separate preparation for BITSAT if you are already preparing for JEE. To qualify BITSAT, one must have basics hold on the basics of all the subjects. But the special key that I and most of my BITSAT friends did to qualify this exam was to solve the previous year questions of JEE Main and try to give as many mock tests before the exam. About if it is worth it or not. If you are able to get CSE or any circuit branch, then the answer will be a big YES. You can search about placement on google, But joining BITS is not Continue ReadingI am assuming, you were already preparing for JEE. Basically, there is no need for separate preparation for BITSAT if you are already preparing for JEE. To qualify BITSAT, one must have basics hold on the basics of all the subjects. But the special key that I and most of my BITSAT friends did to qualify this exam was to solve the previous year questions of JEE Main and try to give as many mock tests before the exam. About if it is worth it or not. If you are able to get CSE or any circuit branch, then the answer will be a big YES. You can search about placement on google, But joining BITS is not only about placement, but it's also much more than that. Mostly it's about personality development and a peer quality that you are only going to get in tier one colleges. So yeah, Joining BITS is going to be totally worth it. "
160,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"I am preparing for the BITSAT 2021. What should I focus on if I aim to get into Pilani/Goa Campus for CSE? Also, is it worth the fees?",1,2,1/2,No,Followed,2020-05-13,https://www.quora.com/I-am-preparing-for-the-BITSAT-2021-What-should-I-focus-on-if-I-aim-to-get-into-Pilani-Goa-Campus-for-CSE-Also-is-it-worth-the-fees,For getting into BITS pilani You should have to score between 300–420 if u want to have cse branch The last year 240+student got 400+marks and with this u can see the competition there . For getting into BITS goa You should have to score between 300–380 You should regularly practise BITSAT previous paper This paper is based on speed and accuracy . If you finish all the questions in given time then u will get 10 extra question where there will be no negative marking. Its worth Here rate of interest(getting back) is greater than rate of investment. This is the only private university that is like IIT The a Continue ReadingFor getting into BITS pilani You should have to score between 300–420 if u want to have cse branch The last year 240+student got 400+marks and with this u can see the competition there . For getting into BITS goa You should have to score between 300–380 You should regularly practise BITSAT previous paper This paper is based on speed and accuracy . If you finish all the questions in given time then u will get 10 extra question where there will be no negative marking. Its worth Here rate of interest(getting back) is greater than rate of investment. This is the only private university that is like IIT The avg package of BITS PILANI is about 12–17 lakh Thanks :) 
161,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can I get into BITS Goa (in the year 2020) if I score 300 marks?,2,2,2/2,No,Followed,2020-05-12,https://www.quora.com/Can-I-get-into-BITS-Goa-in-the-year-2020-if-I-score-300-marks,"This is cut-off statistics of BITS Goa for year 2019.  So, definitely you will get BITS Goa in 300 marks. But if you want CSE or ECE then you have to have to score atleast 350. You will also get some other branches in the other two campuses of BITS in 300 marks. I am adding pilani and hyderabad campus cutt-off also you can consider that too   "
162,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can I get into BITS Goa (in the year 2020) if I score 300 marks?,2,2,2/2,No,Followed,2020-05-12,https://www.quora.com/Can-I-get-into-BITS-Goa-in-the-year-2020-if-I-score-300-marks,You are not late you can still score 350 plus by following proper strategy you have ample of time more than 2 months just give more and more mock papers bro. Best of luck 
163,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can we pursue a PhD in economics after completing an MSc in economics from BITS Pilani?,1,2,1/2,No,Followed,2020-05-11,https://www.quora.com/Can-we-pursue-a-PhD-in-economics-after-completing-an-MSc-in-economics-from-BITS-Pilani,"Thanks for A2A!! Yes, you can pursue PhD programs in any worldwide university as it is affiliated from UGC. Also, BITS too give chance to you to pursue them from BITS university itself. Hope that helps!! "
164,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can we pursue a PhD in economics after completing an MSc in economics from BITS Pilani?,1,2,1/2,No,Followed,2020-05-11,https://www.quora.com/Can-we-pursue-a-PhD-in-economics-after-completing-an-MSc-in-economics-from-BITS-Pilani,Hope the degree which you obatined from BITS is a regular full time program and not WILP. BITS WILPs are not recognised qualification in India. 
165,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is it okay to study an MTech in pharmaceutical operations and management after a BTech in biotechnology as I am going to study under BITS Pilani's work integrated learning program (WILP)?,1,2,1/2,No,Followed,2020-05-11,https://www.quora.com/Is-it-okay-to-study-an-MTech-in-pharmaceutical-operations-and-management-after-a-BTech-in-biotechnology-as-I-am-going-to-study-under-BITS-Pilanis-work-integrated-learning-program-WILP,"I would advice you not to go for such program because WILP offered by BITS pillani is not recognised and also if you drop specific query regarding the recognition of the program, the university is silent. Any technical/management program offered through distance mode is not recognised by UGC/Aicte/MHRD for any job and promotion purpose. There qualifications are also not recognised by WEC for migrating to Canada, also not recognised by any of the foreign countries. WILP programs of bits are not even recognised to sit for PhD and NET exams. The industry where they conduct in tie up mode, only in tho Continue ReadingI would advice you not to go for such program because WILP offered by BITS pillani is not recognised and also if you drop specific query regarding the recognition of the program, the university is silent. Any technical/management program offered through distance mode is not recognised by UGC/Aicte/MHRD for any job and promotion purpose. There qualifications are also not recognised by WEC for migrating to Canada, also not recognised by any of the foreign countries. WILP programs of bits are not even recognised to sit for PhD and NET exams. The industry where they conduct in tie up mode, only in those industries the qualification is recognised such as Lupin, DRL, etc. So once you leave that organisation your degree will not be valid anymore. You can check AICTE website for the same since not approval has been given by AICTE to BITS to run WILP. I can suggest you various post graduation courses for your career, you can write to me on careersafterpharmacy@gmail.com "
166,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is it okay to study an MTech in pharmaceutical operations and management after a BTech in biotechnology as I am going to study under BITS Pilani's work integrated learning program (WILP)?,1,2,1/2,No,Followed,2020-05-11,https://www.quora.com/Is-it-okay-to-study-an-MTech-in-pharmaceutical-operations-and-management-after-a-BTech-in-biotechnology-as-I-am-going-to-study-under-BITS-Pilanis-work-integrated-learning-program-WILP,"I am not sure about MTech in pharmaceutical operations and your aspirations as well. But, suggest to keep the following aspects related to WILP course, which everyone of us concerned about. Please check whether this course is approved by UGC or AICTE to conduct it as WILPIf not approved by either of the above, then you need to decide on the validity of the degree thus obtained by spending few lakhsIn case, your aim is to gain some knowledge and alumni status from a premier institute, you can do it always."
167,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is completing business analytics in BITS Pilani (WILP) worthy? Is this certification considered in hierarchy change?,3,1,3/1,No,Followed,2020-05-10,https://www.quora.com/Is-completing-business-analytics-in-BITS-Pilani-WILP-worthy-Is-this-certification-considered-in-hierarchy-change,It depends upon your organization as some organisations value it and many not. 
168,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Why is BITS Pilani always compared to IIT?,9,2,9/2,Yes,Followed,2020-05-10,https://www.quora.com/Why-is-BITS-Pilani-always-compared-to-IIT,"Short Answer: Because they are worth comparing. Long Answer: In most of the situations, An Aspirant is forced to choose between a Non-Core Branch at Old IITs and CS/Core Branch at BITS. Therefore , due to obvious reasons , these colleges are always compared. These are the Oldest and Most Prestigious Engineering Colleges of the Country.They are similar in many aspects but also Unique in their own way. Aspirants ponder whether it is viable to leave the IIT Tag for a better branch at BITS. "
169,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Why is BITS Pilani always compared to IIT?,9,2,9/2,Yes,Followed,2020-05-10,https://www.quora.com/Why-is-BITS-Pilani-always-compared-to-IIT,"Probably because they are quite old and selection percentage is very very low. Not sure though why the comparison exists. There are already a lot of answers doing the comparisons on objective grounds. Subjectively , one just cannot. "
170,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can one complete his B.E. from BITS Pilani (any campus) within 11-12 Lakhs with MCN Scholarship in both cases (when CGPA> 8.5 and when CGPA<8.5)?,3,3,3/3,No,Followed,2020-05-08,https://www.quora.com/Can-one-complete-his-B-E-from-BITS-Pilani-any-campus-within-11-12-Lakhs-with-MCN-Scholarship-in-both-cases-when-CGPA-8-5-and-when-CGPA-8-5,"Not in the cgpa<8.5 case, also you need a little more than 8.5 say in the range 9–9.5 to complete your B.E. in the said range of fees. There are people over here who do that. It is also possible to complete B.E. just in under 6 lakhs, i don't personally know anyone in my campus who did that but i assure you it is very much possible if you really want to do it. "
171,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can one complete his B.E. from BITS Pilani (any campus) within 11-12 Lakhs with MCN Scholarship in both cases (when CGPA> 8.5 and when CGPA<8.5)?,3,3,3/3,No,Followed,2020-05-08,https://www.quora.com/Can-one-complete-his-B-E-from-BITS-Pilani-any-campus-within-11-12-Lakhs-with-MCN-Scholarship-in-both-cases-when-CGPA-8-5-and-when-CGPA-8-5,"Yes, if you have CGPA of more than 8.5 then 80% of your tuition fee will be refunded that implies around 1,30,000 per semester. So, total scholarship in all 4 years amounts to 10 lakhs. So, you can complete your B.E in 8–10 lakhs. If your CGPA is in between 7.5–8.5 , 40% of tuition fee is refunded. So, 70,000 per semester is the scholarship per semester. So, calculate accordingly. Thank You..!!! "
172,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,How can the administration at BITS Pilani be so greedy and ignorant with the fee structure of PS-1? The idea to charge 60k for a 6-week project-based online internship is so dumb.,8,1,8/1,Yes,Followed,2020-05-12,https://www.quora.com/How-can-the-administration-at-BITS-Pilani-be-so-greedy-and-ignorant-with-the-fee-structure-of-PS-1-The-idea-to-charge-60k-for-a-6-week-project-based-online-internship-is-so-dumb,"How can the administration at BITS Pilani be so greedy and ignorant with the fee structure of PS-1? The idea to charge 60k for a 6-week project-based online internship is so dumb. Some training institutes overcharge students; you do not have to choose those training institutes, choose another institute Just take into considerations that you can learn a lot of SAP ERP for free because there are a lot of SAP training videos in you-tube and in the public internet domain After reviewing the free materials, you need access to IDES or SAP Learning Hub for practice. Check with some friends who know SAP consultants for access to IDES or SAP Learning Hub You cannot be expert in all SAP module, choose the suitable module according to the following info: The best functional consultants for Financial and Controlling FI/CO, SD Sales and Distribution, are the graduates of Accounting Engineering Graduates and Accountants are good candidates for PS (Project System) and Logistics Materials Management like Purchasing, Inventory Management Engineering Graduates are good candidates for PM (Plant Maintenance), QM Quality Management, PP Production Planning, CS Customer Service There are many job titles for the developers (ABAP/Webdynpro/UI5/Fiori,etc.) And many job titles for System Administrators, Authorizations, Basis Consultants The following links might help: https://community.sap.com/ https://answers.sap.com/index.html https://www.guru99.com/ https://searchsap.techtarget.com/ https://community.sap.com/resources/questions-and-answers https://help.sap.com/viewer/index https://answers.sap.com/index.html https://community.sap.com/ https://developers.sap.com/tutorials/community-qa.html https://help.sap.com/viewer/index https://books.google.ae/books?id=-2YEZzGDiXMC&pg=PR9&lpg=PR9&dq=sap+answers+and+questions&source=bl&ots=1S4SfVnPGe&sig=ACfU3U3dBDRJQDzSsUIvV6_CQeLJKmEuqg&hl=ar&sa=X&ved=2ahUKEwj2y96RjbDoAhWiCWMBHR_6DFs4FBDoATAEegQICRAB#v=onepage&q=sap%20answers%20and%20questions&f=false https://www.stechies.com/interview-questions/ https://www.newsaperp.com/en/blog-sapmm-sap-mm-interview-questions https://www.erpprep.com/article/sap-fi-certification-sample-questions-and-answers-set-1 https://www.saphub.com/category/sap-interview-questions-and-answers/ https://books.google.ae/books?id=IwEDBZHW6WcC&pg=PR2&lpg=PR2&dq=sap+answers+and+questions&source=bl&ots=VyLTgaeP6i&sig=ACfU3U00d-BlVND66CAx9uTrEAmEyyIxSA&hl=ar&sa=X&ved=2ahUKEwj2y96RjbDoAhWiCWMBHR_6DFs4FBDoATAFegQIChAB#v=onepage&q=sap%20answers%20and%20questions&f=false https://learning.naukri.com/articles/top-sap-security-interview-questions-answers/ https://www.washingtonfrank.com/blog/erp-interview-questions/ "
173,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,How is a 10 pointer student’s life at BITS Pilani? How do other students treat him?,3,1,3/1,No,Followed,2020-05-05,https://www.quora.com/How-is-a-10-pointer-student-s-life-at-BITS-Pilani-How-do-other-students-treat-him,"Just like any other student because everyone knows any other student or he/she himself/herself can get there by putting in the same efforts, since the university curriculum is not tough. Sure it may be gruelling but not tough. Your JEE prep has already prepared you for the worst of college exams in the best possible way. And again , I repeat it isn't at the JEE level in “any” university, it is much easier if not lengthier. Also most students want placements in specially IT and finance domains , and companies dont want a high CGPA guy since they know they ll probably take up higher studies after few years of job. I know many friends of mine who literally cried after being a 10 pointer after companies rejected them blatantly for this reason. Some had to deliberately perform badly in order to reduce their CGPA before placements. Believe me at Bits Pilani , for which I can talk about, if all students started putting equal efforts , all will get tending to full even if teachers set hard papers and differentiating into different categories of GPA would become extremely hard for the institute. But everyone has a life in which they want to do and explore some things. So everyone enjoys their college life and no one wants to make it JEE part 2 . And yes , no special treatment for 10 pointer or anyone, because at BITS everyone is special in some way, take my word for it. "
174,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Will the BITSAT be tougher due to the corona outbreak?,8,1,8/1,Yes,Followed,2020-05-05,https://www.quora.com/Will-the-BITSAT-be-tougher-due-to-the-corona-outbreak,"Thanks for A2A!! Honestly, the corona outbreak is not a best reason for making paper tougher. I think you should worry less on what level of paper would be since it is outside your control. Better, focus on your preparations and be ready to face any challenges. On contrary, if paper becomes tougher, it will be common for all and you will see it's effects in cut offs. Hope that helps!! All the best and Stay Safe! "
175,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better for CSE, BITS Pilani or VIT Vellore despite the NIRF rankings?",1,9,1/9,No,Followed,2020-04-30,https://www.quora.com/Which-is-better-for-CSE-BITS-Pilani-or-VIT-Vellore-despite-the-NIRF-rankings,"There are a couple of answers here, which bash VIT in favour of BITS. I only wish to communicate a relatively neutral perspective- something that Indians on a whole lack by nature. Your question is based on NIRF rankings. I did not even try to see what those rankings are for a very simple reason. I look at the source of those rankings, I see its the MHRD, a government organisation. Now I am aware of the general hatred and dissent among the government regarding BITS Pilani. To keep it short and simple, BITS and the government do not see eye to eye. BITS Pilani is like your ‘bad’ child that you w Continue ReadingThere are a couple of answers here, which bash VIT in favour of BITS. I only wish to communicate a relatively neutral perspective- something that Indians on a whole lack by nature. Your question is based on NIRF rankings. I did not even try to see what those rankings are for a very simple reason. I look at the source of those rankings, I see its the MHRD, a government organisation. Now I am aware of the general hatred and dissent among the government regarding BITS Pilani. To keep it short and simple, BITS and the government do not see eye to eye. BITS Pilani is like your ‘bad’ child that you want to disown- because he grew up without your love and care, burning in the Sun (quite literally, damn Pilani heat!) to be a strong independent individual, thriving as good as or even better than some of your other kids who grew up under your warm shadow. Now you have to remember no matter what, you will always favour your ‘other’ kids. Especially since the black diamond (I do not want to call my college bad child again and again) still does not listen to you, and thrives by his own rules. Every couple of years, we get to hear stories that UGC has put something or other on hold, sent a notice to BITS regarding this or that. That is how it is. Then there is another factor, which is built into the core of India, corruption. Now I am not saying that XYZ bribed them while MNO did not, but it is fairly certain that one of the institutions here has a history of not giving a damn about politics and such rankings on a broader viewpoint, while the other desperately strategises for it (which is in no way to offend anyone- it’s just good promotion). Bottom line: If you are up for a super environment, where each person has reached by his own hard work and not because his great^1–25 grandparents were treated like shit by some shittier people(cough-: reservation), and you want to be challenged- challenged to get sponsors for your annual fest, eat challenging food, create challenging time table, and get selected through a challenging exam, (I mean okay, I promised not to say anything bad about other colleges but what’s the point of having an examination that only has syllabus till 11th duh? it’s like saying f you, you studied last one year for nothing dog!) then BITS Pilani is for you! Rest is just to instigate an endless inconclusive spat between the students and alumni of two good institutions, named BITS and VIT. And about BITS, in the end, It’s Magic… People: please feel free to comment with good justifiable arguments, any trash talk about either institution will be reported! Unless Quora deletes my answer for flouting some or other “be good be…whatever” first! "
176,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better for CSE, BITS Pilani or VIT Vellore despite the NIRF rankings?",1,9,1/9,No,Followed,2020-04-30,https://www.quora.com/Which-is-better-for-CSE-BITS-Pilani-or-VIT-Vellore-despite-the-NIRF-rankings,"Disclaimer: This is my opinion, with what I've learnt from others. Rest is upto you. To be honest, CSE is a course you learn most by yourself. Being a Bitsian, I can say that most people starts programming from 1st or 2nd year only. And many of them rely on sources which has nothing to do with their college. So this applies to everywhere. Now let’s come to what matters from the college. It's the peer group. You may not feel motivated to do stuff by yourself. It happens a lot. You get the point… you need guidance. Can't comment for VIT, but for BITS, programming culture is not that great as some I Continue ReadingDisclaimer: This is my opinion, with what I've learnt from others. Rest is upto you. To be honest, CSE is a course you learn most by yourself. Being a Bitsian, I can say that most people starts programming from 1st or 2nd year only. And many of them rely on sources which has nothing to do with their college. So this applies to everywhere. Now let’s come to what matters from the college. It's the peer group. You may not feel motivated to do stuff by yourself. It happens a lot. You get the point… you need guidance. Can't comment for VIT, but for BITS, programming culture is not that great as some IITs or IIITs. Although, imo our college is working on that, since they've been promoting/conducting hackathons and all… so you see… At the end, good offers will come to both the college. If you are good, you'll be placed. After that, no one's gonna care about your degree. Although, note that there may be few plus minus from both sides, like VIT may have higher competition due to high population than BITS (that's one sided), that may matter to you during placements. Lastly, if you talk about the reputation of the degrees, it won't matter much if you get placed well. Not saying that it is not useful. A tag is a tag. Maybe BITS have an edge there (?). "
177,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better for CSE, BITS Pilani or VIT Vellore despite the NIRF rankings?",1,9,1/9,No,Followed,2020-04-30,https://www.quora.com/Which-is-better-for-CSE-BITS-Pilani-or-VIT-Vellore-despite-the-NIRF-rankings,"BITS Pilani without a second thought. The academic curriculum and the way of learning in BITS is quite unique. Also, BITS assures you to study along with some of the top brains in the country. In VIT, you see a mixed culture due to their enormous strength. Let's understand about the NIRF rankings in detail.   Teaching Learching and Resources: In this segment, we have a great edge over them. The infrastructure and the facilities provided are way better in BITS Pilani. It primarily considers the qualification of professors, lab facilities, inventory availability, extra curricular activities etc.ReseaContinue ReadingBITS Pilani without a second thought. The academic curriculum and the way of learning in BITS is quite unique. Also, BITS assures you to study along with some of the top brains in the country. In VIT, you see a mixed culture due to their enormous strength. Let's understand about the NIRF rankings in detail.   Teaching Learching and Resources: In this segment, we have a great edge over them. The infrastructure and the facilities provided are way better in BITS Pilani. It primarily considers the qualification of professors, lab facilities, inventory availability, extra curricular activities etc.Research and Professional Practice : We will discuss this below.Graduation Outcome : In this segment also we are ahead. This is based on the overall graduation percentage. And also, average number of Ph.d students graduating.Outreach and Inclusivity : This is pretty low for either of the institutions because of no reservation policy. This segment focuses on the percentage girl students, percentage of backward classes, percentage of students from other states. We have some edge here because of the foreign students and also due to students from different states.Perception : This is decided on two things - First is the Application to seat ratio. It depends on Number of students applied to a specific course and number of students who offered that course. Second, is the rating which is by Govt funding agencies, institution heads, HR employers, NGO etc.The only area where great difference occurs is “Research and Professional practice”. This depends highly on the number of research articles published and the amount of work being done on research. So, due to their huge strength, they are able to work on many projects. For numbers, if we consider strength of a whole batch in BITS Hyderabad that's equal to 1100 including all single degree and dual degree students whereas in VIT, the strength of CS branch alone is around 800 students. That's where we fall behind. Moreover, research is mainly carried out by M.Tech students. So, basically you as a B.Tech student need not consider this. However, VIT is also one of top universities for engineering but when compared with BITS Pilani it falls behind. PS : If you look at QS world ranking of universities, you cannot find VIT anywhere in top 25. Please correct me if there are any mistakes Thank You..!!! "
178,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better for CSE, BITS Pilani or VIT Vellore despite the NIRF rankings?",1,9,1/9,No,Followed,2020-04-30,https://www.quora.com/Which-is-better-for-CSE-BITS-Pilani-or-VIT-Vellore-despite-the-NIRF-rankings,"Thanks for A2A Sandeep Muthu. Computer science & engineering has been the most sought after course and offers good career opportunities and remuneration. Almost all industries have job profiles for computer engineers hence the increasing demand for CSE is justified. You can see from my credentials that I’m an alumnus of BITS Pilani. Had interacted with many CSE students at Bachelors and masters level in BITS Pilani, so would try to give a relevant answer. Any institute’s industry or academic reputation depends on the quality of the students getting in through the admission entrance exam.(BITS PilContinue ReadingThanks for A2A Sandeep Muthu. Computer science & engineering has been the most sought after course and offers good career opportunities and remuneration. Almost all industries have job profiles for computer engineers hence the increasing demand for CSE is justified. You can see from my credentials that I’m an alumnus of BITS Pilani. Had interacted with many CSE students at Bachelors and masters level in BITS Pilani, so would try to give a relevant answer. Any institute’s industry or academic reputation depends on the quality of the students getting in through the admission entrance exam.(BITS Pilani takes students only based on BITSAT marks or if you’re the top in your respective board in 12th exam)Once you are in the smartest peer group(no reservation, no donation, ONLY PURE MERIT), you have a healthy competition and diverse group where you have a ready to help expert in anything you want to learn. Many opportunities with clubs, workshops, better exposure etc to learn and grow.I’d prefer BITS Pilani CSE over VIT Vellore CSE as it is better in terms of opportunities, exposure, excellent peer group and an amazing alumni base. "
179,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better for CSE, BITS Pilani or VIT Vellore despite the NIRF rankings?",1,9,1/9,No,Followed,2020-04-30,https://www.quora.com/Which-is-better-for-CSE-BITS-Pilani-or-VIT-Vellore-despite-the-NIRF-rankings,Well… that's really.. very tough question oh.. is it ? Lamo I'm just kidding buddy ;-) Despite of their NIRF Rankings CSE at BITS pilani is better than CSE at VIT Vellore Since I have friends studying at both VIT and BITS although those guys arent from CSE department They have shared their expreicend with me about their college and their friends in their college from various branches … CSE at VIT Vellore : As VIT offers a quality of education but you may find much competitive environment there .. and also you don't get much salary pacakges at VIT compared to that of BITS Now at BITS : Though it als Continue ReadingWell… that's really.. very tough question oh.. is it ? Lamo I'm just kidding buddy ;-) Despite of their NIRF Rankings CSE at BITS pilani is better than CSE at VIT Vellore Since I have friends studying at both VIT and BITS although those guys arent from CSE department They have shared their expreicend with me about their college and their friends in their college from various branches … CSE at VIT Vellore : As VIT offers a quality of education but you may find much competitive environment there .. and also you don't get much salary pacakges at VIT compared to that of BITS Now at BITS : Though it also has some competitive environment .. irrespective of your grades .. as getting CGPA in BITS is much tougher than VIT you may get placed with higher salary pacakge in a MNC company … which is a good sign of progress So.. kiddo prepare well for BITSAT exam and crack it and become a Bitsian.. All the best buddy;-) 
180,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better for CSE, BITS Pilani or VIT Vellore despite the NIRF rankings?",1,9,1/9,No,Followed,2020-04-30,https://www.quora.com/Which-is-better-for-CSE-BITS-Pilani-or-VIT-Vellore-despite-the-NIRF-rankings,"Please don't go by the NIRF Ranking . CSE at BITS Pilani >>> CSE at VIT Even , CSE at BITS G and BITS H >> CSE at VIT . Ranking of top private colleges (CSE / IT) are as following : IIIT HyderabadBITS PilaniBITS GoaBITS HyderabadBIT MesraDAIICTVITThaparSRMNote : IIIT H and BITS Pilani CS are at par with top 5 IITs. "
181,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better for CSE, BITS Pilani or VIT Vellore despite the NIRF rankings?",1,9,1/9,No,Followed,2020-04-30,https://www.quora.com/Which-is-better-for-CSE-BITS-Pilani-or-VIT-Vellore-despite-the-NIRF-rankings,"Heyy, I think it's not even a fair question. Its BITS Pilani ofcourse. BITs stands next to top IITs and NITs. VIT is also amazing but you can't compare these two for CSE. "
182,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better for CSE, BITS Pilani or VIT Vellore despite the NIRF rankings?",1,9,1/9,No,Followed,2020-04-30,https://www.quora.com/Which-is-better-for-CSE-BITS-Pilani-or-VIT-Vellore-despite-the-NIRF-rankings,"BITS Pilani. Do not worry about rankings. They consider different criteria. As per NIRF. VIT is ranked higher than many good IITs. IIIT is not in the list. DTU, NITs all are ranked below which is not the reality. So dont worry about these rankings. "
