,text,username,tweet_id,timestamp,hashtags,screen_name,retweets,likes,uni_handle,compound,Sentiment,score
12,Our Ph.D. student Mr. Shyam S.M. has been selected for the prestigious Prime Minister's doctoral fellowship offered jointly by SERB and FICCI. Shyam joined IIITB in August 2018 to pursue Ph.D. full time  under the supervision of Prof. Srinivas Vivek. #IIITB #IIITB10100pic.twitter.com/Vszzqr98s3,IIIT Bangalore,1209094761589592064,2019-12-23 12:53:49,"['IIITB', 'IIITB10100pic']",IIITB_official,5,12,1.0,0.0,Neutral,3
13,AgroBlock wishes Kisan Diwas to all the farmers who are the backbone of this country. Lets work together bringing change in this sector. #kisandiwas #farmersday #agritech #blockchaintraceability #iiitb #ccamp @RadioStud_io @IoTracX @shyampurkpic.twitter.com/rfkadiNoaV,Agroblock,1209072927921958912,2019-12-23 11:27:04,"['kisandiwas', 'farmersday', 'agritech', 'blockchaintraceability', 'iiitb', 'ccamp']",agroblock_io,0,4,,0.1531,Positive,3
14,Superb #Kohli #kohlidecadehttps://twitter.com/SeerviBharath/status/1208832913782894592 …,Harsh Dubey,1209069978479030272,2019-12-23 11:15:20,"['Kohli', 'kohlidecadehttps']",harsh_iiitb,0,0,,0.6249,Positive,5
15,"Love your work, Veena! You’re the best ... @AndyCoxall @EdHermanufc @cpstudent",Gerard Shanahan,1208283808434274304,2019-12-21 07:11:23,[],gas3040,0,2,,0.8655,Positive,5
16,"Our last #GLE for 2019, in my home City Bangalore, comes to an end after many inspiring stories and equally inspired students. Signing off for the year with a huge smile on my face, in anticipation of an equally exciting 2020.#GLELeaders @kingsbschool @IIITB_official @Deepakdjspic.twitter.com/3uaLHMqvGL",Veena,1208184116614578176,2019-12-21 00:35:15,"['GLE', 'GLELeaders']",veena_haran,0,8,,0.9246,Positive,5
17,But IIITB has 2000 students?,indian,1207827046862331904,2019-12-20 00:56:22,[],mkinthuk,0,0,,0.0,Neutral,3
18,"I didn't enroll, and IIITB is a fair trek. But I want to come if I can get in. How does one?",Nagarjun / നാഗാർജ്ജുൻ,1202876563206762496,2019-12-06 09:04:55,[],citizenkaun,0,0,,0.2732,Positive,4
19,"To Bangalore people, there is this thing called the CITAPP Winter School at IIITB, on Technology and Ethics from 9th to 11th Dec. 

In this winter school I'll be teaching two sessions on AI and ethics on 10th (wherein I will critically interrogate the very idea of ethics as well)",Anupam Guha,1202874168934486016,2019-12-06 08:55:24,[],Anupam_Guha,12,37,,0.2732,Positive,4
20,Which resort?,Harsh Dubey,1201821671000199168,2019-12-03 11:13:09,[],harsh_iiitb,0,0,,0.0,Neutral,3
21,Day 2 of IoTNEXT. Visit AgroBlock for product demo. #iotnext #iiitb #raiseiotquotient #ccamp #agritech @IoTNext @RadioStud_io @shyampurk @Tiwary_ar @Ashokmeda1 @sompalchoudhurypic.twitter.com/z2d5grIslc,Agroblock,1201718412830896128,2019-12-03 04:22:51,"['iotnext', 'iiitb', 'raiseiotquotient', 'ccamp', 'agritech']",agroblock_io,0,2,,0.0,Neutral,3
22,"India now has 1,500 IoT startups: industry outlook and startup showcase at IoTNext 2019 https://yourstory.com/2019/12/iot-india-industry-startups …
#iiitb #ccamp #iotnext #RaiseIoTQuotient
@IoTracX @RadioStud_io @YourStoryCo @MadanRao",Agroblock,1201465137040781312,2019-12-02 11:36:25,"['iiitb', 'ccamp', 'iotnext', 'RaiseIoTQuotient']",agroblock_io,0,1,,0.0,Neutral,3
23,AgroBlock ready for demo @IoTNext Visit us. #iiitb #ccamp #blockchaintraceability #iotnext @shyampurk @RadioStud_io @IoTracX @Tiwary_ar @Ashokmeda1 @sompalchoudhurypic.twitter.com/y5XyCFa7GR,Agroblock,1201355116936187904,2019-12-02 04:19:14,"['iiitb', 'ccamp', 'blockchaintraceability', 'iotnext']",agroblock_io,0,1,,0.3612,Positive,4
24,AgroBlock official foodtech finalist. #agritech #blockchaintraceability #iiitb #ccamp @IoTracX @RadioStud_io @shyampurk @forwardfooding @IIITB_official @CCAMP_Bangalorehttps://twitter.com/forwardfooding/status/1200716118786289666 …,Agroblock,1200764130589757440,2019-11-30 13:10:52,"['agritech', 'blockchaintraceability', 'iiitb', 'ccamp']",agroblock_io,0,2,,0.0,Neutral,3
25,"Sridhar Varadharajan, Preeti Mudliar and Balaji Parthasarathy awarded INR 1,955,800 by the Azim Premji University Research Funding Programme for a study titled ""Online and offline livelihoods - An analysis of the impact of the gig economy on worker participation"".pic.twitter.com/p30S2aGErO",IIIT Bangalore,1200344006435074048,2019-11-29 09:21:27,[],IIITB_official,5,23,1.0,0.4767,Positive,4
26,"AgroBlock, Visit us for product demo at IoTNEXT. 
#agritech # #IoTNext #RaiseIoTQuotient #blockchaintraceability #iiitb #ccamp @IIITB_official @IoTNext @Tiwary_ar @shyampurk @sompalchoudhury @TiEBangalore @nasscom @ravigururaj @IoTracX @RadioStud_iopic.twitter.com/C05uRGNTtY",Agroblock,1200314675784605696,2019-11-29 07:24:54,"['agritech', 'IoTNext', 'RaiseIoTQuotient', 'blockchaintraceability', 'iiitb', 'ccamp']",agroblock_io,2,3,,0.0,Neutral,3
27,"I didn't enroll, and IIITB is a fair trek. But I want to come if I can get in. How does one?",Nagarjun / നാഗാർജ്ജുൻ,1202876563206762496,2019-12-06 09:04:55,[],citizenkaun,0,0,,0.2732,Positive,4
28,"To Bangalore people, there is this thing called the CITAPP Winter School at IIITB, on Technology and Ethics from 9th to 11th Dec. 

In this winter school I'll be teaching two sessions on AI and ethics on 10th (wherein I will critically interrogate the very idea of ethics as well)",Anupam Guha,1202874168934486016,2019-12-06 08:55:24,[],Anupam_Guha,12,37,,0.2732,Positive,4
29,Which resort?,Harsh Dubey,1201821671000199168,2019-12-03 11:13:09,[],harsh_iiitb,0,0,,0.0,Neutral,3
30,Day 2 of IoTNEXT. Visit AgroBlock for product demo. #iotnext #iiitb #raiseiotquotient #ccamp #agritech @IoTNext @RadioStud_io @shyampurk @Tiwary_ar @Ashokmeda1 @sompalchoudhurypic.twitter.com/z2d5grIslc,Agroblock,1201718412830896128,2019-12-03 04:22:51,"['iotnext', 'iiitb', 'raiseiotquotient', 'ccamp', 'agritech']",agroblock_io,0,2,,0.0,Neutral,3
31,"India now has 1,500 IoT startups: industry outlook and startup showcase at IoTNext 2019 https://yourstory.com/2019/12/iot-india-industry-startups …
#iiitb #ccamp #iotnext #RaiseIoTQuotient
@IoTracX @RadioStud_io @YourStoryCo @MadanRao",Agroblock,1201465137040781312,2019-12-02 11:36:25,"['iiitb', 'ccamp', 'iotnext', 'RaiseIoTQuotient']",agroblock_io,0,1,,0.0,Neutral,3
32,AgroBlock ready for demo @IoTNext Visit us. #iiitb #ccamp #blockchaintraceability #iotnext @shyampurk @RadioStud_io @IoTracX @Tiwary_ar @Ashokmeda1 @sompalchoudhurypic.twitter.com/y5XyCFa7GR,Agroblock,1201355116936187904,2019-12-02 04:19:14,"['iiitb', 'ccamp', 'blockchaintraceability', 'iotnext']",agroblock_io,0,1,,0.3612,Positive,4
33,AgroBlock official foodtech finalist. #agritech #blockchaintraceability #iiitb #ccamp @IoTracX @RadioStud_io @shyampurk @forwardfooding @IIITB_official @CCAMP_Bangalorehttps://twitter.com/forwardfooding/status/1200716118786289666 …,Agroblock,1200764130589757440,2019-11-30 13:10:52,"['agritech', 'blockchaintraceability', 'iiitb', 'ccamp']",agroblock_io,0,2,,0.0,Neutral,3
34,"Sridhar Varadharajan, Preeti Mudliar and Balaji Parthasarathy awarded INR 1,955,800 by the Azim Premji University Research Funding Programme for a study titled ""Online and offline livelihoods - An analysis of the impact of the gig economy on worker participation"".pic.twitter.com/p30S2aGErO",IIIT Bangalore,1200344006435074048,2019-11-29 09:21:27,[],IIITB_official,5,23,1.0,0.4767,Positive,4
35,"AgroBlock, Visit us for product demo at IoTNEXT. 
#agritech # #IoTNext #RaiseIoTQuotient #blockchaintraceability #iiitb #ccamp @IIITB_official @IoTNext @Tiwary_ar @shyampurk @sompalchoudhury @TiEBangalore @nasscom @ravigururaj @IoTracX @RadioStud_iopic.twitter.com/C05uRGNTtY",Agroblock,1200314675784605696,2019-11-29 07:24:54,"['agritech', 'IoTNext', 'RaiseIoTQuotient', 'blockchaintraceability', 'iiitb', 'ccamp']",agroblock_io,2,3,,0.0,Neutral,3
36,"#IIITBHOPAL
Strike continue on day 3..
In between huge rain..
#iiitbhopalcrisis #IIITBHOPAL #iiitb
@narendramodi
@ZeeNews
@HRDMinistry
@OfficeOfKNath
@sardanarohit
@AskAnshul
@MPTakOfficial
@ChouhanShivraj",Tanay,1165195337377599488,2019-08-24 09:33:11,"['IIITBHOPAL', 'iiitbhopalcrisis', 'IIITBHOPAL', 'iiitb']",Tanay54170268,44,9,,0.2023,Positive,3
37,"Strike continue on day 3..
In between huge rain..
#iiitbhopalcrisis #IIITBHOPAL #iiitb @narendramodi @ZeeNews @HRDMinistry @OfficeOfKNath @sardanarohit @AskAnshul @MPTakOfficial @ChouhanShivrajpic.twitter.com/3enCkc0npP",Satyendra Maurya,1165188270772248576,2019-08-24 09:05:06,"['iiitbhopalcrisis', 'IIITBHOPAL', 'iiitb']",msatu29,23,11,,0.2023,Positive,3
38,"Honoured to speak on ""Why the recent excitement in AI?"" at the Bangalore on IT series hosted by @IIITB_official. Great crowd and wonderful organization. http://bit.ly/30pLVQw ",Balaraman Ravindran,1164583064330129408,2019-08-22 17:00:14,[],ravi_iitm,0,11,,0.9349,Positive,5
39,"AI is hot, should be handled with care: Dr. Balaraman
IIIT Bangalore organized the second edition of the public lecture series ‘Bangalore on IT’, on August 21 at the campus in electronic city. 
Read more: http://bit.ly/30pLVQw 
#IIITB10100 #IIITBangalore #IIITB #BangaloreOnITpic.twitter.com/bE1k9KpSsz",IIIT Bangalore,1164505812934385664,2019-08-22 11:53:15,"['IIITB10100', 'IIITBangalore', 'IIITB', 'BangaloreOnITpic']",IIITB_official,2,10,1.0,0.4939,Positive,4
40,"Speaker: Prof. Ashish Choudhury, IIIT Bangalore
Title: Fault-Tolerant Distributed Consensus: The Holy Grail Problem of Distributed Computing
Registration link: http://bit.ly/2SQTHjm  (talk is open for all)
..
#IIITB10100 #SamvaadTalkpic.twitter.com/EMF0hLveFe",IIIT Bangalore,1164463621167960064,2019-08-22 09:05:36,"['IIITB10100', 'SamvaadTalkpic']",IIITB_official,0,1,1.0,-0.4019,Negative,2
41,"The first sports event of the academic year!!
 IIITB Badminton Premier League. 
#GameOn
#BPL
#IIITB10100pic.twitter.com/Frt5dR949Z",IIIT Bangalore,1162621639390986240,2019-08-17 07:06:13,"['GameOn', 'BPL', 'IIITB10100pic']",IIITB_official,0,2,1.0,0.0,Neutral,3
42,"May the glory of Independence Day be with us forever. IIITB wishing you a very happy Independence Day.
Let's work for a better environment. 
Save Nature, Save Earth!
http://bit.ly/33vP9UF 
..
#IndependenceDay2019 #HappyIndependenceDay #IIIT10100 #SaveNature #SaveEarth",IIIT Bangalore,1161869416885149696,2019-08-15 05:17:10,"['IndependenceDay2019', 'HappyIndependenceDay', 'IIIT10100', 'SaveNature', 'SaveEarth']",IIITB_official,0,1,1.0,0.9583,Positive,5
43,"Freedom in the mind,
 Faith in the words, 
Pride in our souls....
Wishing you all a very Happy Independence Day!!!
#HappyIndependenceDay #IndependenceDay #IndependenceDay2019
#IIITB10100pic.twitter.com/leAVtdL1u1",IIIT Bangalore,1161866195798122496,2019-08-15 05:04:22,"['HappyIndependenceDay', 'IndependenceDay', 'IndependenceDay2019', 'IIITB10100pic']",IIITB_official,0,9,1.0,0.9448,Positive,5
44,"Today is the 72nd #IndianIndependenceDay. We wish all the Indian faculty members at MIIT a very #HappyIndependenceDay! (1/2)

@IndiainMyanmar @AmbSaurabhKumar @myanmar_moi @IIITB_official @krvs_raja",MIIT Mandalay,1161837747994165248,2019-08-15 03:11:19,"['IndianIndependenceDay', 'HappyIndependenceDay']",MIIT_Mandalay,3,8,,0.4574,Positive,4
45,"#CheveningScholarship is for future leaders with passion, ideas & influence to shape the world for a better future. Apply now to become a .@cheveningfco scholar. We welcome students of @IIM_Bangalore @iiscbangalore @RRI_Bangalore @IIITB_official @ChristBangalore to apply!pic.twitter.com/tjtmXQFEKf",UK in Bengaluru 🇬🇧 🇮🇳,1161588510282911744,2019-08-14 10:40:56,['CheveningScholarship'],UKinBengaluru,11,22,,0.8478,Positive,5
46,"The second edition of BANGalore on IT (a public lecture series) will be held on August 21, 2019.
Registrations are free and open for all: http://bit.ly/2KGPawe 
For details: https://www.iiitb.ac.in/event_inner.php?id=322 …
..
#IIITB10100 #BangaloreonIT #PublicLecture #LectureSeriespic.twitter.com/H8Ua0Zs90t",IIIT Bangalore,1161553244314832896,2019-08-14 08:20:48,"['IIITB10100', 'BangaloreonIT', 'PublicLecture', 'LectureSeriespic']",IIITB_official,0,1,1.0,0.5106,Positive,4
47,"#IIITBHOPAL
Strike continue on day 3..
In between huge rain..
#iiitbhopalcrisis #IIITBHOPAL #iiitb
@narendramodi
@ZeeNews
@HRDMinistry
@OfficeOfKNath
@sardanarohit
@AskAnshul
@MPTakOfficial
@ChouhanShivraj",Tanay,1165195337377599488,2019-08-24 09:33:11,"['IIITBHOPAL', 'iiitbhopalcrisis', 'IIITBHOPAL', 'iiitb']",Tanay54170268,44,9,,0.2023,Positive,3
48,"Strike continue on day 3..
In between huge rain..
#iiitbhopalcrisis #IIITBHOPAL #iiitb @narendramodi @ZeeNews @HRDMinistry @OfficeOfKNath @sardanarohit @AskAnshul @MPTakOfficial @ChouhanShivrajpic.twitter.com/3enCkc0npP",Satyendra Maurya,1165188270772248576,2019-08-24 09:05:06,"['iiitbhopalcrisis', 'IIITBHOPAL', 'iiitb']",msatu29,23,11,,0.2023,Positive,3
49,"Honoured to speak on ""Why the recent excitement in AI?"" at the Bangalore on IT series hosted by @IIITB_official. Great crowd and wonderful organization. http://bit.ly/30pLVQw ",Balaraman Ravindran,1164583064330129408,2019-08-22 17:00:14,[],ravi_iitm,0,11,,0.9349,Positive,5
50,"AI is hot, should be handled with care: Dr. Balaraman
IIIT Bangalore organized the second edition of the public lecture series ‘Bangalore on IT’, on August 21 at the campus in electronic city. 
Read more: http://bit.ly/30pLVQw 
#IIITB10100 #IIITBangalore #IIITB #BangaloreOnITpic.twitter.com/bE1k9KpSsz",IIIT Bangalore,1164505812934385664,2019-08-22 11:53:15,"['IIITB10100', 'IIITBangalore', 'IIITB', 'BangaloreOnITpic']",IIITB_official,2,10,1.0,0.4939,Positive,4
51,"Speaker: Prof. Ashish Choudhury, IIIT Bangalore
Title: Fault-Tolerant Distributed Consensus: The Holy Grail Problem of Distributed Computing
Registration link: http://bit.ly/2SQTHjm  (talk is open for all)
..
#IIITB10100 #SamvaadTalkpic.twitter.com/EMF0hLveFe",IIIT Bangalore,1164463621167960064,2019-08-22 09:05:36,"['IIITB10100', 'SamvaadTalkpic']",IIITB_official,0,1,1.0,-0.4019,Negative,2
52,"The first sports event of the academic year!!
 IIITB Badminton Premier League. 
#GameOn
#BPL
#IIITB10100pic.twitter.com/Frt5dR949Z",IIIT Bangalore,1162621639390986240,2019-08-17 07:06:13,"['GameOn', 'BPL', 'IIITB10100pic']",IIITB_official,0,2,1.0,0.0,Neutral,3
53,"May the glory of Independence Day be with us forever. IIITB wishing you a very happy Independence Day.
Let's work for a better environment. 
Save Nature, Save Earth!
http://bit.ly/33vP9UF 
..
#IndependenceDay2019 #HappyIndependenceDay #IIIT10100 #SaveNature #SaveEarth",IIIT Bangalore,1161869416885149696,2019-08-15 05:17:10,"['IndependenceDay2019', 'HappyIndependenceDay', 'IIIT10100', 'SaveNature', 'SaveEarth']",IIITB_official,0,1,1.0,0.9583,Positive,5
54,"Freedom in the mind,
 Faith in the words, 
Pride in our souls....
Wishing you all a very Happy Independence Day!!!
#HappyIndependenceDay #IndependenceDay #IndependenceDay2019
#IIITB10100pic.twitter.com/leAVtdL1u1",IIIT Bangalore,1161866195798122496,2019-08-15 05:04:22,"['HappyIndependenceDay', 'IndependenceDay', 'IndependenceDay2019', 'IIITB10100pic']",IIITB_official,0,9,1.0,0.9448,Positive,5
55,"Today is the 72nd #IndianIndependenceDay. We wish all the Indian faculty members at MIIT a very #HappyIndependenceDay! (1/2)

@IndiainMyanmar @AmbSaurabhKumar @myanmar_moi @IIITB_official @krvs_raja",MIIT Mandalay,1161837747994165248,2019-08-15 03:11:19,"['IndianIndependenceDay', 'HappyIndependenceDay']",MIIT_Mandalay,3,8,,0.4574,Positive,4
56,"#CheveningScholarship is for future leaders with passion, ideas & influence to shape the world for a better future. Apply now to become a .@cheveningfco scholar. We welcome students of @IIM_Bangalore @iiscbangalore @RRI_Bangalore @IIITB_official @ChristBangalore to apply!pic.twitter.com/tjtmXQFEKf",UK in Bengaluru 🇬🇧 🇮🇳,1161588510282911744,2019-08-14 10:40:56,['CheveningScholarship'],UKinBengaluru,11,22,,0.8478,Positive,5
57,"The second edition of BANGalore on IT (a public lecture series) will be held on August 21, 2019.
Registrations are free and open for all: http://bit.ly/2KGPawe 
For details: https://www.iiitb.ac.in/event_inner.php?id=322 …
..
#IIITB10100 #BangaloreonIT #PublicLecture #LectureSeriespic.twitter.com/H8Ua0Zs90t",IIIT Bangalore,1161553244314832896,2019-08-14 08:20:48,"['IIITB10100', 'BangaloreonIT', 'PublicLecture', 'LectureSeriespic']",IIITB_official,0,1,1.0,0.5106,Positive,4
58,"Python For Everybody Exploring Data In Python 3 by @drchuck
https://www.shroffpublishers.com/books/9789352136278/ …
@iitbombay @iitmadras @IIITfriends @IIITB_official @XLRIJamshedpur @JBIMS @IIMAhmedabad @techgigdotcom @techreview @AnalyticsHacker #Python #DataScience #DataAnalyticspic.twitter.com/h7JxoTgEbz",Shroff Publishers,1160794523246575616,2019-08-12 06:05:55,"['Python', 'DataScience', 'DataAnalyticspic']",shroffpub,2,1,,0.0,Neutral,3
59,"Warm wishes on the occasion of Eid-ul-Adha to you and your family!
#eidmubarak #eiduladha #eid #eidadhamubarakpic.twitter.com/Ny2HHNGtXO",IIIT Bangalore,1160764043407196160,2019-08-12 04:04:48,"['eidmubarak', 'eiduladha', 'eid', 'eidadhamubarakpic']",IIITB_official,0,0,1.0,0.4199,Positive,4
60,"Bengaluru hosts premier science institutions and Karnataka is at the forefront of #research & #innovation collaboration with the UK. 

.@iiscbangalore @NCBS_Bangalore @CCAMP_Bangalore @IIITB_official @RRI_Bangalore @jncasr @Taslimarif
#GREATforCollaborationhttps://twitter.com/UKinIndia/status/1159858951124426753 …",UK in Bengaluru 🇬🇧 🇮🇳,1160076378408194048,2019-08-10 06:32:16,"['research', 'innovation', 'GREATforCollaborationhttps']",UKinBengaluru,2,8,,0.3818,Positive,4
61,"Come check out BirthVenue's latest blog on ""Why India needs to up its game in Blockchain.""

@birthvenue @Cointelegraph @coindesk @timesofindia @FT @BiIndia @technology @markets @IBMBlockchain @PESUniversity @ecell_iitb @IIM_Bangalore @IIITB_official
https://medium.com/blockchain-for-everyone/why-india-needs-to-up-its-game-in-blockchain-4c11f1389bca?sk=2c0a59d3ffb671528605a631b0caee75 …",Birthvenue,1159806743007809536,2019-08-09 12:40:50,[],birthvenue,0,0,,0.0,Neutral,3
62,"Speaker: Prof. Srinivas Vivek, IIITB
Registration link: http://bit.ly/2SQTHjm  (talk is open for all)
For more details: https://www.iiitb.ac.in/event_inner.php?id=320 …
...
#IIITB10100 #SamvaadTalk #WeeklySeries #Researchpic.twitter.com/9K9slqOaOa",IIIT Bangalore,1159676901759184896,2019-08-09 04:04:53,"['IIITB10100', 'SamvaadTalk', 'WeeklySeries', 'Researchpic']",IIITB_official,0,2,1.0,0.0,Neutral,3
63,"Get ready for the 2nd edition of BANGalore on IT (a public lecture series). 
Coming soon...
..
#IIITB10100 #BangaloreonIT #publiclecture #lectureseriespic.twitter.com/KtuhDbGb2i",IIIT Bangalore,1159048253372952576,2019-08-07 10:26:52,"['IIITB10100', 'BangaloreonIT', 'publiclecture', 'lectureseriespic']",IIITB_official,1,5,1.0,0.3612,Positive,4
64,"A brief introduction to our #Robotics Lab: https://www.youtube.com/watch?v=2ucbbWUFaD0 …

The lab has been set up with support from @MEAIndia and features state-of-the-art equipment. If you need a tour, let us know!

@IndiainMyanmar @cgimandalay @myanmar_moi @krvs_raja @IIITB_official",MIIT Mandalay,1158659043897929728,2019-08-06 08:40:17,['Robotics'],MIIT_Mandalay,6,9,,0.4574,Positive,4
65,"IIITB has developed a technology that boosts Science education for visually impaired students.

Read the news published by @timesofindia here: http://toi.in/y21Heb/a33gj 
..
#IIITB10100 #VisuallyImpaired #Science",IIIT Bangalore,1158639216592482304,2019-08-06 07:21:30,"['IIITB10100', 'VisuallyImpaired', 'Science']",IIITB_official,2,6,1.0,0.3182,Positive,4
66,Follow back,i love u s...f ansari,1158291005147250688,2019-08-05 08:17:50,[],sonualamansari,0,0,,0.0,Neutral,3
67,Our college (IIITB)Professor and seniors  free patented this in 2006. https://patents.google.com/patent/US20080197569A1/en …  Interestingly in inverse chess the state space gets much larger!,Harshit Joshi,1157711104656596992,2019-08-03 17:53:31,[],hrjoshi28,0,2,,0.7424,Positive,5
68,"Python For Everybody Exploring Data In Python 3 by @drchuck
https://www.shroffpublishers.com/books/9789352136278/ …
@iitbombay @iitmadras @IIITfriends @IIITB_official @XLRIJamshedpur @JBIMS @IIMAhmedabad @techgigdotcom @techreview @AnalyticsHacker #Python #DataScience #DataAnalyticspic.twitter.com/h7JxoTgEbz",Shroff Publishers,1160794523246575616,2019-08-12 06:05:55,"['Python', 'DataScience', 'DataAnalyticspic']",shroffpub,2,1,,0.0,Neutral,3
69,"Warm wishes on the occasion of Eid-ul-Adha to you and your family!
#eidmubarak #eiduladha #eid #eidadhamubarakpic.twitter.com/Ny2HHNGtXO",IIIT Bangalore,1160764043407196160,2019-08-12 04:04:48,"['eidmubarak', 'eiduladha', 'eid', 'eidadhamubarakpic']",IIITB_official,0,0,1.0,0.4199,Positive,4
70,"Bengaluru hosts premier science institutions and Karnataka is at the forefront of #research & #innovation collaboration with the UK. 

.@iiscbangalore @NCBS_Bangalore @CCAMP_Bangalore @IIITB_official @RRI_Bangalore @jncasr @Taslimarif
#GREATforCollaborationhttps://twitter.com/UKinIndia/status/1159858951124426753 …",UK in Bengaluru 🇬🇧 🇮🇳,1160076378408194048,2019-08-10 06:32:16,"['research', 'innovation', 'GREATforCollaborationhttps']",UKinBengaluru,2,8,,0.3818,Positive,4
71,"Come check out BirthVenue's latest blog on ""Why India needs to up its game in Blockchain.""

@birthvenue @Cointelegraph @coindesk @timesofindia @FT @BiIndia @technology @markets @IBMBlockchain @PESUniversity @ecell_iitb @IIM_Bangalore @IIITB_official
https://medium.com/blockchain-for-everyone/why-india-needs-to-up-its-game-in-blockchain-4c11f1389bca?sk=2c0a59d3ffb671528605a631b0caee75 …",Birthvenue,1159806743007809536,2019-08-09 12:40:50,[],birthvenue,0,0,,0.0,Neutral,3
