,text,username,tweet_id,timestamp,hashtags,screen_name,retweets,likes,uni_handle,compound,Sentiment,score,retweets_n,likes_n,engagement_score,clean_tweets,tweet_tokens,pos,nouns,irrelevance,engagement,sentiment_score
10," @aravind12709534 help him
amrita school of engineering
is this better??",G!R! Яamki,1249736959032840192,2020-04-13 16:31:24,[],giri_prasadh_r,0.0,0.0,,0.7532,Positive,5,0.0,0.0,0.0,@aravind12709534 help him Amrita School of Engineering Is this better??,"['aravind12709534', 'help', 'amrita', 'school', 'engineering', 'better']","[('aravind12709534', 'NN'), ('help', 'NN'), ('amrita', 'VB'), ('school', 'NN'), ('engineering', 'NN'), ('better', 'RBR')]","['aravind12709534', 'help', 'school', 'engineering']",0,0,5
11," @aravind12709534 help him
amrita school of engineering
is this better??",G!R! Яamki,1249736959032840192,2020-04-13 16:31:24,[],giri_prasadh_r,0.0,0.0,,0.7532,Positive,5,0.0,0.0,0.0,@aravind12709534 help him Amrita School of Engineering Is this better??,"['aravind12709534', 'help', 'amrita', 'school', 'engineering', 'better']","[('aravind12709534', 'NN'), ('help', 'NN'), ('amrita', 'VB'), ('school', 'NN'), ('engineering', 'NN'), ('better', 'RBR')]","['aravind12709534', 'help', 'school', 'engineering']",0,0,5
12,"with a holistic approach, we at amrita school of engineering, bengaluru aim at imparting global knowledge as well as instil virtues, right attitude and approach to help our students in leading a fulfilling and balanced life.

admissions open: http://bit.ly/35chitg 
#applynowpic.twitter.com/pcuw7ftovn","Amrita School of Engineering, Bengaluru",1241972170860818432,2020-03-23 06:16:54,['ApplyNowpic'],VishwaAmrita,1.0,0.0,1.0,0.743,Positive,5,0.0013157894736842105,0.0,0.07894736842105263,With a holistic approach we at Amrita School of Engineering Bengaluru aim at imparting global knowledge as well as instil virtues right attitude and approach to help our students in leading a fulfilling and balanced life. Admissions Open #ApplyNowpic.twitter.com/pcUW7FtovN,"['holistic', 'approach', 'amrita', 'school', 'engineering', 'bengaluru', 'aim', 'imparting', 'global', 'knowledge', 'well', 'instil', 'virtues', 'right', 'attitude', 'approach', 'help', 'students', 'leading', 'fulfilling', 'balanced', 'life', 'admissions', 'open', 'applynowpic', 'twitter', 'com', 'pcuw7ftovn']","[('holistic', 'JJ'), ('approach', 'NN'), ('amrita', 'JJ'), ('school', 'NN'), ('engineering', 'NN'), ('bengaluru', 'NN'), ('aim', 'NN'), ('imparting', 'VBG'), ('global', 'JJ'), ('knowledge', 'NN'), ('well', 'RB'), ('instil', 'RB'), ('virtues', 'NNS'), ('right', 'JJ'), ('attitude', 'NN'), ('approach', 'NN'), ('help', 'NN'), ('students', 'NNS'), ('leading', 'VBG'), ('fulfilling', 'NN'), ('balanced', 'JJ'), ('life', 'NN'), ('admissions', 'NNS'), ('open', 'JJ'), ('applynowpic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('pcuw7ftovn', 'NN')]","['approach', 'school', 'engineering', 'bengaluru', 'aim', 'knowledge', 'virtues', 'attitude', 'approach', 'help', 'students', 'fulfilling', 'life', 'admissions', 'twitter', 'com', 'pcuw7ftovn']",0,0,3
13,"we at amrita school of engineering, bengaluru try to lead our students into a world where they can fulfill all their dreams and aspirations!

apply now: https://bit.ly/2qmoy9e 
#admissionsopen #ase #engineeringcollege #bangalore #bengaluru #mtech #admissionspic.twitter.com/ami6fba0uo","Amrita School of Engineering, Bengaluru",1240179807964385280,2020-03-18 07:34:42,"['AdmissionsOpen', 'ASE', 'EngineeringCollege', 'Bangalore', 'Bengaluru', 'MTech', 'Admissionspic']",VishwaAmrita,0.0,1.0,1.0,0.7088,Positive,5,0.0,0.0007861635220125787,0.031446540880503145,We at Amrita School of Engineering Bengaluru try to lead our students into a world where they can fulfill all their dreams and aspirations! Apply Now #AdmissionsOpen #ASE #EngineeringCollege #Bangalore #Bengaluru #MTech #Admissionspic.twitter.com/aMi6FBa0UO,"['amrita', 'school', 'engineering', 'bengaluru', 'try', 'lead', 'students', 'world', 'fulfill', 'dreams', 'aspirations', 'apply', 'admissionsopen', 'ase', 'engineeringcollege', 'bangalore', 'bengaluru', 'mtech', 'admissionspic', 'twitter', 'com', 'ami6fba0uo']","[('amrita', 'JJ'), ('school', 'NN'), ('engineering', 'NN'), ('bengaluru', 'NN'), ('try', 'NN'), ('lead', 'NN'), ('students', 'NNS'), ('world', 'NN'), ('fulfill', 'NN'), ('dreams', 'VBZ'), ('aspirations', 'NNS'), ('apply', 'VB'), ('admissionsopen', 'JJ'), ('ase', 'NN'), ('engineeringcollege', 'NN'), ('bangalore', 'IN'), ('bengaluru', 'JJ'), ('mtech', 'NN'), ('admissionspic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('ami6fba0uo', 'NN')]","['school', 'engineering', 'bengaluru', 'try', 'lead', 'students', 'world', 'fulfill', 'aspirations', 'ase', 'engineeringcollege', 'mtech', 'admissionspic', 'twitter', 'com', 'ami6fba0uo']",0,0,3
14,"with a holistic approach, we at amrita school of engineering, bengaluru aim at imparting global knowledge as well as instil virtues, right attitude and approach to help our students in leading a fulfilling and balanced life.

admissions open: http://bit.ly/35chitg 
#applynowpic.twitter.com/pcuw7ftovn","Amrita School of Engineering, Bengaluru",1241972170860818432,2020-03-23 06:16:54,['ApplyNowpic'],VishwaAmrita,1.0,0.0,1.0,0.743,Positive,5,0.0013157894736842105,0.0,0.07894736842105263,With a holistic approach we at Amrita School of Engineering Bengaluru aim at imparting global knowledge as well as instil virtues right attitude and approach to help our students in leading a fulfilling and balanced life. Admissions Open #ApplyNowpic.twitter.com/pcUW7FtovN,"['holistic', 'approach', 'amrita', 'school', 'engineering', 'bengaluru', 'aim', 'imparting', 'global', 'knowledge', 'well', 'instil', 'virtues', 'right', 'attitude', 'approach', 'help', 'students', 'leading', 'fulfilling', 'balanced', 'life', 'admissions', 'open', 'applynowpic', 'twitter', 'com', 'pcuw7ftovn']","[('holistic', 'JJ'), ('approach', 'NN'), ('amrita', 'JJ'), ('school', 'NN'), ('engineering', 'NN'), ('bengaluru', 'NN'), ('aim', 'NN'), ('imparting', 'VBG'), ('global', 'JJ'), ('knowledge', 'NN'), ('well', 'RB'), ('instil', 'RB'), ('virtues', 'NNS'), ('right', 'JJ'), ('attitude', 'NN'), ('approach', 'NN'), ('help', 'NN'), ('students', 'NNS'), ('leading', 'VBG'), ('fulfilling', 'NN'), ('balanced', 'JJ'), ('life', 'NN'), ('admissions', 'NNS'), ('open', 'JJ'), ('applynowpic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('pcuw7ftovn', 'NN')]","['approach', 'school', 'engineering', 'bengaluru', 'aim', 'knowledge', 'virtues', 'attitude', 'approach', 'help', 'students', 'fulfilling', 'life', 'admissions', 'twitter', 'com', 'pcuw7ftovn']",0,0,3
15,"we at amrita school of engineering, bengaluru try to lead our students into a world where they can fulfill all their dreams and aspirations!

apply now: https://bit.ly/2qmoy9e 
#admissionsopen #ase #engineeringcollege #bangalore #bengaluru #mtech #admissionspic.twitter.com/ami6fba0uo","Amrita School of Engineering, Bengaluru",1240179807964385280,2020-03-18 07:34:42,"['AdmissionsOpen', 'ASE', 'EngineeringCollege', 'Bangalore', 'Bengaluru', 'MTech', 'Admissionspic']",VishwaAmrita,0.0,1.0,1.0,0.7088,Positive,5,0.0,0.0007861635220125787,0.031446540880503145,We at Amrita School of Engineering Bengaluru try to lead our students into a world where they can fulfill all their dreams and aspirations! Apply Now #AdmissionsOpen #ASE #EngineeringCollege #Bangalore #Bengaluru #MTech #Admissionspic.twitter.com/aMi6FBa0UO,"['amrita', 'school', 'engineering', 'bengaluru', 'try', 'lead', 'students', 'world', 'fulfill', 'dreams', 'aspirations', 'apply', 'admissionsopen', 'ase', 'engineeringcollege', 'bangalore', 'bengaluru', 'mtech', 'admissionspic', 'twitter', 'com', 'ami6fba0uo']","[('amrita', 'JJ'), ('school', 'NN'), ('engineering', 'NN'), ('bengaluru', 'NN'), ('try', 'NN'), ('lead', 'NN'), ('students', 'NNS'), ('world', 'NN'), ('fulfill', 'NN'), ('dreams', 'VBZ'), ('aspirations', 'NNS'), ('apply', 'VB'), ('admissionsopen', 'JJ'), ('ase', 'NN'), ('engineeringcollege', 'NN'), ('bangalore', 'IN'), ('bengaluru', 'JJ'), ('mtech', 'NN'), ('admissionspic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('ami6fba0uo', 'NN')]","['school', 'engineering', 'bengaluru', 'try', 'lead', 'students', 'world', 'fulfill', 'aspirations', 'ase', 'engineeringcollege', 'mtech', 'admissionspic', 'twitter', 'com', 'ami6fba0uo']",0,0,3
16,"webinar from amrita school of engineering at 4.00 pm on 29.4.20

topic - scope of engineering post pandemic.

 join free
 http://www.bit.ly/35pztpr 
#cbse #icse #engineering",PashSharma,1255404070438948864,2020-04-29 07:50:29,"['CBSE', 'ICSE', 'Engineering']",ThePashSharma,0.0,0.0,,0.6705,Positive,5,0.0,0.0,0.0,Webinar from Amrita School of Engineering at 4.00 PM on 29.4.20 Topic Scope of Engineering Post Pandemic. Join Free #CBSE #ICSE #Engineering,"['webinar', 'amrita', 'school', 'engineering', '4', '00', 'pm', '29', '4', '20', 'topic', 'scope', 'engineering', 'post', 'pandemic', 'join', 'free', 'cbse', 'icse', 'engineering']","[('webinar', 'NN'), ('amrita', 'JJ'), ('school', 'NN'), ('engineering', 'NN'), ('4', 'CD'), ('00', 'CD'), ('pm', 'NN'), ('29', 'CD'), ('4', 'CD'), ('20', 'CD'), ('topic', 'NN'), ('scope', 'NN'), ('engineering', 'NN'), ('post', 'NN'), ('pandemic', 'JJ'), ('join', 'NN'), ('free', 'JJ'), ('cbse', 'NN'), ('icse', 'NN'), ('engineering', 'NN')]","['webinar', 'school', 'engineering', 'pm', 'topic', 'scope', 'engineering', 'post', 'join', 'cbse', 'icse', 'engineering']",0,0,5
17,"a tribute to @urstrulymahesh by amrita school of engineering students banglore craze ka baap
#pokiri @urstrulymahesh
#14yearsforsouthindiaihpokiri",BhanuPrakashDHFM 2,1255097285387726848,2020-04-28 11:31:26,"['Pokiri', '14YearsForSouthIndiaIHPokiri']",BhanuPrakashDH4,49.0,3.0,,-0.1531,Negative,3,0.06447368421052632,0.0023584905660377358,3.962760675273089,A tribute to @urstrulyMahesh by Amrita school of engineering students banglore craze Ka baap #Pokiri @urstrulyMahesh #14YearsForSouthIndiaIHPokiri,"['tribute', 'urstrulymahesh', 'amrita', 'school', 'engineering', 'students', 'banglore', 'craze', 'ka', 'baap', 'pokiri', 'urstrulymahesh', '14yearsforsouthindiaihpokiri']","[('tribute', 'NN'), ('urstrulymahesh', 'JJ'), ('amrita', 'JJ'), ('school', 'NN'), ('engineering', 'NN'), ('students', 'NNS'), ('banglore', 'VBP'), ('craze', 'JJ'), ('ka', 'NN'), ('baap', 'NN'), ('pokiri', 'NN'), ('urstrulymahesh', 'JJ'), ('14yearsforsouthindiaihpokiri', 'CD')]","['tribute', 'school', 'engineering', 'students', 'ka', 'baap', 'pokiri']",0,1,3
18,"webinar from amrita school of engineering at 4.00 pm on 29.4.20

topic - scope of engineering post pandemic.

 join free
 http://www.bit.ly/35pztpr 
#cbse #icse #engineering",PashSharma,1255404070438948864,2020-04-29 07:50:29,"['CBSE', 'ICSE', 'Engineering']",ThePashSharma,0.0,0.0,,0.6705,Positive,5,0.0,0.0,0.0,Webinar from Amrita School of Engineering at 4.00 PM on 29.4.20 Topic Scope of Engineering Post Pandemic. Join Free #CBSE #ICSE #Engineering,"['webinar', 'amrita', 'school', 'engineering', '4', '00', 'pm', '29', '4', '20', 'topic', 'scope', 'engineering', 'post', 'pandemic', 'join', 'free', 'cbse', 'icse', 'engineering']","[('webinar', 'NN'), ('amrita', 'JJ'), ('school', 'NN'), ('engineering', 'NN'), ('4', 'CD'), ('00', 'CD'), ('pm', 'NN'), ('29', 'CD'), ('4', 'CD'), ('20', 'CD'), ('topic', 'NN'), ('scope', 'NN'), ('engineering', 'NN'), ('post', 'NN'), ('pandemic', 'JJ'), ('join', 'NN'), ('free', 'JJ'), ('cbse', 'NN'), ('icse', 'NN'), ('engineering', 'NN')]","['webinar', 'school', 'engineering', 'pm', 'topic', 'scope', 'engineering', 'post', 'join', 'cbse', 'icse', 'engineering']",0,0,5
19,"a tribute to @urstrulymahesh by amrita school of engineering students banglore craze ka baap
#pokiri @urstrulymahesh
#14yearsforsouthindiaihpokiri",BhanuPrakashDHFM 2,1255097285387726848,2020-04-28 11:31:26,"['Pokiri', '14YearsForSouthIndiaIHPokiri']",BhanuPrakashDH4,49.0,3.0,,-0.1531,Negative,3,0.06447368421052632,0.0023584905660377358,3.962760675273089,A tribute to @urstrulyMahesh by Amrita school of engineering students banglore craze Ka baap #Pokiri @urstrulyMahesh #14YearsForSouthIndiaIHPokiri,"['tribute', 'urstrulymahesh', 'amrita', 'school', 'engineering', 'students', 'banglore', 'craze', 'ka', 'baap', 'pokiri', 'urstrulymahesh', '14yearsforsouthindiaihpokiri']","[('tribute', 'NN'), ('urstrulymahesh', 'JJ'), ('amrita', 'JJ'), ('school', 'NN'), ('engineering', 'NN'), ('students', 'NNS'), ('banglore', 'VBP'), ('craze', 'JJ'), ('ka', 'NN'), ('baap', 'NN'), ('pokiri', 'NN'), ('urstrulymahesh', 'JJ'), ('14yearsforsouthindiaihpokiri', 'CD')]","['tribute', 'school', 'engineering', 'students', 'ka', 'baap', 'pokiri']",0,1,3
