,text,username,tweet_id,timestamp,hashtags,screen_name,retweets,likes,uni_handle,compound,Sentiment,score,retweets_n,likes_n,engagement_score,clean_tweets,tweet_tokens,pos,nouns,irrelevance,engagement,sentiment_score
762,"hot seat
https://www.shroffpublishers.com/books/entrepreneurship/9789352130993/ … @iiitfriends @iiit_hyderabad @iiitb_official @iitbombay @iitmadras @iiscbangalore @xlrijamshedpur @techcrunch @tech2eets @techfounderchat #startup #startupfest #ceo2019 #ceospic.twitter.com/ks7imoagi6",Shroff Publishers,1148444042142736384,2019-07-09 04:09:31,"['startup', 'Startupfest', 'CEO2019', 'CEOspic']",shroffpub,1.0,1.0,,0.0,Neutral,3,0.0022935779816513763,0.00013118194936376755,0.1428619568736333,Hot Seat @IIITfriends @iiit_hyderabad @IIITB_official @iitbombay @iitmadras @iiscbangalore @XLRIJamshedpur @TechCrunch @tech2eets @TechFounderChat #startup #Startupfest #CEO2019 #CEOspic.twitter.com/Ks7IMoAGi6,"['hot', 'seat', 'iiitfriends', 'iiit_hyderabad', 'iiitb_official', 'iitbombay', 'iitmadras', 'iiscbangalore', 'xlrijamshedpur', 'techcrunch', 'tech2eets', 'techfounderchat', 'startup', 'startupfest', 'ceo2019', 'ceospic', 'twitter', 'com', 'ks7imoagi6']","[('hot', 'JJ'), ('seat', 'NN'), ('iiitfriends', 'NNS'), ('iiit_hyderabad', 'VBP'), ('iiitb_official', 'JJ'), ('iitbombay', 'NN'), ('iitmadras', 'NNS'), ('iiscbangalore', 'VBP'), ('xlrijamshedpur', 'JJ'), ('techcrunch', 'JJ'), ('tech2eets', 'NNS'), ('techfounderchat', 'WDT'), ('startup', 'VBP'), ('startupfest', 'JJS'), ('ceo2019', 'NN'), ('ceospic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('ks7imoagi6', 'NN')]","['seat', 'iiitfriends', 'iitbombay', 'iitmadras', 'tech2eets', 'ceo2019', 'ceospic', 'twitter', 'com', 'ks7imoagi6']",0,1,3
763,"introducing python 
https://www.shroffpublishers.com/books/9789351108788/ …
#python #datascience #machinelearning @iitbombay @iiithyd @iiitb_official @tcs @infosys @accenture @cognizant @capgemini #tuesdaythoughtspic.twitter.com/ormq0mxiil",Shroff Publishers,1148437481504661504,2019-07-09 03:43:27,"['Python', 'DataScience', 'MachineLearning', 'TuesdayThoughtspic']",shroffpub,1.0,1.0,,0.0,Neutral,3,0.0022935779816513763,0.00013118194936376755,0.1428619568736333,Introducing Python … #Python #DataScience #MachineLearning @iitbombay @iiithyd @IIITB_official @TCS @Infosys @Accenture @Cognizant @Capgemini #TuesdayThoughtspic.twitter.com/orMq0Mxiil,"['introducing', 'python', 'python', 'datascience', 'machinelearning', 'iitbombay', 'iiithyd', 'iiitb_official', 'tcs', 'infosys', 'accenture', 'cognizant', 'capgemini', 'tuesdaythoughtspic', 'twitter', 'com', 'ormq0mxiil']","[('introducing', 'VBG'), ('python', 'NN'), ('python', 'NN'), ('datascience', 'NN'), ('machinelearning', 'VBG'), ('iitbombay', 'JJ'), ('iiithyd', 'JJ'), ('iiitb_official', 'JJ'), ('tcs', 'NN'), ('infosys', 'JJ'), ('accenture', 'NN'), ('cognizant', 'NN'), ('capgemini', 'NN'), ('tuesdaythoughtspic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('ormq0mxiil', 'NN')]","['python', 'python', 'datascience', 'tcs', 'accenture', 'cognizant', 'capgemini', 'tuesdaythoughtspic', 'twitter', 'com', 'ormq0mxiil']",0,1,3
764,"scenes from #codemutants2019 - ninja track

@indiainmyanmar @myanmar_moi @doctorsumitseth @iiitb_official @krvs_rajahttps://www.youtube.com/watch?v=vhfm9b672ue …",MIIT Mandalay,1148131070870560768,2019-07-08 07:25:53,['CodeMutants2019'],MIIT_Mandalay,0.0,2.0,,0.0,Neutral,3,0.0,0.0002623638987275351,0.010494555949101404,Scenes from #CodeMutants2019 Ninja track @IndiainMyanmar @myanmar_moi @doctorsumitseth @IIITB_official @ …,"['scenes', 'codemutants2019', 'ninja', 'track', 'indiainmyanmar', 'myanmar_moi', 'doctorsumitseth', 'iiitb_official']","[('scenes', 'NNS'), ('codemutants2019', 'VBP'), ('ninja', 'JJ'), ('track', 'NN'), ('indiainmyanmar', 'NN'), ('myanmar_moi', 'NN'), ('doctorsumitseth', 'VBZ'), ('iiitb_official', 'JJ')]","['scenes', 'track', 'indiainmyanmar', 'myanmar_moi']",0,0,3
765,"news from the convocation held on july 7, 2019 at iiitb
link:
1. https://timesofindia.indiatimes.com/city/bengaluru/iiit-b-student-lands-gold-after-burying-purple-phantoms/articleshow/70119355.cms …
2. https://www.edexlive.com/news/2019/jul/08/this-schizophrenic-hyderabad-boy-graduated-iiit-bengaluru-with-a-scholarship-award-6934.html …
#iiitb10100 #iiitbconvocation",IIIT Bangalore,1148130397370216448,2019-07-08 07:23:12,"['IIITB10100', 'IIITBCONVOCATION']",IIITB_official,0.0,2.0,1.0,0.0,Neutral,3,0.0,0.0002623638987275351,0.010494555949101404,News from the convocation held on July 7 2019 at IIITB Link: 1 … 2 … #IIITB10100 #IIITBCONVOCATION,"['news', 'convocation', 'held', 'july', '7', '2019', 'iiitb', 'link', '1', '2', 'iiitb10100', 'iiitbconvocation']","[('news', 'NN'), ('convocation', 'NN'), ('held', 'VBD'), ('july', 'RB'), ('7', 'CD'), ('2019', 'CD'), ('iiitb', 'NN'), ('link', 'VBD'), ('1', 'CD'), ('2', 'CD'), ('iiitb10100', 'NN'), ('iiitbconvocation', 'NN')]","['news', 'convocation', 'iiitb', 'iiitb10100', 'iiitbconvocation']",0,0,3
766,"dear @tvjayan @businessline 
both #pmrf (#budget2018) and #nrf (#budget2019) are continuum steps, have to be seen together and forms the building blocks of r&d #ecosystem
@iitmic @iiitb_official @indiadst @ficci_india @followcii @nasscomhttps://www.thehindubusinessline.com/economy/budget/national-research-foundation-to-boost-research-innovation/article28297523.ece …",Chinnu Senthilkumar,1148036359312953344,2019-07-08 01:09:32,"['PMRF', 'Budget2018', 'NRF', 'Budget2019', 'ecosystem']",chinnusenthil1,0.0,0.0,,0.1779,Positive,3,0.0,0.0,0.0,Dear @tvjayan @businessline Both #PMRF (#Budget2018 and #NRF (#Budget2019 are continuum steps have to be seen together and forms the building blocks of R&D #ecosystem @IITMIC @IIITB_official @IndiaDST @ficci_india @FollowCII @ …,"['dear', 'tvjayan', 'businessline', 'pmrf', 'budget2018', 'nrf', 'budget2019', 'continuum', 'steps', 'seen', 'together', 'forms', 'building', 'blocks', 'r', 'ecosystem', 'iitmic', 'iiitb_official', 'indiadst', 'ficci_india', 'followcii']","[('dear', 'JJ'), ('tvjayan', 'JJ'), ('businessline', 'NN'), ('pmrf', 'NN'), ('budget2018', 'NN'), ('nrf', 'JJ'), ('budget2019', 'NN'), ('continuum', 'NN'), ('steps', 'NNS'), ('seen', 'VBN'), ('together', 'RB'), ('forms', 'NNS'), ('building', 'VBG'), ('blocks', 'NNS'), ('r', 'NN'), ('ecosystem', 'VBP'), ('iitmic', 'JJ'), ('iiitb_official', 'JJ'), ('indiadst', 'NN'), ('ficci_india', 'NN'), ('followcii', 'NN')]","['businessline', 'pmrf', 'budget2018', 'budget2019', 'continuum', 'steps', 'forms', 'blocks', 'r', 'indiadst', 'ficci_india', 'followcii']",0,0,3
767,"what was the last time i did something for a first time ask yourself after a while each time 
learning doesn’t end now
in india over the 10-20 years we r going to solve problems which no one has solved 
guest of honor @anandc @iiitb_official #convocation2019 @ssadagopan @kris_sgpic.twitter.com/bvphvwdd5b",Karthik Kittu,1147793562764865536,2019-07-07 09:04:44,['convocation2019'],karthikkittu,0.0,1.0,,0.29600000000000004,Positive,4,0.0,0.00013118194936376755,0.005247277974550702,What was the last time I did something for a first time ask yourself after a while each time Learning doesn’t end now In India over the 10-20 years we r going to solve problems which no one has solved Guest of Honor @anandc @IIITB_official #convocation2019 @SSadagopan @kris_sgpic.twitter.com/bVpHVwdd5b,"['last', 'time', 'something', 'first', 'time', 'ask', 'time', 'learning', 'end', 'india', '10', '20', 'years', 'r', 'going', 'solve', 'problems', 'one', 'solved', 'guest', 'honor', 'anandc', 'iiitb_official', 'convocation2019', 'ssadagopan', 'kris_sgpic', 'twitter', 'com', 'bvphvwdd5b']","[('last', 'JJ'), ('time', 'NN'), ('something', 'NN'), ('first', 'JJ'), ('time', 'NN'), ('ask', 'JJ'), ('time', 'NN'), ('learning', 'VBG'), ('end', 'VB'), ('india', 'NN'), ('10', 'CD'), ('20', 'CD'), ('years', 'NNS'), ('r', 'RB'), ('going', 'VBG'), ('solve', 'VB'), ('problems', 'NNS'), ('one', 'CD'), ('solved', 'VBD'), ('guest', 'JJS'), ('honor', 'NN'), ('anandc', 'NN'), ('iiitb_official', 'JJ'), ('convocation2019', 'NN'), ('ssadagopan', 'NN'), ('kris_sgpic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('bvphvwdd5b', 'NN')]","['time', 'something', 'time', 'time', 'india', 'years', 'problems', 'honor', 'anandc', 'convocation2019', 'ssadagopan', 'twitter', 'com', 'bvphvwdd5b']",1,0,3
768,"300 million people are walking around with a device in india to pay digitally
it’s the first time all are becoming citizens of internet and they can pay pay one for anything

for the first time you can be a builder @anandc @iiitb_official #convocation2019 @ssadagopan",Karthik Kittu,1147792920184909824,2019-07-07 09:02:11,['convocation2019'],karthikkittu,0.0,1.0,,-0.29600000000000004,Negative,2,0.0,0.00013118194936376755,0.005247277974550702,300 million people are walking around with a device in India to pay digitally It’s the first time all are becoming citizens of internet and they can pay pay one for anything For the first time you can be a builder @anandc @IIITB_official #convocation2019 @SSadagopan,"['300', 'million', 'people', 'walking', 'around', 'device', 'india', 'pay', 'digitally', 'first', 'time', 'becoming', 'citizens', 'internet', 'pay', 'pay', 'one', 'anything', 'first', 'time', 'builder', 'anandc', 'iiitb_official', 'convocation2019', 'ssadagopan']","[('300', 'CD'), ('million', 'CD'), ('people', 'NNS'), ('walking', 'VBG'), ('around', 'IN'), ('device', 'NN'), ('india', 'NN'), ('pay', 'NN'), ('digitally', 'RB'), ('first', 'JJ'), ('time', 'NN'), ('becoming', 'VBG'), ('citizens', 'NNS'), ('internet', 'JJ'), ('pay', 'NN'), ('pay', 'NN'), ('one', 'CD'), ('anything', 'NN'), ('first', 'JJ'), ('time', 'NN'), ('builder', 'NN'), ('anandc', 'JJ'), ('iiitb_official', 'JJ'), ('convocation2019', 'NN'), ('ssadagopan', 'NN')]","['people', 'device', 'india', 'pay', 'time', 'citizens', 'pay', 'pay', 'anything', 'time', 'builder', 'convocation2019', 'ssadagopan']",1,0,3
769,"crossroads are crossroads for a reason; ambitions will fuel dream
values will show path @anandc @iiitb_official #convocation2019pic.twitter.com/wdul48vo1e",Karthik Kittu,1147792615028322304,2019-07-07 09:00:59,['convocation2019pic'],karthikkittu,0.0,1.0,,0.5719,Positive,4,0.0,0.00013118194936376755,0.005247277974550702,Crossroads are Crossroads for a reason Ambitions will fuel dream Values will show path @anandc @IIITB_official #convocation2019pic.twitter.com/wDul48vO1E,"['crossroads', 'crossroads', 'reason', 'ambitions', 'fuel', 'dream', 'values', 'show', 'path', 'anandc', 'iiitb_official', 'convocation2019pic', 'twitter', 'com', 'wdul48vo1e']","[('crossroads', 'NNS'), ('crossroads', 'NNS'), ('reason', 'NN'), ('ambitions', 'NNS'), ('fuel', 'VBP'), ('dream', 'NN'), ('values', 'NNS'), ('show', 'VBP'), ('path', 'JJ'), ('anandc', 'JJ'), ('iiitb_official', 'JJ'), ('convocation2019pic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('wdul48vo1e', 'NN')]","['crossroads', 'crossroads', 'reason', 'ambitions', 'dream', 'values', 'convocation2019pic', 'twitter', 'com', 'wdul48vo1e']",0,0,4
770,directors address and report by prof. @ssadagopan  at the 19th convocation of iiit bangalore & the academic procession along with chairman @iiitb_official @kris_sg & @anancpic.twitter.com/txbfzrz1uc,Karthik Kittu,1147791091782934528,2019-07-07 08:54:55,[],karthikkittu,0.0,0.0,,0.0,Neutral,3,0.0,0.0,0.0,Directors address and report by Prof @SSadagopan at the 19th Convocation of IIIT Bangalore the academic procession along with Chairman @IIITB_official @kris_sg @anancpic.twitter.com/TxbfzRz1uc,"['directors', 'address', 'report', 'prof', 'ssadagopan', '19th', 'convocation', 'iiit', 'bangalore', 'academic', 'procession', 'along', 'chairman', 'iiitb_official', 'kris_sg', 'anancpic', 'twitter', 'com', 'txbfzrz1uc']","[('directors', 'NNS'), ('address', 'JJ'), ('report', 'NN'), ('prof', 'VBD'), ('ssadagopan', 'JJ'), ('19th', 'CD'), ('convocation', 'NN'), ('iiit', 'NN'), ('bangalore', 'IN'), ('academic', 'JJ'), ('procession', 'NN'), ('along', 'IN'), ('chairman', 'NN'), ('iiitb_official', 'JJ'), ('kris_sg', 'NN'), ('anancpic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('txbfzrz1uc', 'NN')]","['directors', 'report', 'convocation', 'iiit', 'procession', 'chairman', 'kris_sg', 'anancpic', 'twitter', 'com', 'txbfzrz1uc']",0,0,3
771,"chairman @kris_sg @iiitb_official #convocation address you have to solve problems in a different way, take it seriously, introspect, plan your future that’s the message i want to leave you with today & your success is measured by the kind of people around you @anandc @ssadagopanpic.twitter.com/9lcvmgv1mo",Karthik Kittu,1147770687626440704,2019-07-07 07:33:51,['Convocation'],karthikkittu,0.0,7.0,,0.29600000000000004,Positive,4,0.0,0.0009182736455463728,0.03673094582185491,Chairman @kris_sg @IIITB_official #Convocation address You have to solve problems in a different way take it seriously introspect plan your future that’s the message I want to leave you with today your success is measured by the kind of people around you @anandc @SSadagopanpic.twitter.com/9lCVMGV1mo,"['chairman', 'kris_sg', 'iiitb_official', 'convocation', 'address', 'solve', 'problems', 'different', 'way', 'take', 'seriously', 'introspect', 'plan', 'future', 'message', 'want', 'leave', 'today', 'success', 'measured', 'kind', 'people', 'around', 'anandc', 'ssadagopanpic', 'twitter', 'com', '9lcvmgv1mo']","[('chairman', 'NN'), ('kris_sg', 'VBZ'), ('iiitb_official', 'JJ'), ('convocation', 'NN'), ('address', 'NN'), ('solve', 'VBP'), ('problems', 'NNS'), ('different', 'JJ'), ('way', 'NN'), ('take', 'VB'), ('seriously', 'RB'), ('introspect', 'JJ'), ('plan', 'NN'), ('future', 'JJ'), ('message', 'NN'), ('want', 'VBP'), ('leave', 'VBP'), ('today', 'NN'), ('success', 'NN'), ('measured', 'VBD'), ('kind', 'NN'), ('people', 'NNS'), ('around', 'IN'), ('anandc', 'JJ'), ('ssadagopanpic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('9lcvmgv1mo', 'CD')]","['chairman', 'convocation', 'address', 'problems', 'way', 'plan', 'message', 'today', 'success', 'kind', 'people', 'ssadagopanpic', 'twitter', 'com']",0,1,5
772,"chairman @iiitb_official @kris_sg #convocation address 
we are at a great time in india 
you all are graduating when our country is transitioning from a developing a country to developed country - what’s your role in this please think and contribute  @anandc @ssadagopanpic.twitter.com/8enfdeplns",Karthik Kittu,1147769445563002880,2019-07-07 07:28:55,['Convocation'],karthikkittu,0.0,3.0,,0.7734,Positive,5,0.0,0.0003935458480913026,0.015741833923652103,Chairman @IIITB_official @kris_sg #Convocation Address We are at a great time in India You all are graduating when our country is transitioning from a developing a country to Developed Country what’s your role in this please think and contribute @anandc @SSadagopanpic.twitter.com/8ENfdeplnS,"['chairman', 'iiitb_official', 'kris_sg', 'convocation', 'address', 'great', 'time', 'india', 'graduating', 'country', 'transitioning', 'developing', 'country', 'developed', 'country', 'role', 'please', 'think', 'contribute', 'anandc', 'ssadagopanpic', 'twitter', 'com', '8enfdeplns']","[('chairman', 'NN'), ('iiitb_official', 'JJ'), ('kris_sg', 'NNP'), ('convocation', 'NN'), ('address', 'RB'), ('great', 'JJ'), ('time', 'NN'), ('india', 'JJ'), ('graduating', 'VBG'), ('country', 'NN'), ('transitioning', 'VBG'), ('developing', 'VBG'), ('country', 'NN'), ('developed', 'VBD'), ('country', 'NN'), ('role', 'NN'), ('please', 'NN'), ('think', 'VB'), ('contribute', 'JJ'), ('anandc', 'NN'), ('ssadagopanpic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('8enfdeplns', 'CD')]","['chairman', 'kris_sg', 'convocation', 'time', 'country', 'country', 'country', 'role', 'please', 'anandc', 'ssadagopanpic', 'twitter', 'com']",0,0,5
773,"@anandc @iiitb_official convocation address

when was the last time i did something for a first time ask yourself after a while 
learning doesn’t end now

in india over the 10-20 years we are going to solve problems which no one has solved
with knowledge there should be boldnesspic.twitter.com/eun5v57myu",Karthik Kittu,1147768714495791104,2019-07-07 07:26:00,[],karthikkittu,0.0,0.0,,-0.25,Negative,2,0.0,0.0,0.0,@anandc @IIITB_official Convocation address When was the last time I did something for a first time ask yourself after a while Learning doesn’t end now In India over the 10-20 years we are going to solve problems which no one has solved With knowledge there should be boldnesspic.twitter.com/eUn5V57MYu,"['anandc', 'iiitb_official', 'convocation', 'address', 'last', 'time', 'something', 'first', 'time', 'ask', 'learning', 'end', 'india', '10', '20', 'years', 'going', 'solve', 'problems', 'one', 'solved', 'knowledge', 'boldnesspic', 'twitter', 'com', 'eun5v57myu']","[('anandc', 'JJ'), ('iiitb_official', 'JJ'), ('convocation', 'NN'), ('address', 'IN'), ('last', 'JJ'), ('time', 'NN'), ('something', 'NN'), ('first', 'JJ'), ('time', 'NN'), ('ask', 'VB'), ('learning', 'JJ'), ('end', 'NN'), ('india', 'NN'), ('10', 'CD'), ('20', 'CD'), ('years', 'NNS'), ('going', 'VBG'), ('solve', 'RB'), ('problems', 'NNS'), ('one', 'CD'), ('solved', 'VBD'), ('knowledge', 'NN'), ('boldnesspic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('eun5v57myu', 'NN')]","['convocation', 'time', 'something', 'time', 'end', 'india', 'years', 'problems', 'knowledge', 'boldnesspic', 'twitter', 'com', 'eun5v57myu']",0,0,2
774,"our chief guest, prof. ashutosh sharma, secretary, @indiadst, govt. of india, addressing the graduates at the 19th convocation of iiit bangalore. #iiitb10100 #convocation2019pic.twitter.com/aufmddz8hh",IIIT Bangalore,1147766950338019328,2019-07-07 07:19:00,"['IIITB10100', 'convocation2019pic']",IIITB_official,0.0,3.0,1.0,0.0,Neutral,3,0.0,0.0003935458480913026,0.015741833923652103,Our Chief Guest Prof Ashutosh Sharma Secretary @IndiaDST Govt of India addressing the graduates at the 19th Convocation of IIIT Bangalore #IIITB10100 #convocation2019pic.twitter.com/AUFMDDz8HH,"['chief', 'guest', 'prof', 'ashutosh', 'sharma', 'secretary', 'indiadst', 'govt', 'india', 'addressing', 'graduates', '19th', 'convocation', 'iiit', 'bangalore', 'iiitb10100', 'convocation2019pic', 'twitter', 'com', 'aufmddz8hh']","[('chief', 'JJ'), ('guest', 'JJS'), ('prof', 'NN'), ('ashutosh', 'NN'), ('sharma', 'NN'), ('secretary', 'NN'), ('indiadst', 'NN'), ('govt', 'NN'), ('india', 'NN'), ('addressing', 'VBG'), ('graduates', 'NNS'), ('19th', 'CD'), ('convocation', 'NN'), ('iiit', 'NN'), ('bangalore', 'IN'), ('iiitb10100', 'JJ'), ('convocation2019pic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('aufmddz8hh', 'NN')]","['prof', 'ashutosh', 'sharma', 'secretary', 'indiadst', 'govt', 'india', 'graduates', 'convocation', 'iiit', 'convocation2019pic', 'twitter', 'com', 'aufmddz8hh']",0,0,3
775,"@anandc @iiitb_official convocation address

300 million people walking around with a device in india to pay digitally

it’s the first time all are becoming citizens of internet and they can pay any one for anything

for the first time you can be a builder",Karthik Kittu,1147766869987737600,2019-07-07 07:18:40,[],karthikkittu,0.0,0.0,,-0.2023,Negative,2,0.0,0.0,0.0,@anandc @IIITB_official convocation address 300 million people walking around with a device in India To pay digitally It’s the first time all are becoming citizens of internet and they can pay any one for anything For the first time you can be a builder,"['anandc', 'iiitb_official', 'convocation', 'address', '300', 'million', 'people', 'walking', 'around', 'device', 'india', 'pay', 'digitally', 'first', 'time', 'becoming', 'citizens', 'internet', 'pay', 'one', 'anything', 'first', 'time', 'builder']","[('anandc', 'JJ'), ('iiitb_official', 'JJ'), ('convocation', 'NN'), ('address', 'NN'), ('300', 'CD'), ('million', 'CD'), ('people', 'NNS'), ('walking', 'VBG'), ('around', 'IN'), ('device', 'NN'), ('india', 'NN'), ('pay', 'NN'), ('digitally', 'RB'), ('first', 'JJ'), ('time', 'NN'), ('becoming', 'VBG'), ('citizens', 'NNS'), ('internet', 'JJ'), ('pay', 'VBP'), ('one', 'CD'), ('anything', 'NN'), ('first', 'JJ'), ('time', 'NN'), ('builder', 'NN')]","['convocation', 'address', 'people', 'device', 'india', 'pay', 'time', 'citizens', 'anything', 'time', 'builder']",0,0,2
776,"@anandc @iiitb_official convocation address
crossroads are crossroads for a reason

i met prof @ssadagopan at stanford thousand of miles from where we were in india 

ambitions will fuel dream
values will show path very importantpic.twitter.com/1n5nfitnfq",Karthik Kittu,1147766366461554688,2019-07-07 07:16:40,[],karthikkittu,0.0,0.0,,0.5719,Positive,4,0.0,0.0,0.0,@anandc @IIITB_official convocation address Crossroads are Crossroads for a reason I met Prof @SSadagopan at Stanford thousand of miles from where we were in India Ambitions will fuel dream Values will show path very importantpic.twitter.com/1n5nfITnFQ,"['anandc', 'iiitb_official', 'convocation', 'address', 'crossroads', 'crossroads', 'reason', 'met', 'prof', 'ssadagopan', 'stanford', 'thousand', 'miles', 'india', 'ambitions', 'fuel', 'dream', 'values', 'show', 'path', 'importantpic', 'twitter', 'com', '1n5nfitnfq']","[('anandc', 'JJ'), ('iiitb_official', 'JJ'), ('convocation', 'NN'), ('address', 'NN'), ('crossroads', 'NNS'), ('crossroads', 'NNS'), ('reason', 'NN'), ('met', 'VBD'), ('prof', 'NN'), ('ssadagopan', 'NN'), ('stanford', 'NN'), ('thousand', 'CD'), ('miles', 'NNS'), ('india', 'VBP'), ('ambitions', 'NNS'), ('fuel', 'VBP'), ('dream', 'NN'), ('values', 'NNS'), ('show', 'VBP'), ('path', 'JJ'), ('importantpic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('1n5nfitnfq', 'CD')]","['convocation', 'address', 'crossroads', 'crossroads', 'reason', 'prof', 'ssadagopan', 'stanford', 'miles', 'ambitions', 'dream', 'values', 'importantpic', 'twitter', 'com']",1,0,3
777,respect @ssadagopan sir he's legendary!,Shikha Singh,1147752181656780800,2019-07-07 06:20:18,[],iambeingshikha,0.0,1.0,,0.5255,Positive,4,0.0,0.00013118194936376755,0.005247277974550702,Respect @SSadagopan sir He's legendary!,"['respect', 'ssadagopan', 'sir', 'legendary']","[('respect', 'NN'), ('ssadagopan', 'NN'), ('sir', 'VBP'), ('legendary', 'JJ')]","['respect', 'ssadagopan']",1,0,3
778,glimpses from the 19th convocation of iiit bangalore. #iiit10100 #convocation2019pic.twitter.com/qmverzdxfr,IIIT Bangalore,1147747642174107648,2019-07-07 06:02:16,"['IIIT10100', 'convocation2019pic']",IIITB_official,0.0,4.0,1.0,0.0,Neutral,3,0.0,0.0005247277974550702,0.02098911189820281,Glimpses from the 19th Convocation of IIIT Bangalore #IIIT10100 #convocation2019pic.twitter.com/qMvErzDxfR,"['glimpses', '19th', 'convocation', 'iiit', 'bangalore', 'iiit10100', 'convocation2019pic', 'twitter', 'com', 'qmverzdxfr']","[('glimpses', 'NNS'), ('19th', 'CD'), ('convocation', 'NN'), ('iiit', 'NN'), ('bangalore', 'IN'), ('iiit10100', 'JJ'), ('convocation2019pic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('qmverzdxfr', 'NN')]","['glimpses', 'convocation', 'iiit', 'convocation2019pic', 'twitter', 'com', 'qmverzdxfr']",0,1,3
779,"prof. sadgopan, director, iiit bangalore, giving the director’s address at the 19th convocation of iiit bangalore. #iiitb10100 #convocation2019pic.twitter.com/tlitmok6v7",IIIT Bangalore,1147742746087571456,2019-07-07 05:42:49,"['IIITB10100', 'convocation2019pic']",IIITB_official,2.0,15.0,1.0,0.34,Positive,4,0.0045871559633027525,0.0019677292404565133,0.3539385274164257,Prof Sadgopan Director IIIT Bangalore giving the Director’s Address at the 19th Convocation of IIIT Bangalore #IIITB10100 #convocation2019pic.twitter.com/tLiTmok6V7,"['prof', 'sadgopan', 'director', 'iiit', 'bangalore', 'giving', 'director', 'address', '19th', 'convocation', 'iiit', 'bangalore', 'iiitb10100', 'convocation2019pic', 'twitter', 'com', 'tlitmok6v7']","[('prof', 'NN'), ('sadgopan', 'NNS'), ('director', 'NN'), ('iiit', 'VBP'), ('bangalore', 'IN'), ('giving', 'VBG'), ('director', 'NN'), ('address', 'NN'), ('19th', 'CD'), ('convocation', 'NN'), ('iiit', 'NN'), ('bangalore', 'IN'), ('iiitb10100', 'JJ'), ('convocation2019pic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('tlitmok6v7', 'NN')]","['prof', 'sadgopan', 'director', 'director', 'address', 'convocation', 'iiit', 'convocation2019pic', 'twitter', 'com', 'tlitmok6v7']",0,1,3
780,"sir, why don't you organise a #hackathon for social innovation?   the cream of bengaluru's talent will be happy to contribute freely to a public cause! 

@ca4blr @rhok_bang @comedialab_in @yourstoryco @iiitb_official @bcic_karnataka @levitatingsoul",Namma Whitefield,1147106688266199040,2019-07-05 11:35:21,['Hackathon'],NammaWhitefield,0.0,1.0,,0.9059999999999999,Positive,5,0.0,0.00013118194936376755,0.005247277974550702,Sir why don't you organise a #Hackathon for Social Innovation The cream of Bengaluru's talent will be happy to contribute freely to a public cause @CA4Blr @rhok_bang @comedialab_in @YourStoryCo @IIITB_official @BCIC_Karnataka @levitatingsoul,"['sir', 'organise', 'hackathon', 'social', 'innovation', 'cream', 'bengaluru', 'talent', 'happy', 'contribute', 'freely', 'public', 'cause', 'ca4blr', 'rhok_bang', 'comedialab_in', 'yourstoryco', 'iiitb_official', 'bcic_karnataka', 'levitatingsoul']","[('sir', 'JJ'), ('organise', 'NN'), ('hackathon', 'NN'), ('social', 'JJ'), ('innovation', 'NN'), ('cream', 'NN'), ('bengaluru', 'NN'), ('talent', 'NN'), ('happy', 'JJ'), ('contribute', 'NN'), ('freely', 'RB'), ('public', 'JJ'), ('cause', 'NN'), ('ca4blr', 'NN'), ('rhok_bang', 'NN'), ('comedialab_in', 'NN'), ('yourstoryco', 'VBP'), ('iiitb_official', 'JJ'), ('bcic_karnataka', 'NN'), ('levitatingsoul', 'NN')]","['organise', 'hackathon', 'innovation', 'cream', 'bengaluru', 'talent', 'contribute', 'cause', 'ca4blr', 'rhok_bang', 'comedialab_in', 'bcic_karnataka', 'levitatingsoul']",0,0,5
