,id_review,rating,compound,Sentiment,pred,temp_pred,fin_pred
ChdDSUhNMG9nS0VJQ0FnSUNjay1LaW5nRRAB,"Lovely Professional University is the best platform for the younger generation. I'm an alumni of this university and it has taught me quite a lot things in context to co-operation and coordination with friends, culture, teaching, etc. Its been an extra-ordinary experience",5.0,0.9022,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjaC1UQUJ3EAE,Amazing work and study environment. A place where students can showcase there talents and can go to higher level of success.,4.0,0.8885,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURjMk1qeU53EAE,One of the best private university. And the security in campus is awesome,4.0,0.8934,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNjazZLT1FBEAE,"LPU is the top university in India in private space.  The massive, latest technology campus is equipped with best faculty, best labs, best ecosystem.  Housing more than 30000 students and 5000 plus staff members, LPU has carved a great name in education field.",5.0,0.9612,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURjcVB6b1B3EAE,Lovely Professional University is the India's largest private University in Jalandhar Delhi National highway Phagwara Punjab. beautiful infrastructure structure largest and latest infrastructure largest university in areas wise. largest number of students from worldwide. distance mode study is also offered here. Many super Stars are visited here to promote their movies album. many punjabi movies and songs also shooted here. I am also graduated from LPU.,5.0,0.9559,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNzanBINnRBRRAB,"Life in Lovely Professional University is 👌👌 and Lovely....! I've never thought of coming here..., But once after coming i felt that it's not a bad deal. There's a lot of scope for growth for each individual joining here...! Only thing we should know is how to mould ourselves. The climate quite awesome and also the greenary as well.",4.0,0.9784,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNJbW9mSE9nEAE,"I have completed graduation from lpu in 2020, 90% of the faculty are passouts of the same College and most of the students are from AP and telengana. There are best Universities in south don't fall in their fake advertisements",1.0,0.2732,Positive,4,2.5,2
ChdDSUhNMG9nS0VJQ0FnSUM4NjdfVXBRRRAB,thumbs up for its infrastructure,5.0,0.0,Neutral,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNjbTVfYk1REAE,Lovely  professional university 😘  I'm like  I'm the working over here  RO service please all customers contact me this number +919780522997,4.0,0.8951,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURNdTZpaUVREAE,"Please inform me about the status of my Study Grant as I have been waiting for a long now.  Please release the Study Grant for the NIT Srinagar students as we have been waiting since August for the Study Grant, still the status of my Study Grant is showing Pending.  It's a humble request to reimburse the Study Grant amount so that our wish to receive the precious study grant is fulfilled.",1.0,0.9778,Positive,5,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUNjay1Lamp3RRAB,"I have personally visited LPU and interacted with Students, as per there feedback and what i experienced,this is really a good University and is having strong reputation with great Infrastructure of Academics,Sports, Cultural much needed for overall development of a individual and providing great opportunities to there students for getting Placed in global brands!",5.0,0.9557,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURzcnNpTDhnRRAB,1.Best Campus 2.decent students 3. Need better faculty 4. Decent fees with lots of scholarship,4.0,0.4404,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUMwM1pDUnRRRRAB,"Best place to learn & enjoy. Cant ask for anything else. Best exposure a person can get used to, Its a place not only for studies but also for many activities to take part countless in number. More than this in the final year it has the best placement opportunities. In the end you'll just forget how many companies have you really attended!!",5.0,0.9272,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNjejd5azJBRRAB,"I've done my B.sc from LPU n now pursuing MBA from the same. Infrastructure , Management n placements are really good n most important the faculties are really helpful n soft spoken.",5.0,0.8115,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNjcC1TN21RRRAB,Awesome Place to Study... I love to study again iof birth again,4.0,0.8519,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUM4dW9MX05nEAE,Infrastructure and event organising is good but in my experience in degree the teaching quality syllabus and practicals are worst and the condition of labs are worst.,1.0,-0.9072,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNzdV92bk93EAE,"It's just like small town with all the luxury facilities available. You are under cameras for 24 hours within the university. Full tight security. Beauty EVERYWHERE in the campus. Those plants (expecially the plants which climb on the hostels,campus blocks) are just beautiful A lot of events;DJ,EDM nights,concerts and many more activities happen here every semester.",5.0,0.8934,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURNN2FmNWh3RRAB,Very good infrastructure and classrooms. The university is spread over acres of land and all the streams are available for admission except medicine. Inside the campus lots of food varieties available. Inside the campus battery operated vehicle are there to transport from one place to another and saves time,5.0,0.4927,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNjMjREZEF3EAE,"LPU is a single campus private university in India located in Jalandhar,Punjab with 30K+ students all across the world and with 4000 experienced faculty members and staff members with more than 200 programmes .  LPU has a beautiful campus with a great infrastructure  with all the facilities within the campus itself.  LPU has earned many affiliations, recognition and accreditation and still working for more.  Even the placement opportunities in LPU are much better than other private universities as it is ranked the 5th amongst the other universities for its placement records.  So, LPU will be an university I will suggest from where you can pursue your higher studies.",5.0,0.926,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURzdWJTMFdBEAE,A place that shape future... Tons of opportunities and exposure.  A very clean and hygienic University to live and study...,4.0,0.6801,Positive,5,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURzMEtPenRRRRAB,This is the best college. Nicr infrastructure. Nice friends. Good placement,5.0,0.9186,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzeWFfSlRBEAE,Placement is above 100% for all clear students. Teaching n guidance is veru good hear. And campus is very beautiful than other colleges of india,4.0,0.8655,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNjazVLNFlREAE,"LPU is the best private university in India offering best placements opportunities, internships and industrial exposure to the students.",5.0,0.9001,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURzM05Dd2RREAE,"Nice, 📚 university ❤ where we can learn new, 🤔 think big, do activities, enjoy college life, make better career ❣️and etc.",5.0,0.9538,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjcmRyN0VnEAE,"best college ever.............. best in studies, sports, tours and trips, enjoyment n more.................... amazing memories, new friends, just like home environment............. most beautiful experience in university..................................................",5.0,0.9796,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjOWYzNVNBEAE,"Fee Structure And Facilities  The fee structure is feasible as per the other private colleges are concerned in India. You can also get scholarship based on your performance on the examination conducted by LPU at the entrance level and you can also get scholarships according to your board results.  Placement Wing  8/10  The placement and job opportunities are really very good they are also providing internships to students and not only the general internships but also the paid internships are available and if any student want to get an internship from outside then college will first review it and then approve it for you.The placement records are also very excellent and last year many students got selected in reputed companies and one girl selected in Microsoft at a package of 42 lakh per annum.  Alumni  Yes the seniors are very much helpful they are providing us study materials at the time of exam and they also tell us about the placement status how they are appearing for the placements and what to do to have a good impression on the companies which are coming in our college for the placements.  Faculty  8/10  The faculties are really very helpful and very friendly they clear all the doubts of students and have a personal interaction with them so that the students can get a very good visual of the studies as well as the co-curricular activities.  Campus Life  9/10  Yes, you have a great exposure to the extra curricular activities you can get admitted to any of the sports you like and you can also represent LPU at state or National level and if you achieve something good then you can avail full fee scholarship for the academics.  Course Curriculum Overview  8/10  The course curriculum is excellent and according to the needs of a student. The curriculum is taken by many government colleges like IIT and NIT and it is really very helpful for the students and helps them shaping their better future.  College Events  9/10  In the college there are many clubs which are responsible for organising various co curricular activities like hackathons, gaming events, seminars, sessions, workshops and many more. One of the biggest event is one world which happens every year.  Loan/ Scholarship Provisions  They are providing scholarships based on the entrance exams conducted by LPU. You can also get scholarship based on your perfomance in the boards. I have personally availed a scholarship and it is really helpful as some burden is relaesed from my parents.",5.0,0.9981,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjaDZUelRnEAE,Good infrastructure. University which has students across the globe.,4.0,0.4404,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNNejVxb2JnEAE,"Lovely Professional University is a lovely campus with over 600+ acres and accommodate 40k + students. So many courses, Division of Student Welfare, different auditoriums and Sports Complex, many more to facilitate students of all kind.",5.0,0.9001,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUM4Nm9LN0R3EAE,Not suitable for good students,1.0,-0.3412,Negative,2,1.5,1
ChdDSUhNMG9nS0VJQ0FnSUNjaThfZWlRRRAB,One of the largest university in India.. Having students from all over the world ..,4.0,0.0,Neutral,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURzMFBfVjN3RRAB,Lovely professional University is actually the place where people do come to study for securing their future.The main things of lpu why people chose lpu is for it's education and the placement.Through 99% students don't get placement but those who get is actually a good job.And in this University you will see the diversity almost 50countries are engaged with this University and 100+ companies are having partnernship.But the behavior of some guards very bad and rude.But no alcohol or drugs are allowed inside the campus.,5.0,0.2651,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURjMExmRkVBEAE,Great Educational institution good quality education.,5.0,0.7906,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUM4bmZlTENREAE,It's awesome place to visit,5.0,0.6249,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURjbkw3N29RRRAB,"No limit for number of admissions ,% of  placement is very low, more then 50%students are not eligible for placement because of university policy , admissions are more then 15000 per year and placed only almost 10-15%",1.0,-0.5095,Negative,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSUNzcGY3c0JnEAE,"I've been studying here for three years. I am a Product designer. LPU - Ranked No. 1 in the State and Among Top 5 Private Universities in India by 'Outlook Magazine' in 2019 offering diploma, undergraduate, postgraduate. LPU is one of the leading universities in providing quality education with more than 25000 students, 3500 faculty and staff, offering more than 200 programmes. Lovely Professional University is one of the largest university of India in terms of area and students. There are some of the unique points about LPU:  1. The university has Domino's, CCD and a mall inside the campus,  2. It takes approx 30min walk to reach from main  gate to Mechanical department.  3. It has a Mac lab.  4. There are more than 50 kiosks and 4-5 food  court/canteen.  departmental store which is open 24*7.  6. E-rickshaws are available within the premise of  university  7. In 2010, the no. of student took admission in Mechanical department was approx 3000+, and their was same no. of student in Electrical and Computer department.",4.0,0.6908,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURVa1BtM1lREAE,"It's a fantastic college.. Previous times are golden days for students, liberity, peace happiness with regular classes some strictness broad campus with good infrastructure and good faculty with good food habits(though chicken is not allowed inside the campus).. but now focused on more construction, making hostel rooms and space of the college narrow and narrow.. though providing more facilities and also over stress and burden over the students with very strict rules even over the food in the stalls.. I proud to be a pass-out student not as a present student",4.0,0.8658,Positive,5,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNzZ3FuN3RnRRAB,"LPU is not going to dictate success in your career, but it will definitely empty your Bank Account.  It's a money capturing machine. Joining LPU is a ""COMPLETE WASTE"" of time and money.",1.0,-0.2731,Negative,2,1.5,1
ChdDSUhNMG9nS0VJQ0FnSUNzNFpXVXZRRRAB,Very good university.Here u will get more and more opportunity to do something extra.,5.0,0.7615,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUM4bnZyR2N3EAE,"Safest place to be, thanks LPU",5.0,0.6808,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjM0ozOWZnEAE,"Rubbish university no proper holidays for other religion festivals. Except sikh festivals. This college should be reported . Rubbish college , don t ever take admission in it.",1.0,0.1571,Positive,3,2.0,2
ChZDSUhNMG9nS0VJQ0FnSUQwdHBqOGJREAE,"Previous times are golden days for students, liberity, peace happiness with regular classes some strictness broad campus with good infrastructure and good faculty with good food habits(though chicken is not allowed inside the campus).. but now focused on more construction, making hostel rooms and space of the college narrow and narrow",5.0,0.8957,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNVeU1xT2t3RRAB,"Very nice place to study, teachers are very hard working. They put in their best to teach. There are many co-curricular activities too. Placement options are also very good. There are many events.",5.0,0.8687,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzam9hQWVnEAE,"Infrastructure is too good but education quality too cheap , only spreading fake advertisement .",1.0,-0.4939,Negative,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSUNzXy1EdE9REAE,Studies are good but it is the most crowded University.,4.0,0.2382,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNNdVpqU3NRRRAB,"This is one INDIA'S finest educational institution, with 50+ available courses , 40k+ students, a brilliant placement history and also a beautiful, lavish green campus.",5.0,0.8271,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUMwenVEaTRnRRAB,"Currently I'm a student of this university, according to me this university has lots of potential in itself only. All things are very good and nice, infrastructure are well maintained and looks beautiful.",5.0,0.9053,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUM4aHBtSEx3EAE,LPU is the best university,5.0,0.6369,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUMwamJmdnNnRRAB,"One of the largest Universities of India, located in northern region, Phagwara Punjab. Has almost every course offered, except a few like MBBS and other. This university is famous for it's area, which is 600+ acres. This university has it's own shipping mall, swimming pool, hospital, helipad, play grounds for all the sport and games, and a lot to offer to any student. Academics is also good and placement is okay. However, the staff behaviour is a bit harsh in most of the cases, until you have  your parents along with you.",4.0,0.7003,Positive,5,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNNMjhDcF9RRRAB,Interms of events and facility its good but teaching wise and hostel rooms not good,3.0,0.4572,Positive,4,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURza1l1M2x3RRAB,Good university  Good infrastructure  All amenities matching to world class,5.0,0.7003,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUQwdmZIcW5nRRAB,"Just a profit churning machine. Wasted 5 years of my life here. Thanks to them all my ambitions are on the down low now. Don't be hypnotised by the advertisement of infrastructure, it's all BS.",1.0,0.128,Positive,3,2.0,2
ChdDSUhNMG9nS0VJQ0FnSURNc0xmeTdnRRAB,"Lovely Professional University is an impeccable university i could have asked for. LPU is not only the university with the largest campus in North India but also the university with the most diverse students population. Students from all across the world live in the hostel, which comes closest to being 'a home away from home'. The mixture of races and religions helps to build a decent environment. About studying environment if you are coming here to study. If you are good at any other activities like singing, dancing, playing any instrument/sports or whatever, you will find support for it. DSA is the group which supports all these things. LPU has a really really big library. But believe me only very few people come here for studies. Rest all just come to stare girls. Girls are never alone in library. Yeah it provides great and no. of scholarships but it covers all it's money in terms of hostel fees are to high. LPU is one very stingy place and like saves money on almost each but not everything. You won't even get another sheet in exams or rough sheet if you want an extra so. Do come here only if you want to save tuition fees. Rest all..  Please don't ruin you life coming here.  It's a paperless university. Everything is online here.",4.0,0.9923,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURNbUk2TGV3EAE,"Best University ... World class infrastructure .. the faculty the education everything is just wow .. i admire this place the most ..  the ums, the exploration we get in this university .. many more things here after education .. the concert, sports , festival, coke studio, youthvibe, one India , the campus , law gate , gh3, the uni mall, the saloon , DSA block 28block admin block 34block, PNB bank , white sauce pasta ,Rice bowl , malai champ, afgani champ, CA, presentation, soft skill classes, Harmeet sir, Ankush rawat sir , veneet pratap sir , Anant sir, i have done BSc Agriculture from here...wonderful experience 👌👌💓💓 too lovely",5.0,0.9883,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURNNEoyU0hBEAE,Amazing night view of gh6  # sunset with amazing color with natural beauty kisses the sun with beautiful black looking tress shadows❤❤ Amazing gh6 hostel lpu most infastruture nd 9 floor apartments with amazing facilities,3.0,0.9899,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURNc0lPYTVBRRAB,One the most popular deemed University.... And pride of JaLandhar to... Is near by JaLandhar only.... Placement ratio is also good fee structure is on little higher side.. than other universities.... In JaLandhar or out side JaLandhar but overall its a good choice.... Also its a hub for multinational students.... infrastructure security system.. and rules... Are the positive points of this University....  Its on national highway. NH44... Or can say on panipat JaLandhar highway...,5.0,0.9481,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNNdWJMVThRRRAB,"People can survive easily , very puntual University ( Session going time to time ) , cultural programs .",4.0,0.34,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURNNklLQWd3RRAB,"Lovely Professional University (LPU) is a private university situated in Phagwara, Punjab, India. The university was established in 2005 by Lovely International Trust, under The Lovely Professional University Act, 2005 (Punjab Act 25 of 2005) and started operation in 2006. With 24,000 students in 2010, it claims to be the largest single-campus private university in India. The university campus spreads over 600 acres (2.4 km2) in boundary on the outskirts of Jalandhar and houses 10,000 students (as of 2010). Following are th schools in LPU :-- Mittal School of Business School of Computer Science and Engineering School of Mechanical Engineering School of Civil Engineering School of Electronics & Electrical Engineering School of Bioengineering and Biosciences School of Architecture and Design School of Hotel Management and Tourism School of Computer Application School of Pharmaceutical Sciences School of Agriculture School of Fashion Design School of Journalism, Films and Creative Arts School of Chemical Engineering and Physical Sciences School of Law School of Polytechnic School of Physiotherapy and Paramedical Sciences School of Education School of Physical Education School of Social Sciences And Languages The National Institutional Ranking Framework (NIRF) ranked Lovely Professional University 52 in the management ranking in 2019 and 27 in the pharmacy ranking.",5.0,0.9698,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNZMF91dTl3RRAB,"One of the top private University in India. It has a very nice architecture. All the buildings are devided in blocks and department. College life is very good there. There are students from all around the world here. We get to know the culture about the other countries. There are so many food stall and a Mall in the university, you can get anything here. There are many department that help student to explore their talent.",4.0,0.8632,Positive,5,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUQwcGYtUHJnRRAB,Lovely place Love it's environment good space for parking good canteens are there cafe are there auditorium is bestest Love to be there.....,5.0,0.9584,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURVcFo3OVBBEAE,This is the good university here the no of students will get is more which will help you in   making a good biodiversity. After all you can have your own startup due the more number of students. Finally overall it's good and the one thik that I feel I got increase is confidence level.,4.0,0.9399,Positive,5,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNNby03WDlRRRAB,I was there for the verification of my addmission under distance education course.the infrastructure is very beautiful and uniquely designed.i faced not even a singke problem to find the addmission block as people were very helpful to narrate the path.there was so many guards for security of uni.so many places to eat and hangout was also there along with beautuful gardens n positive environment.all in all it was a dream come true experience and i want to visit again soon.you will be happy to know that lpu stands at 4th no. On the list of top uni. In india and 8th on top uni. Of world.go ahead be a member of lpu you'll never regret it.,5.0,0.9658,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNjeGI2VF93RRAB,Places are well clean and everything is so easy go around,5.0,0.8196,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUQwX08tS1NREAE,"A very good campus, full security, 24 hours CCTV surveillance in whole campus, Malls, Restaurant, Food cort, and a lots of placement opportunities.",5.0,0.8016,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURJcVozNEtnEAE,"A very calm place, the atmosphere the nature is at its best in the university. People from different cultures from whole over India and even foreign countries live in harmony here. There's no thing like ragging and you will enjoy your college life. The place is worth seeing once and enjoying different things in the whole huge campus. ❣️✌️",5.0,0.9647,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURjZ0xEcWR3EAE,Hostel Life is awesome here👌👌,4.0,0.9466,Positive,5,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNzZzhYdWV3EAE,It is the biggest University i ever seenm Soo many  department was there,5.0,0.0,Neutral,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNNbnJqazRRRRAB,"India is one of the largest producers of engineers in the world. In India, there are numerous engineering colleges imparting undergraduate and graduate courses in engineering, applied engineering and sciences. The Indian Institutes of Technology (IITs), BITS Pilani Campuses, National Institutes of Technology (NITs) and all State & Central government owned Engineering & Technology College & Universities are considered the best in the country. The graduates from IITs, BITS and NITs earn higher as compared to the graduates of other engineering institutes. Many public sector companies prefer to recruit graduates from IITs, BITS, and NITs as they very technically skilled and curriculum in those institutes are extreme",5.0,0.6369,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNNbV9QTnhnRRAB,"Lovely is lovely, because It gives great respect to art. It is a matter of pride.",5.0,0.9538,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUQwcGVLMWV3EAE,"I love Lovely Professional University (LPU) than any other universities India. It's infrastructure is excellent and it spread in 600+ acres. We can say LPU is a city itself. Everything is in LPU whatever you want, you will get it. Jo ek shahar may honi chahiye wah sab hai. Students come here for study from all corners of India. Aur approx 20+ different country se bhi students hain.",5.0,0.9186,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURNanB1dEhBEAE,The university is progressing in terms of student policies that's all the problem we african students were facing 👌,4.0,0.5319,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURVN3RhdlVREAE,India's number one University in terms of students in a single campus.Students from more than 40+ countries are studying here. Here more than 30k students are enrolled in various academic program. But one thing I notice here is More Actor/ Actress visit more than guest lecture.,3.0,0.0387,Neutral,3,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUQwcVliQkdREAE,"I am pursuing cse and the exposure that i get is really amazing i learned a lot of things ,",3.0,0.624,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUQwdXJLVlZBEAE,1. After ICAR Lpu is not giving you good education. Now business is running here. Lpu having more advertisement. Don't fall in that. 2. After joining I have come to know that they are looting you. Coming from South India for education and having very bad experience. 3.They are not cleaning the room. 4.Food having cockroaches and flies. 5.Hostel are lacking even primary facilities. 6.It is difficult to get good food even outside. 7.Showing arrogance towards non vegetarians. So it is better to study in South itself. Just because of ICAR don't join here. You are wasting your life and money.,1.0,-0.8924,Negative,1,1.0,1
