,id_review,rating,compound,Sentiment,pred,temp_pred,fin_pred
ChZDSUhNMG9nS0VJQ0FnSUNFb2FyY2RBEAE,"Had been here to attend a concert during the fest. They told cosmetics like lipstick and eyeliner etc is not allowed inside .That's rediculous. Then they told we shud leave it outside in a box with a small label. They took so many items form everyone and left it unattended. I lost everything, so did sooo many other girls. Everyone was so mad . They were being so irresponsible and on top of that shouting at everyone saying y did u bring. It was not even mentioned in the tickets. Irresponsible and arrogant .",1.0,-0.921,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURBak9YUldREAE,"Very good University College having many Institutions! Though the continuous construction work disturbs current students, it's constantly developing new infrastructure, and that's a good sign!   Quite far away from the City Centre on the outskirts. The students are hard working and teachers dedicated. Currently, It's one of the best in Bangalore",4.0,0.8904,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUQwNXI3MGRBEAE,#1 in top Karnataka engg colleges,5.0,0.2023,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURVblBYVEdREAE,i want to join the collage can someone suggest the fee for me plzz,1.0,0.3612,Positive,3,2.0,2
ChZDSUhNMG9nS0VJQ0FnSURrMmZIN1FnEAE,Is this university best for bio technology course???  Plzzz suggest....,4.0,0.6946,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURrbnYzdHVRRRAB,I went there for Nisvartha foundation 10th year annual day function.Infrastructure is good but much improvement is need.,4.0,0.714,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUQwcE9xMlVBEAE,Best university !! All rounder,5.0,0.6988,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURRcFBXal9BRRAB,"Very good University College having many Institutions! Though the continuous construction work disturbs current students, it's constantly developing new infrastructure, and that's a good sign!   Quite far away from the City Centre on the outskirts. The students are hard working and teachers dedicated. Currently, It's one of the best in Bangalore.",4.0,0.8904,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUMwaXZUbXR3RRAB,Awsome placements and good teaching,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNzaHVDOXNRRRAB,Too dusty and noisy for a university.,3.0,-0.1779,Negative,2,2.5,2
ChZDSUhNMG9nS0VJQ0FnSURrcC12WEpnEAE,Its a very good college campus is nice,5.0,0.7178,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURVMllmNzFnRRAB,Really nice environment of college 👌,5.0,0.8491,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURrbzRuX0V3EAE,One of the best private colleges in Bangaluru,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNJeHNySF9nRRAB,"Awesome! University, Went there for General Quiz #AmateurScientist. It was Nice experience and had a great fun all day long. The university is very vast and has building for every department and also have a satellite monitoring center for their PISAT.",5.0,0.9392,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURZdTR2dXl3RRAB,"One of the worst college , don't ever even think of joining",1.0,-0.6249,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURJMHQ2WE5REAE,Saw from only outside Good painting on outer wall People were or student were in proper dress formals..,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNjOFlyNi1nRRAB,Good place,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUM0b0p1ZVNREAE,The management dont have basic manners and dont know how to behave...one of the worst experiences ever with them,1.0,-0.6249,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNRXzZMOER3EAE,Nice campus.... placement are very good....fests are organized well.... Cricket ground.... Still construction is going on... Good infrastructure.... But any way a very big and good college 🎓,4.0,0.8246,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBdVpiUUlBEAE,"It gave me a wonderful experience and a good environment for studies.. PES University, formerly PES Institute of Technology, is a private university in Bengaluru, India. Established in 1972, it is focused on four main educational areas: Engineering, Medicine, Management and Life Sciences.",4.0,0.8481,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBMU1lcTRRRRAB,"It is one of most time spent in my life... Here I have so many feelings with this college....good, bad.. Great.... Almost all types of feelings...now I am thinking that those days are the most happy time(student life)....than the present...",4.0,0.6801,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURjeEpLSEpREAE,Good,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNRaktTZHVRRRAB,One of the top university in Karnataka. A very big campus with very good infrastructure. campus is very beautiful with lot of trees basketball court and cricket court is constructing. And New building is also constructing. PES society having meny compsus is there in Bangalore. Totally a beautiful place for students.,5.0,0.9241,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURrMVpMQlRREAE,05 kalburgi Gulbarga,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUM0NTlHUVV3EAE,Surprised such a reputed institute has no digital payment facility for its students when Govt is encouraging such facility and all other institutes have already complied. PES still insists payment through cash/ demand draft. Is it to create black money?,2.0,0.5719,Positive,4,3.0,3
ChZDSUhNMG9nS0VJQ0FnSURVNzRIUmVnEAE,Lovely place to study,5.0,0.5859,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBN0pMR1l3EAE,"""One of the best institutions  the activities and exciting programs and excellent coaching for academic achievement ""                                  Good luck",5.0,0.9517,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBczZ5U1hBEAE,Not a student here but I have visited here. Very nice campus... Nice facilities.. Infrastructure is very good. Loved It,5.0,0.9652,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNjNmRpZHlnRRAB,Good,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNVd3NUQndRRRAB,No 1 engineering college in karnataka,5.0,-0.296,Negative,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNBOTRDNzd3RRAB,Very good University. Even though the campus is not too big it is very well maintained.,5.0,0.6794,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNnb05YRG5RRRAB,"Am not a student of this collage, but I visited at its collage fest. Good infrastructure, cool campus. I don't know about the quality of education they provide...",4.0,0.7783,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUMwczUyV3JnRRAB,Pes bad,1.0,-0.5423,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNRcW9LYmZBEAE,I really want to know abt this university. Is this university is best for biotechnology course?,1.0,0.6997,Positive,4,2.5,2
ChdDSUhNMG9nS0VJQ0FnSURnakk2Mnd3RRAB,Infrastructure is fabulous. Small campus but we'll maintaind. Well equipped labs. Excellent faculty. Best placement for CSE and IT.pleasent atmosphere. Mostly crowded. Hostels are outside the box campus.,3.0,0.9493,Positive,4,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUN3c3FpdmdRRRAB,"A good place to study! Having nice infrastructure and good faculty with enough resources.. And the methodology of learning is also different and good! Co-operative lecturers! Good crowd and nice environment for studying..! Well equipped labs...! For wi-fi lovers...its sad that the college wi fi is restricted too much cant access everything! And a decent hostel for boys within the campus..,! Overall nice experience!",5.0,0.9483,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURRaXN5eU53EAE,A really good college with all facilities and infrastructure. Very good teachers and students get good opportunities to showcase their talents in any feild of interest.  Lucky enough to be a part of this college.,5.0,0.9622,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUM0LUxuZHJnRRAB,The management is worse.....no manner to talk.,1.0,0.0,Neutral,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSUNJenBEOUNnEAE,"They are not giving proper information about PhD. I have been calling from long time. They r connecting to some dept ,but no one is responding.",1.0,-0.5136,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNBenFXN0F3EAE,PESIT i.e PES Institute of Technology then and now The PES University deservingly got its status..Being a proud Alumini of the college just loved the times of my graduation there..From the classrooms to hostels to Rooms to roams to nightouts to tours to long drives..The unforgetable memories of a life time..!!!!!,4.0,0.8469,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNnLXVib29BRRAB,very good university with excellent faculty and facilities,5.0,0.7841,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBdTVQR2NBEAE,"I am not the student of this college .please guys anybody suggest me ,How is the MCA course and their placement? ??plz anybody help me out this....",1.0,0.7041,Positive,4,2.5,2
ChdDSUhNMG9nS0VJQ0FnSURnNHRxSHRRRRAB,Infrastructure is fabulous. Small campus but we'll maintaind. Well equipped labs. Excellent faculty. Best placement for CSE and IT.pleasent atmosphere. Mostly crowded. Hostels are outside the box campus.,5.0,0.9493,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURBdE9fajBBRRAB,"One of the Best college in Karnataka , campus placement is also very good. Best branches to study are CS n IS.",4.0,0.9165,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNReHJ2aFFnEAE,"The best institute for technical education in Bangalore. The infrastructure, faculty, staff were fabulous.",5.0,0.8225,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBdDREdHBnRRAB,Its a dream come true for engineering students studying here. Definitely better than some IITs. ,5.0,0.8555,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBbnZpakVnEAE,India's 7 top most college and 2nd in Karnataka State,4.0,0.2023,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNReUxDckxREAE,Very good college for Engineering. Very well placed in the city and nice environment.,4.0,0.8119,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNnaHMzSnhBRRAB,I have mixed opinion on the one hand it has good placement and infrastructure . But on the other hand there is no value for merit students .. more than 70% have come by paying huge amount of money. And the stupid cbt system makes it more hard for us to perform in exams..,3.0,0.701,Positive,4,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNBenF1ZWRREAE,"Very famous institution now has become a university. Very famous for campus, facilities, infrastructure, placements. Best to choose.",4.0,0.6369,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURnbjhxcUVnEAE,"Thank you for building my future. Good faculty, good infrastructure..",5.0,0.8074,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNRZ3NqVGlBRRAB,"The college is good... But then the way they teach in first semester is bad and the way students have to work  is really hard....the worst part is there is no mechanical lab (lathe and stuff) section the first year they have replaced it with JED-I to make the 1st year more easier for CS and EC students this is actually too bad for other  students...i would recommend mvit/bmsce/bmsit for mech,civil students....the chances of doing M.Sc  would be very less  because it's very hard to get a grade above 9",4.0,-0.8972,Negative,1,2.5,2
ChdDSUhNMG9nS0VJQ0FnSUN3aTlqeWdRRRAB,College architecture is good. Environment is so clean. Peoples are very good. Food transport facilities are good.,5.0,0.9097,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNvbl9qZWl3RRAB,"Great college, great atmosphere",5.0,0.8481,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURRcmJuTS13RRAB,"They have 'the best' canteens. There are lot of options for food inside the campus. Though the campus is small, the infrastructures are pretty good.",4.0,0.8834,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBLV95RVhnEAE,"Amazing place.  Lots of opportunities explored and memories made. One of the more strict engineering colleges , but nothing I'd complain about.",5.0,0.7064,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURnNDkyZGp3RRAB,"I still remember the flawless beauty of the university,The infrastructure and the widespread area attracts the crowd.Overall The exam that I gave went well and scored 15.2 k rank in PCM.",5.0,0.8979,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUN3LTlhNVZREAE,Undoubtedly the best engineering college for a CS/IS student seeking employment in the immediate future of his graduation. It has the highest number of companies visiting a campus in Bangalore with over 70 Tier 1 offers (8L and above) for CS/IS students and 110 companies visiting campus.,5.0,0.6705,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURZNVlhUG5RRRAB,Directly on Outer ring road,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNRcWVhS3NRRRAB,Good place to learn and explore oneself. Strict and disciplined environment. One should be good at Mathematics to survive here. A PESITan :) ,5.0,0.8316,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNZOGNmVXZBRRAB,With good facility,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURnd1pYdEtBEAE,"The university may not be presently compared to the IIT's or NIT's. But the Pro chancellor is taking all possible steps and bringing the education here at par with the international standards. All the members of the university are strive hard to make the best. The faculty is very good as far teaching is concerned and very supportive when approached. The infrastructure is also great and is under upgradation. The University maintains discipline and decorum in the students by following a few strict rules without hindering the freedom of the students. Its a college wherein students would not be willing to miss classes. The research area is good working on many different domains. The facilities provided like the library, labs equipped with necessary elements, sports grounds, canteens, auditorium etc.. Coming to the placements, The ratio of students placed to that of eligible is high and a good number of them with Tier-1 offers (particularly for CS). Many students get admitted to top universities abroad. The students get admit to the university through CET and PESSAT. The tuition fee through PESSAT is high. But scholarships are awarded to meritorious students every semester. Overall a very good place to enjoy and learn a lot technically and aspects of life.",5.0,0.9934,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUN3ODVEUGR3EAE,Worst college in this planet specially for MBA and there are third class teachers who don't know how to teach.In government schools and colleges teaching standard is good as compared to this worst Pes college. No practical activities nothing is there .crowd and environment are also worst no dressing sense like local village boys and teachers are worst in the planet . they charged Very high fee and output is 0 .vice chancellor lies all the time good placement are there BT nothing is there don't take admission in this college.u will ruined ur Life some body has to take action against this clg this type of college should not exist in earth,1.0,-0.9681,Negative,1,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURRMXBQNS13RRAB,"Great university, The value of which you realize when you pass out of this college. Great team of Faculties who guide students to excel",5.0,0.9274,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBcEl1SEZ3EAE,Worth studying here. The level of exposure is high. The courses offered are unique. The campus and its environment is just too brilliant,4.0,0.6908,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURneVl2cWdBRRAB,"Nice place, has large campus and hopefully all facilities. Getting addmission is quite tough. People with knowledge AND/OR money get in easily.",4.0,0.7275,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUN3NnBMekp3EAE,"This article is about the institution in Banashankari III Stage, Bengaluru. For the institution on Hosur Road, Bengaluru, see P.E.S. Institute of Technology, Bangalore South Campus. For the institution in Shimoga, Karnataka, see P.E.S. Institute of Technology and Management. For the institute in Mandya, Karnataka, see P.E.S. College of Engineering.  PES University (PESU) is a private university in Bengaluru, India. Established in 1972,it is focused on four main educational areas: Engineering, Medicine, Management and Life Sciences. The institutions offer both foundation courses in these areas, as well as specialization with a Bachelors/ Master/ PhD degree. Originally named the PES Institute of Technology (PESIT), it was renamed in 2013.",5.0,0.5719,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNRdThLLUp3EAE,Mtech placements are not so good. However getting an internship in a software/core industry is easy.  Teaching is very good.,4.0,0.4704,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURnem9IMmV3EAE,"One of the best colleges in Bengaluru... and they have the excellent teaching faculty and the staff are very good and friendly...campus is very beautiful and environmental..,",5.0,0.9459,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNRejlYdDl3RRAB,I visited this campus for interviewing candidates for my company. This campus has good infrastructure and facilities.,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUN3NU5PdDRnRRAB,"Amazing university, great focus on students, not all are the best teachers around but are on par and better than many others..",4.0,0.886,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUN3OUpfNkVBEAE,Awesome college. Superb teachers. Amazing campus. ,5.0,0.9186,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURRem95NFlBEAE,"Coaching is good, bit the campus is full of concrete buildings. First college to launch student satellite in association with ISRO",4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURna2ZINUJnEAE,Excellent college.. A place were dreams become reality ☺️,5.0,0.8555,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNJNGFlaUlBEAE,Very Good Place to learn,4.0,0.4927,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNnN29ydFRnEAE,"I was in this college sometime last year to deliver a few sessions on behavior related topics - Participation from the students was really great however,  students lack confidence in public speaking.",3.0,0.7501,Positive,4,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNnaUpqOUN3EAE,Proud to be part this institution. Without ID entering inside campus bit difficult 😁,5.0,0.5574,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNnOUxIZEdnEAE,"A big University, spacious, hosting many events every year. It is also a dream of many students in Bangalore to get into this place. But, not everyone can realize this dream. ",5.0,0.5228,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURBNk4yUzlnRRAB,"Great college, good infrastructure... And hostel life was awesome during our time, don't know the current status...!",5.0,0.908,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURRcXF6OUNBEAE,yeeEAAAHHH It was awesome experience there to learn,5.0,0.6249,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBOXNXRURREAE,"Best college for CSE students in terms of Facility, Coaching and Placements. Lot of exposure and encouragement to do Projects and publish Papers.",5.0,0.7906,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3LWQyU3BBRRAB,Good college. Lots of technical events happen every now and then and gives you lots of opportunities to learn new things. Strict about attendence. Otherwise very good. ,4.0,0.8268,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUN3MTZqd3N3RRAB,Got my engineering degree here in 2012. Pretty good institute. Comes hard on us sometimes. Worth studying here!,4.0,0.784,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURBOU5EM3FRRRAB,One of well known educational institutions in field of engineering technology in Karnataka. ,4.0,0.2732,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUN3MHVDRER3EAE,"Nice campus, good education and learning atmosphere, good campus placement options",5.0,0.8225,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3NXVPMXpnRRAB,"Although they make money...few are worth it. Teachers are good( but not all I say) . The management team is good. But to be more clear is that year by year they are themselves reducing the purity of way of teaching and curriculum activities as how the previous batches had. I request on the pes team to do that atleast for upcoming batches. But coming to the help u need from the college..the whole management stands there to u. A good experience which teaches u what to be with , do with. How to treat people , exposure, to know how life could be hard on hands too. ",4.0,0.9659,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNRbnZyX2NnEAE,Well maintained campus. Lots of recommended courses.,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURnM2NIWEhBEAE,Good collage for bookwarms. strict rules by the authority..,5.0,0.4939,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBM09qMXlBRRAB,Nice infrastructure and high standard education.,4.0,0.4215,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURndWRmckpBEAE,"Best College in Karnataka for students.Great Management Team.College thinks about the students carrier rather then making money.Colleges is for everything like sports, cultural events and much more.Best Qualified lecturers with great teaching experience. Overall i can say that PES UNIVERSITY best of all time......",5.0,0.9432,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNReVpMb0VBEAE,A very good college with great infrastructural facilities. Highly preferred for engineering courses all across India. Excellent placement options. ,4.0,0.8999,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBMmNPdGxRRRAB,One of the best Engineering College of Bangalore . Preferred for Electronics and Computer Science.  Nice descent campus. ,4.0,0.7906,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNReDVXVnhBRRAB,"No.1 College in Karnataka and 7th in INDIA, very good campus, very good teaching and very good study environment! Great University of India",5.0,0.9322,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNRdXNmN0NREAE,"Spacious, green, neatly maintained campus, beautiful and well equipped buildings , ample parking, beautiful place .",4.0,0.9062,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUN3Mk5HWWJnEAE,As a student I should say the classes are not fun and not job orientated at least in electronics and electrical but never the less if student has skill he will get amazing opportunity for growth.,4.0,0.909,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNnLTRueFVnEAE,One of the best engineering colleges in Bangalore 3 friends studied there and got a hood placement. Their inter collegiate fest is not to be missed.,3.0,0.8477,Positive,4,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURBNVpULXdBRRAB,Very good University. One of the best colleges  to study engineering. CSE is the best branch. ,5.0,0.9117,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURnOF9xLV9nRRAB,"One of the best colleges in Karnataka for graduation and post graduation, with highly skilled staff. Very good management, by the support of which there are a lot of opportunities for students. Events, cultural activities, sports etc are organised frequently which directly help students to improve their knowledge.  Excellent placement opprtunities. Best infrastructure, impressive facilities. ",5.0,0.9826,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBM0xHd0VBEAE,This is the best you can get..... Most important is that you will have higher contacts here ...,5.0,0.7425,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURnX1pPUGF3EAE,The best place to study. Professors are student friendly,5.0,0.8126,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBNXFQcFhREAE,"The worst college experience ever in my life. Worst attenders in office and worst accounts section. Some of them act as if they are the Principal of the college and u can ask anyone from this college who that retarded fellow is. Teaching is not up to the mark. In my opinion please never even think about joining this worst college, especially for M.Tech. This is the truth and even after reading this if you want to join this college then go ahead and enjoy your worst days of life in this college.",1.0,-0.9564,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNBdWJLcURBEAE,A pretty decent college overall with a student friendly atmosphere and plenty of student groups. The campus is extremely crowded though.,4.0,0.7506,Positive,4,4.0,4
