id_review,caption,timestamp,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNjay1LaW5nRRAB,"Lovely Professional University is the best platform for the younger generation. I'm an alumni of this university and it has taught me quite a lot things in context to co-operation and coordination with friends, culture, teaching, etc. Its been an extra-ordinary experience",3 months ago,2020-07-22 18:47:48.249936,5.0,jagbir singh,5,0,https://www.google.com/maps/contrib/116808439995106687540?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjaC1UQUJ3EAE,Amazing work and study environment. A place where students can showcase there talents and can go to higher level of success.,3 months ago,2020-07-22 18:47:48.251006,4.0,Avishek Agarwal,16,0,https://www.google.com/maps/contrib/108701571365351118038?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURjMk1qeU53EAE,One of the best private university. And the security in campus is awesome,a month ago,2020-07-22 18:47:48.251956,4.0,Vijay Kumar,0,0,https://www.google.com/maps/contrib/101831598520267846165?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjazZLT1FBEAE,"LPU is the top university in India in private space.  The massive, latest technology campus is equipped with best faculty, best labs, best ecosystem.  Housing more than 30000 students and 5000 plus staff members, LPU has carved a great name in education field.",3 months ago,2020-07-22 18:47:48.252922,5.0,Dharamveer Dheer,0,0,https://www.google.com/maps/contrib/113828455819363503329?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURjcVB6b1B3EAE,Lovely Professional University is the India's largest private University in Jalandhar Delhi National highway Phagwara Punjab. beautiful infrastructure structure largest and latest infrastructure largest university in areas wise. largest number of students from worldwide. distance mode study is also offered here. Many super Stars are visited here to promote their movies album. many punjabi movies and songs also shooted here. I am also graduated from LPU.,2 months ago,2020-07-22 18:47:48.253896,5.0,Amit Mehra,0,0,https://www.google.com/maps/contrib/104470225604678743087?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNzanBINnRBRRAB,"Life in Lovely Professional University is 👌👌 and Lovely....! I've never thought of coming here..., But once after coming i felt that it's not a bad deal. There's a lot of scope for growth for each individual joining here...! Only thing we should know is how to mould ourselves. The climate quite awesome and also the greenary as well.",5 months ago,2020-07-22 18:47:48.254847,4.0,srinivas panniru,0,0,https://www.google.com/maps/contrib/117719349712597174777?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNJbW9mSE9nEAE,"I have completed graduation from lpu in 2020, 90% of the faculty are passouts of the same College and most of the students are from AP and telengana. There are best Universities in south don't fall in their fake advertisements",2 months ago,2020-07-22 18:47:48.255787,1.0,kishore modem,1,0,https://www.google.com/maps/contrib/115984549876322090623?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUM4NjdfVXBRRRAB,thumbs up for its infrastructure,6 days ago,2020-07-22 18:47:48.257015,5.0,Raj Tiwari,0,0,https://www.google.com/maps/contrib/105645289667561334694?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjbTVfYk1REAE,Lovely  professional university 😘  I'm like  I'm the working over here  RO service please all customers contact me this number +919780522997,3 months ago,2020-07-22 18:47:54.992349,4.0,Ashwani Kumar,22,0,https://www.google.com/maps/contrib/118302907550748541770?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURNdTZpaUVREAE,"Please inform me about the status of my Study Grant as I have been waiting for a long now.  Please release the Study Grant for the NIT Srinagar students as we have been waiting since August for the Study Grant, still the status of my Study Grant is showing Pending.  It's a humble request to reimburse the Study Grant amount so that our wish to receive the precious study grant is fulfilled.",6 months ago,2020-07-22 18:47:54.993349,1.0,Basar Qari,6,0,https://www.google.com/maps/contrib/104589655066334986607?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNjay1Lamp3RRAB,"I have personally visited LPU and interacted with Students, as per there feedback and what i experienced,this is really a good University and is having strong reputation with great Infrastructure of Academics,Sports, Cultural much needed for overall development of a individual and providing great opportunities to there students for getting Placed in global brands!",3 months ago,2020-07-22 18:47:54.994306,5.0,sartaj cheema,0,0,https://www.google.com/maps/contrib/114633665710693643030?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURzcnNpTDhnRRAB,1.Best Campus 2.decent students 3. Need better faculty 4. Decent fees with lots of scholarship,4 months ago,2020-07-22 18:47:54.995255,4.0,Tenzin Tsering,0,0,https://www.google.com/maps/contrib/113076452113982976418?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUMwM1pDUnRRRRAB,"Best place to learn & enjoy. Cant ask for anything else. Best exposure a person can get used to, Its a place not only for studies but also for many activities to take part countless in number. More than this in the final year it has the best placement opportunities. In the end you'll just forget how many companies have you really attended!!",9 months ago,2020-07-22 18:47:54.996199,5.0,Innocent Rahul,0,0,https://www.google.com/maps/contrib/102605749571234117916?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNjejd5azJBRRAB,"I've done my B.sc from LPU n now pursuing MBA from the same. Infrastructure , Management n placements are really good n most important the faculties are really helpful n soft spoken.",2 months ago,2020-07-22 18:47:54.997345,5.0,Harpreet Dhillon,2,0,https://www.google.com/maps/contrib/103491368570626674096?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNjcC1TN21RRRAB,Awesome Place to Study... I love to study again iof birth again,3 months ago,2020-07-22 18:47:54.998288,4.0,Chitranjan Jaiswal,1,0,https://www.google.com/maps/contrib/114386927187592969040?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUM4dW9MX05nEAE,Infrastructure and event organising is good but in my experience in degree the teaching quality syllabus and practicals are worst and the condition of labs are worst.,2 weeks ago,2020-07-22 18:47:54.999579,1.0,pushpendra kumar,0,0,https://www.google.com/maps/contrib/114938930840606682082?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNzdV92bk93EAE,"It's just like small town with all the luxury facilities available. You are under cameras for 24 hours within the university. Full tight security. Beauty EVERYWHERE in the campus. Those plants (expecially the plants which climb on the hostels,campus blocks) are just beautiful A lot of events;DJ,EDM nights,concerts and many more activities happen here every semester.",4 months ago,2020-07-22 18:47:55.000538,5.0,JIREESH VANAPALLI,0,0,https://www.google.com/maps/contrib/113151764333159004637?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURNN2FmNWh3RRAB,Very good infrastructure and classrooms. The university is spread over acres of land and all the streams are available for admission except medicine. Inside the campus lots of food varieties available. Inside the campus battery operated vehicle are there to transport from one place to another and saves time,5 months ago,2020-07-22 18:47:55.001495,5.0,Hitesh mohan,0,0,https://www.google.com/maps/contrib/107049557985663310820?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjMjREZEF3EAE,"LPU is a single campus private university in India located in Jalandhar,Punjab with 30K+ students all across the world and with 4000 experienced faculty members and staff members with more than 200 programmes .  LPU has a beautiful campus with a great infrastructure  with all the facilities within the campus itself.  LPU has earned many affiliations, recognition and accreditation and still working for more.  Even the placement opportunities in LPU are much better than other private universities as it is ranked the 5th amongst the other universities for its placement records.  So, LPU will be an university I will suggest from where you can pursue your higher studies.",3 months ago,2020-07-22 18:48:01.542016,5.0,Bhanita Sarmah,1,0,https://www.google.com/maps/contrib/115508691876085499044?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURzdWJTMFdBEAE,A place that shape future... Tons of opportunities and exposure.  A very clean and hygienic University to live and study...,4 months ago,2020-07-22 18:48:01.543053,4.0,Priyank Deep Singh,0,0,https://www.google.com/maps/contrib/101766107753025144059?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURzMEtPenRRRRAB,This is the best college. Nicr infrastructure. Nice friends. Good placement,5 months ago,2020-07-22 18:48:01.544009,5.0,Siddharth Kumar,0,0,https://www.google.com/maps/contrib/115148554761084237341?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNzeWFfSlRBEAE,Placement is above 100% for all clear students. Teaching n guidance is veru good hear. And campus is very beautiful than other colleges of india,5 months ago,2020-07-22 18:48:01.545177,4.0,raushan shukla,14,0,https://www.google.com/maps/contrib/100779702713444279236?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjazVLNFlREAE,"LPU is the best private university in India offering best placements opportunities, internships and industrial exposure to the students.",3 months ago,2020-07-22 18:48:01.546139,5.0,Aanchal Jhingan,1,0,https://www.google.com/maps/contrib/100227910245058610990?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURzM05Dd2RREAE,"Nice, 📚 university ❤ where we can learn new, 🤔 think big, do activities, enjoy college life, make better career ❣️and etc.",4 months ago,2020-07-22 18:48:01.547122,5.0,Sonu Sankhala,9,0,https://www.google.com/maps/contrib/104926443371421847297?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjcmRyN0VnEAE,"best college ever.............. best in studies, sports, tours and trips, enjoyment n more.................... amazing memories, new friends, just like home environment............. most beautiful experience in university..................................................",4 months ago,2020-07-22 18:48:01.548106,5.0,Manpreet Kaur,0,0,https://www.google.com/maps/contrib/110515646521584979040?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjOWYzNVNBEAE,"Fee Structure And Facilities  The fee structure is feasible as per the other private colleges are concerned in India. You can also get scholarship based on your performance on the examination conducted by LPU at the entrance level and you can also get scholarships according to your board results.  Placement Wing  8/10  The placement and job opportunities are really very good they are also providing internships to students and not only the general internships but also the paid internships are available and if any student want to get an internship from outside then college will first review it and then approve it for you.The placement records are also very excellent and last year many students got selected in reputed companies and one girl selected in Microsoft at a package of 42 lakh per annum.  Alumni  Yes the seniors are very much helpful they are providing us study materials at the time of exam and they also tell us about the placement status how they are appearing for the placements and what to do to have a good impression on the companies which are coming in our college for the placements.  Faculty  8/10  The faculties are really very helpful and very friendly they clear all the doubts of students and have a personal interaction with them so that the students can get a very good visual of the studies as well as the co-curricular activities.  Campus Life  9/10  Yes, you have a great exposure to the extra curricular activities you can get admitted to any of the sports you like and you can also represent LPU at state or National level and if you achieve something good then you can avail full fee scholarship for the academics.  Course Curriculum Overview  8/10  The course curriculum is excellent and according to the needs of a student. The curriculum is taken by many government colleges like IIT and NIT and it is really very helpful for the students and helps them shaping their better future.  College Events  9/10  In the college there are many clubs which are responsible for organising various co curricular activities like hackathons, gaming events, seminars, sessions, workshops and many more. One of the biggest event is one world which happens every year.  Loan/ Scholarship Provisions  They are providing scholarships based on the entrance exams conducted by LPU. You can also get scholarship based on your perfomance in the boards. I have personally availed a scholarship and it is really helpful as some burden is relaesed from my parents.",4 months ago,2020-07-22 18:48:01.549065,5.0,Rohgini Vlogs,0,0,https://www.google.com/maps/contrib/113755845309110564999?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjaDZUelRnEAE,Good infrastructure. University which has students across the globe.,3 months ago,2020-07-22 18:48:01.550019,4.0,Neeladri Parikha,0,0,https://www.google.com/maps/contrib/113904594440064324786?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNNejVxb2JnEAE,"Lovely Professional University is a lovely campus with over 600+ acres and accommodate 40k + students. So many courses, Division of Student Welfare, different auditoriums and Sports Complex, many more to facilitate students of all kind.",7 months ago,2020-07-22 18:48:01.551103,5.0,Narasimha Pattapu,0,0,https://www.google.com/maps/contrib/104000765824317850181?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUM4Nm9LN0R3EAE,Not suitable for good students,2 weeks ago,2020-07-22 18:48:08.267320,1.0,jaspreet singh,0,0,https://www.google.com/maps/contrib/112194014721505544398?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNjaThfZWlRRRAB,One of the largest university in India.. Having students from all over the world ..,3 months ago,2020-07-22 18:48:08.268282,4.0,AKHIL Aiyancovil,0,0,https://www.google.com/maps/contrib/113753013522337040625?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURzMFBfVjN3RRAB,Lovely professional University is actually the place where people do come to study for securing their future.The main things of lpu why people chose lpu is for it's education and the placement.Through 99% students don't get placement but those who get is actually a good job.And in this University you will see the diversity almost 50countries are engaged with this University and 100+ companies are having partnernship.But the behavior of some guards very bad and rude.But no alcohol or drugs are allowed inside the campus.,4 months ago,2020-07-22 18:48:08.269275,5.0,Mrinal Lodh,0,0,https://www.google.com/maps/contrib/113666326218234922914?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURjMExmRkVBEAE,Great Educational institution good quality education.,2 months ago,2020-07-22 18:48:08.270221,5.0,Simran IAS Academy Chandigarh,0,0,https://www.google.com/maps/contrib/108295034280308785386?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUM4bmZlTENREAE,It's awesome place to visit,a week ago,2020-07-22 18:48:08.271161,5.0,Dr. Aruna Rani,7,0,https://www.google.com/maps/contrib/113646964969933579493?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURjbkw3N29RRRAB,"No limit for number of admissions ,% of  placement is very low, more then 50%students are not eligible for placement because of university policy , admissions are more then 15000 per year and placed only almost 10-15%",a month ago,2020-07-22 18:48:08.272101,1.0,SURJEET KUMAR,1,0,https://www.google.com/maps/contrib/114094378000561950262?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNzcGY3c0JnEAE,"I've been studying here for three years. I am a Product designer. LPU - Ranked No. 1 in the State and Among Top 5 Private Universities in India by 'Outlook Magazine' in 2019 offering diploma, undergraduate, postgraduate. LPU is one of the leading universities in providing quality education with more than 25000 students, 3500 faculty and staff, offering more than 200 programmes. Lovely Professional University is one of the largest university of India in terms of area and students. There are some of the unique points about LPU:  1. The university has Domino's, CCD and a mall inside the campus,  2. It takes approx 30min walk to reach from main  gate to Mechanical department.  3. It has a Mac lab.  4. There are more than 50 kiosks and 4-5 food  court/canteen.  departmental store which is open 24*7.  6. E-rickshaws are available within the premise of  university  7. In 2010, the no. of student took admission in Mechanical department was approx 3000+, and their was same no. of student in Electrical and Computer department.",5 months ago,2020-07-22 18:48:08.273282,4.0,Nikhil Jain,0,0,https://www.google.com/maps/contrib/111002168224460313031?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURVa1BtM1lREAE,"It's a fantastic college.. Previous times are golden days for students, liberity, peace happiness with regular classes some strictness broad campus with good infrastructure and good faculty with good food habits(though chicken is not allowed inside the campus).. but now focused on more construction, making hostel rooms and space of the college narrow and narrow.. though providing more facilities and also over stress and burden over the students with very strict rules even over the food in the stalls.. I proud to be a pass-out student not as a present student",11 months ago,2020-07-22 18:48:08.274258,4.0,pk reddy,0,0,https://www.google.com/maps/contrib/104241370445639227374?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNzZ3FuN3RnRRAB,"LPU is not going to dictate success in your career, but it will definitely empty your Bank Account.  It's a money capturing machine. Joining LPU is a ""COMPLETE WASTE"" of time and money.",5 months ago,2020-07-22 18:48:08.275339,1.0,Rohan Dhungel,1,0,https://www.google.com/maps/contrib/101158008168259795806?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNzNFpXVXZRRRAB,Very good university.Here u will get more and more opportunity to do something extra.,5 months ago,2020-07-22 18:48:08.276294,5.0,Alok Kumar,0,0,https://www.google.com/maps/contrib/105383433319364284288?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUM4bnZyR2N3EAE,"Safest place to be, thanks LPU",2 weeks ago,2020-07-22 18:48:15.436858,5.0,Maya Keischgens,2,0,https://www.google.com/maps/contrib/110369270545352114969?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNjM0ozOWZnEAE,"Rubbish university no proper holidays for other religion festivals. Except sikh festivals. This college should be reported . Rubbish college , don t ever take admission in it.",4 months ago,2020-07-22 18:48:15.439011,1.0,Ns Tv,7,0,https://www.google.com/maps/contrib/106831461470753399907?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUQwdHBqOGJREAE,"Previous times are golden days for students, liberity, peace happiness with regular classes some strictness broad campus with good infrastructure and good faculty with good food habits(though chicken is not allowed inside the campus).. but now focused on more construction, making hostel rooms and space of the college narrow and narrow",8 months ago,2020-07-22 18:48:15.440134,5.0,Ramandeep Singh,21,0,https://www.google.com/maps/contrib/102305860296736168175?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNVeU1xT2t3RRAB,"Very nice place to study, teachers are very hard working. They put in their best to teach. There are many co-curricular activities too. Placement options are also very good. There are many events.",8 months ago,2020-07-22 18:48:15.441399,5.0,Navjot Deol,0,0,https://www.google.com/maps/contrib/105388369285716212344?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNzam9hQWVnEAE,"Infrastructure is too good but education quality too cheap , only spreading fake advertisement .",5 months ago,2020-07-22 18:48:15.442640,1.0,Divakar Kumar,0,0,https://www.google.com/maps/contrib/106481452394117446326?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUNzXy1EdE9REAE,Studies are good but it is the most crowded University.,5 months ago,2020-07-22 18:48:15.443711,4.0,Raj Thirupathi,0,0,https://www.google.com/maps/contrib/105330048659271902691?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNNdVpqU3NRRRAB,"This is one INDIA'S finest educational institution, with 50+ available courses , 40k+ students, a brilliant placement history and also a beautiful, lavish green campus.",7 months ago,2020-07-22 18:48:15.444904,5.0,Ankit Yadav,0,0,https://www.google.com/maps/contrib/101848575888491224406?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUMwenVEaTRnRRAB,"Currently I'm a student of this university, according to me this university has lots of potential in itself only. All things are very good and nice, infrastructure are well maintained and looks beautiful.",9 months ago,2020-07-22 18:48:15.446495,5.0,Ayush Singh,0,0,https://www.google.com/maps/contrib/107347770364363125633?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSUM4aHBtSEx3EAE,LPU is the best university,2 weeks ago,2020-07-22 18:48:15.447559,5.0,avi singh,0,0,https://www.google.com/maps/contrib/110156314574922009707?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUMwamJmdnNnRRAB,"One of the largest Universities of India, located in northern region, Phagwara Punjab. Has almost every course offered, except a few like MBBS and other. This university is famous for it's area, which is 600+ acres. This university has it's own shipping mall, swimming pool, hospital, helipad, play grounds for all the sport and games, and a lot to offer to any student. Academics is also good and placement is okay. However, the staff behaviour is a bit harsh in most of the cases, until you have  your parents along with you.",9 months ago,2020-07-22 18:48:15.448944,4.0,DEV SAHU,0,0,https://www.google.com/maps/contrib/118221236697810523298?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNNMjhDcF9RRRAB,Interms of events and facility its good but teaching wise and hostel rooms not good,7 months ago,2020-07-22 20:53:36.280054,3.0,Sakshi Saxena,10,0,https://www.google.com/maps/contrib/106419309581873000698?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURza1l1M2x3RRAB,Good university  Good infrastructure  All amenities matching to world class,4 months ago,2020-07-22 20:53:36.283312,5.0,Manjit Kaur,9,0,https://www.google.com/maps/contrib/106246055229259575126?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUQwdmZIcW5nRRAB,"Just a profit churning machine. Wasted 5 years of my life here. Thanks to them all my ambitions are on the down low now. Don't be hypnotised by the advertisement of infrastructure, it's all BS.",8 months ago,2020-07-22 20:53:36.287138,1.0,Pankaj Tahalani,0,0,https://www.google.com/maps/contrib/115564231266115428403?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURNc0xmeTdnRRAB,"Lovely Professional University is an impeccable university i could have asked for. LPU is not only the university with the largest campus in North India but also the university with the most diverse students population. Students from all across the world live in the hostel, which comes closest to being 'a home away from home'. The mixture of races and religions helps to build a decent environment. About studying environment if you are coming here to study. If you are good at any other activities like singing, dancing, playing any instrument/sports or whatever, you will find support for it. DSA is the group which supports all these things. LPU has a really really big library. But believe me only very few people come here for studies. Rest all just come to stare girls. Girls are never alone in library. Yeah it provides great and no. of scholarships but it covers all it's money in terms of hostel fees are to high. LPU is one very stingy place and like saves money on almost each but not everything. You won't even get another sheet in exams or rough sheet if you want an extra so. Do come here only if you want to save tuition fees. Rest all..  Please don't ruin you life coming here.  It's a paperless university. Everything is online here.",7 months ago,2020-07-22 20:53:36.289492,4.0,Nirpal Singh,0,0,https://www.google.com/maps/contrib/107368579613217705844?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURNbUk2TGV3EAE,"Best University ... World class infrastructure .. the faculty the education everything is just wow .. i admire this place the most ..  the ums, the exploration we get in this university .. many more things here after education .. the concert, sports , festival, coke studio, youthvibe, one India , the campus , law gate , gh3, the uni mall, the saloon , DSA block 28block admin block 34block, PNB bank , white sauce pasta ,Rice bowl , malai champ, afgani champ, CA, presentation, soft skill classes, Harmeet sir, Ankush rawat sir , veneet pratap sir , Anant sir, i have done BSc Agriculture from here...wonderful experience 👌👌💓💓 too lovely",7 months ago,2020-07-22 20:53:36.291209,5.0,Nature talks,0,0,https://www.google.com/maps/contrib/110604093091870566108?hl=en-IN
ChZDSUhNMG9nS0VJQ0FnSURNNEoyU0hBEAE,Amazing night view of gh6  # sunset with amazing color with natural beauty kisses the sun with beautiful black looking tress shadows❤❤ Amazing gh6 hostel lpu most infastruture nd 9 floor apartments with amazing facilities,7 months ago,2020-07-22 20:53:36.293070,3.0,Arpi Sharma,2,0,https://www.google.com/maps/contrib/102624007981695883237?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURNc0lPYTVBRRAB,One the most popular deemed University.... And pride of JaLandhar to... Is near by JaLandhar only.... Placement ratio is also good fee structure is on little higher side.. than other universities.... In JaLandhar or out side JaLandhar but overall its a good choice.... Also its a hub for multinational students.... infrastructure security system.. and rules... Are the positive points of this University....  Its on national highway. NH44... Or can say on panipat JaLandhar highway...,7 months ago,2020-07-22 20:53:36.294456,5.0,K. R. LAL,0,0,https://www.google.com/maps/contrib/111782476345029396615?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSUNNdWJMVThRRRAB,"People can survive easily , very puntual University ( Session going time to time ) , cultural programs .",7 months ago,2020-07-22 20:53:36.295930,4.0,Satyam Kumar,0,0,https://www.google.com/maps/contrib/104740975482858166892?hl=en-IN
ChdDSUhNMG9nS0VJQ0FnSURNNklLQWd3RRAB,"Lovely Professional University (LPU) is a private university situated in Phagwara, Punjab, India. The university was established in 2005 by Lovely International Trust, under The Lovely Professional University Act, 2005 (Punjab Act 25 of 2005) and started operation in 2006. With 24,000 students in 2010, it claims to be the largest single-campus private university in India. The university campus spreads over 600 acres (2.4 km2) in boundary on the outskirts of Jalandhar and houses 10,000 students (as of 2010). Following are th schools in LPU :-- Mittal School of Business School of Computer Science and Engineering School of Mechanical Engineering School of Civil Engineering School of Electronics & Electrical Engineering School of Bioengineering and Biosciences School of Architecture and Design School of Hotel Management and Tourism School of Computer Application School of Pharmaceutical Sciences School of Agriculture School of Fashion Design School of Journalism, Films and Creative Arts School of Chemical Engineering and Physical Sciences School of Law School of Polytechnic School of Physiotherapy and Paramedical Sciences School of Education School of Physical Education School of Social Sciences And Languages The National Institutional Ranking Framework (NIRF) ranked Lovely Professional University 52 in the management ranking in 2019 and 27 in the pharmacy ranking.",7 months ago,2020-07-22 20:53:36.296886,5.0,Shubham Chaudhary,0,0,https://www.google.com/maps/contrib/116346781433117246088?hl=en-IN
